"";"classe 1";"classe 2";"classe 3";"classe 4"
"aluguel";-5,029;-2,886;-0,695;20,397
"ajuda";0,136;-2,886;2,205;-0,02
"água";0,019;-2,359;-0,358;3,04
"violento";-0,342;-2,359;-2,108;10,329
"vilarejo";-2,111;-0,699;-0,52;8,1
"via";-0,007;0,533;-0,52;0,003
"veículo";7,043;-2,622;-2,344;0,003
"transporte";7,043;-0,699;-2,344;-0,412
"tragédia";0,18;1,142;-1,168;-0,205
"texto";-3,65;-2,095;34,507;-3,316
"testemunha";22,16;-2,622;-2,344;-4,15
"tela";0,18;-0,001;-1,168;0,283
"século";-4,569;9,488;0,008;-0,412
"sábado";16,184;-2,622;-0,52;-4,15
"subir";2,199;-1,832;2,634;-2,9
"sozinho";2,804;-0,906;-0,695;-0,02
"seguida";7,043;-0,699;-0,52;-1,795
"resolver";-0,342;-0,505;-2,108;6,144
"repórter";-0,072;-1,045;0,097;0,839
"representar";-0,591;2,291;-0,52;0,003
"referência";-3,65;8,575;0,195;-1,085
"provocar";3,879;2,291;-2,344;-4,15
"programação";0,18;-1,307;-1,168;2,301
"processamento";-4,569;-2,622;-2,344;24,393
"preparar";-1,705;-0,505;20,474;-3,733
"preconceito";-3,65;30,846;-1,873;-3,316
"porto";5,417;-0,906;-0,004;-2,167
"popular";-3,65;1,388;1,816;-0,069
"plataforma";-1,313;-0,328;-1,873;8,156
"pena";3,879;-0,699;0,008;-1,795
"parque";-0,342;-2,359;20,474;-3,733
"ocupar";-0,594;-0,059;0,819;0,05
"normal";-0,081;7,747;-0,695;-2,167
"morador";0,736;0,013;-2,108;0,075
"metrô";11,145;-0,699;-0,52;-4,15
"metro";7,173;-2,095;-1,873;-0,069
"mecanismo";-2,527;-0,042;-2,58;10,148
"massa";-2,527;-2,886;-0,695;14,83
"manifestação";-3,192;18,133;-0,097;-2,9
"london";24,391;-2,886;-2,58;-4,568
"localizar";11,145;-2,622;-2,344;-0,412
"lago";8,882;-0,906;-0,695;-2,167
"lacovara";-4,569;-2,622;-0,52;17,989
"impacto";-0,081;12,463;-2,58;-2,167
"grave";11,145;-0,699;-2,344;-1,795
"físico";1,651;-0,699;-2,344;0,567
"fácil";-4,569;2,291;-0,52;2,105
"festa";-3,65;21,89;-0,215;-3,316
"fator";-4,569;9,488;-2,344;0,567
"estrangeiro";0,147;-2,095;1,816;-0,069
"estadual";0,136;-2,886;-2,58;6,351
"enorme";0,988;-0,059;-0,02;-0,458
"enigma";-4,569;-2,622;-2,344;24,393
"emoção";-0,342;0,884;3,855;-3,733
"elemento";-3,65;1,388;-1,873;4,311
"decisão";0,012;-0,059;-1,403;1,26
"david";11,854;-0,328;-1,873;-3,316
"dano";11,854;-2,095;-1,873;-1,085
"criativo";-3,192;5,701;2,634;-2,9
"contexto";-4,109;6,714;-2,108;1,017
"conceito";-1,821;15,385;-0,934;-1,654
"chão";1,319;-0,328;1,816;-3,316
"certeza";-0,145;0,092;1,816;-1,085
"básico";-1,705;-2,359;-2,108;15,594
"ato";19,931;-2,359;-2,108;-3,733
"atingir";0,736;0,013;0,065;-1,433
"atacar";16,184;-0,699;-2,344;-4,15
"apoio";0,736;-2,359;0,065;0,075
"aluno";-3,65;-0,328;5,075;0,268
"altitude";22,16;-2,622;-2,344;-4,15
"aceitar";-0,591;-0,003;0,008;0,567
"ácido";-4,109;-2,359;-2,108;21,94
"versão";-1,705;-0,505;0,065;3,04
"verdadeiro";-0,342;0,884;-0,358;0,075
"van";17,706;-2,095;-1,873;-3,316
"trabalhador";-2,111;2,291;-2,344;2,105
"supermercado";11,854;-2,095;-1,873;-1,085
"site";-2,277;-1,307;1,458;2,301
"significativo";-4,569;2,291;-2,344;4,616
"sexta_feira";5,291;-1,832;-1,638;-0,001
"sambalanço";-4,109;-2,359;38,844;-3,733
"roteiro";0,012;-0,059;3,802;-2,484
"reginaldo";16,184;-2,622;-0,52;-4,15
"reduzir";-4,569;-2,622;-2,344;24,393
"recuperar";1,651;2,291;-2,344;-1,795
"realidade";-1,313;0,092;-0,215;1,682
"putin";-4,109;-0,505;20,474;-1,433
"psicológico";14,011;-2,359;-0,358;-3,733
"proprietário";-0,294;-1,307;-1,168;6,26
"princípio";-0,145;-2,095;0,195;1,682
"preço";-4,109;0,013;0,065;3,04
"prever";-0,007;-2,622;-0,52;4,616
"prevenção";-0,94;-1,832;-1,638;10,859
"prestar";-0,342;-2,359;1,231;1,017
"preferir";2,199;-1,832;0,429;-0,757
"pedreira";-4,109;-2,359;-2,108;21,94
"passagem";13,263;-1,57;-1,403;-2,484
"participação";-0,023;0,267;2,634;-2,9
"paris";3,879;2,291;-2,344;-4,15
"palestra";-0,023;-1,832;12,66;-2,9
"pagamento";-0,591;-2,622;-2,344;12,558
"ouro";7,614;-1,57;-0,02;-2,484
"necessidade";-0,145;-0,328;-0,215;1,682
"médio";-1,705;-2,359;3,855;1,017
"moral";1,319;1,388;-1,873;-1,085
"montanha";14,011;-0,505;-2,108;-3,733
"moeda";-2,111;-2,622;-2,344;17,989
"menor";-0,591;-2,622;-0,52;8,1
"market";9,719;-0,175;-1,638;-2,9
"marcar";-0,007;0,533;0,008;-0,412
"manhã";14,011;-0,505;-2,108;-3,733
"língua";-1,821;-1,045;2,531;0,839
"livros_razões";-4,569;-2,622;-2,344;24,393
"livro_razão";-4,109;-2,359;-2,108;21,94
"leh";22,16;-2,622;-2,344;-4,15
"king";17,706;-2,095;-1,873;-3,316
"jeito";-0,591;-0,699;17,147;-4,15
"investir";-3,65;-2,095;-1,873;19,491
"incrível";-3,65;8,575;0,195;-1,085
"hash";-2,734;-1,57;-1,403;14,6
"ferido";22,16;-2,622;-2,344;-4,15
"felício";-4,569;-2,622;-2,344;24,393
"fallon";0,006;0,294;0,409;-1,24
"facção";-3,192;-1,832;-0,097;10,859
"expor";2,494;-2,359;-2,108;1,017
"eua";2,199;-1,832;-0,097;-0,001
"esposo";11,145;-0,699;-0,52;-4,15
"escolha";0,019;-2,359;-2,108;6,144
"erro";-1,365;0,294;0,409;0,025
"encontro";2,199;-0,175;0,429;-2,9
"encaminhar";7,043;-2,622;-0,52;-0,412
"el";0,147;4,216;-0,215;-3,316
"diário";9,132;-0,505;-2,108;-1,433
"diálogo";-0,072;0,046;-0,934;0,839
"distribuir";-4,109;-2,359;-2,108;21,94
"disputa";0,012;-1,57;0,819;0,05
"digno";-4,569;-2,622;0,81;8,1
"digital";-3,192;-1,832;-0,097;10,859
"dezembro";3,522;-0,059;-1,403;-0,458
"devido";1,319;1,388;-1,873;-1,085
"delegacia";22,16;-2,622;-2,344;-4,15
"cérebro";-0,145;8,575;-0,215;-3,316
"conjunto";-1,313;-0,328;0,195;1,682
"conhecimento";2,494;0,884;-0,358;-3,733
"comida";-0,007;-0,003;-0,52;0,567
"cobrir";0,019;-0,505;-2,108;3,04
"cabeçalho";-2,277;-1,307;-1,168;12,159
"burger";11,854;-2,095;-0,215;-3,316
"britânico";5,293;-0,505;-0,358;-1,433
"bar";2,199;-1,832;2,634;-2,9
"audiência";0,443;5,701;-1,638;-2,9
"atração";-0,294;-0,001;5,529;-2,069
"atitude";-0,023;5,701;-1,638;-0,757
"assunto";0,736;0,884;-0,358;-1,433
"apresentação";-2,277;-1,307;21,527;-2,069
"apartamento";1,319;-0,328;0,195;-1,085
"americano";2,494;-0,505;0,065;-1,433
"adotar";-1,313;1,388;-1,873;1,682
"abrir";-3,65;-2,095;9,974;0,268
"warmbier";15,483;-1,832;-1,638;-2,9
"visitar";5,293;-0,505;0,065;-3,733
"vila";7,173;-2,095;0,195;-3,316
"técnico";-1,365;0,294;-0,7;2,04
"técnica";0,18;-0,001;0,004;-0,205
"trajetória";-3,65;14,467;-0,215;-1,085
"tradicional";-1,313;1,388;1,816;-1,085
"total";-1,313;-2,095;5,075;0,268
"teto";3,661;-2,095;-1,873;0,268
"tema";-3,65;8,575;-0,215;-0,069
"rodar";0,147;-2,095;0,195;0,268
"reunião";0,18;-0,001;1,458;-2,069
"retirar";9,132;-0,505;-2,108;-1,433
"ressaltar";0,019;-0,505;-2,108;3,04
"repetir";-3,65;14,467;-1,873;-0,069
"reintegração";19,931;-2,359;-2,108;-3,733
"reino";17,706;-2,095;-1,873;-3,316
"registro";-0,023;-1,832;-1,638;6,063
"redução";-1,705;-2,359;-2,108;15,594
"quilômetro";-0,023;-0,175;-0,097;0,634
"quadro";-0,023;-0,175;-1,638;2,655
"psicopatia";-2,734;14,416;-0,02;-2,484
"prova";-3,65;-2,095;-0,215;13,216
"propor";-0,023;-0,175;-1,638;2,655
"produtividade";-3,192;-1,832;-1,638;17,044
"privado";-0,594;-1,57;-1,403;8,535
"preparação";-0,94;5,701;-1,638;-0,001
"prazo";-1,313;-2,095;-0,215;8,156
"posto";-2,734;-1,57;0,819;4,088
"posse";14,011;-2,359;-2,108;-1,433
"porta";2,199;-1,832;2,634;-2,9
"ponte";17,706;-2,095;-1,873;-3,316
"partida";0,006;0,294;-0,7;0,025
"oportunidade";-3,192;0,267;-0,097;2,655
"oliveira";5,291;-1,832;0,429;-2,9
"natural";0,012;0,588;-1,403;0,05
"méxico";5,293;0,013;-2,108;-1,433
"mineração";-4,109;-2,359;-0,358;15,594
"milhar";-0,342;0,013;-0,358;1,017
"mensal";-4,109;-2,359;-2,108;21,94
"malandro";0,012;7,767;-1,403;-2,484
"maio";0,019;0,884;1,231;-3,733
"legítimo";6,619;-0,783;-0,7;-1,24
"jatobá";17,706;-2,095;-1,873;-3,316
"investigar";5,293;0,884;-2,108;-3,733
"interior";15,483;-1,832;-1,638;-2,9
"interessante";-2,277;10,763;0,004;-2,069
"instrumento";-1,821;2,103;-0,934;0,839
"instituição";-4,109;0,013;-2,108;10,329
"iniciar";0,443;-1,832;-0,097;0,634
"ingrediente";-3,65;-2,095;-1,873;19,491
"independente";-3,192;0,267;-1,638;6,063
"incidente";19,931;-2,359;-2,108;-3,733
"império";-4,109;17,993;0,065;-3,733
"impossível";-0,145;-0,328;-0,215;1,682
"hospital";19,931;-2,359;-2,108;-3,733
"horário";1,933;1,142;-1,168;-2,069
"guarda";7,173;-2,095;0,195;-3,316
"gritar";17,706;-2,095;-1,873;-3,316
"gratuito";-0,594;0,588;-0,02;0,05
"fé";-1,365;0,294;-0,7;2,04
"fugir";1,319;-0,328;1,816;-3,316
"formação";-3,65;-0,328;1,816;1,682
"feliz";-3,192;5,701;2,634;-2,9
"fama";-4,109;-2,359;38,844;-3,733
"falha";-0,94;-1,832;-1,638;10,859
"executivo";-0,94;0,267;-0,097;0,634
"europeu";-2,277;1,142;-1,168;2,301
"estrutura";0,443;-0,175;0,429;-0,757
"estratégia";0,18;-1,307;-1,168;2,301
"esperança";-0,342;0,013;3,855;-1,433
"enviar";-0,145;-0,328;-0,215;1,682
"eliminar";-4,109;0,013;-0,358;6,144
"elenco";-1,365;-0,783;12,9;-1,24
"desenvolver";-0,94;-1,832;-0,097;6,063
"deputado";1,319;-2,095;-1,873;1,682
"departamento";0,012;-0,059;-0,02;0,05
"definir";-1,365;-0,783;-0,7;7,287
"convencer";0,019;0,013;-2,108;1,017
"conter";-3,192;-0,175;-1,638;10,859
"consumidor";0,012;-1,57;-1,403;4,088
"conflito";-3,65;1,388;-0,215;1,682
"compreender";-1,705;11,672;-2,108;-0,213
"chirikova";0,736;-0,505;0,065;-0,213
"cheio";0,443;-1,832;2,634;-0,757
"chave";-0,145;0,092;-0,215;0,268
"causar";7,173;-2,095;-0,215;-1,085
"capaz";-4,109;-0,505;-0,358;10,329
"camada";-4,109;0,013;-0,358;6,144
"brasília";8,831;-1,045;-0,934;-1,654
"bossa";-2,734;-1,57;25,848;-2,484
"bomba";5,293;-2,359;-0,358;-0,213
"beleza";0,019;11,672;-2,108;-3,733
"base";-0,145;-2,095;-1,873;8,156
"assumir";0,658;-1,045;-0,934;0,839
"ascórbico";-3,65;-2,095;-1,873;19,491
"ar";-0,342;-0,505;13,476;-3,733
"apropriação";-3,65;30,846;-1,873;-3,316
"aplicativo";0,443;-1,832;-0,097;0,634
"analisar";-1,821;0,046;2,531;-0,034
"amplo";-0,594;-1,57;-1,403;8,535
"amar";15,483;-1,832;-1,638;-2,9
"alegre";9,132;-2,359;-0,358;-1,433
"voz";0,18;-0,001;1,458;-2,069
"vontade";-3,65;1,388;9,974;-3,316
"unidade";0,147;-0,328;-1,873;1,682
"título";-0,072;-1,045;2,531;-0,034
"tráfico";-0,023;-1,832;-1,638;6,063
"tlp";-3,192;-1,832;-1,638;17,044
"terreno";-1,313;-2,095;-0,215;8,156
"terra";-0,023;-1,832;12,66;-2,9
"termo";0,012;-1,57;0,819;0,05
"terminar";3,578;0,046;-0,934;-1,654
"suspeito";11,854;-0,328;-1,873;-3,316
"suspeita";17,706;-2,095;-1,873;-3,316
"suficiente";-3,192;0,267;-1,638;6,063
"substituir";-1,821;0,046;-0,934;4,068
"som";-2,734;-0,059;16,316;-2,484
"sobreviver";7,173;-0,328;-0,215;-3,316
"significar";-3,192;-0,175;-0,097;6,063
"segunda_feira";7,614;-1,57;-1,403;-0,458
"saída";3,522;-0,059;-0,02;-2,484
"sambar";-1,821;7,216;0,097;-1,654
"revolução";-3,192;2,109;-1,638;2,655
"resposta";-0,594;0,588;-0,02;0,05
"reserva";8,831;-1,045;-0,934;-1,654
"renda";-3,65;-0,328;-1,873;13,216
"racial";9,719;-0,175;-1,638;-2,9
"pé";-0,94;2,109;0,429;-0,757
"publicar";3,578;-1,045;0,097;-1,654
"pressão";-0,294;10,763;-1,168;-2,069
"presa";1,319;-2,095;0,195;-0,069
"passo";-1,313;0,092;-0,215;1,682
"ouvido";3,522;-0,059;-1,403;-0,458
"original";-2,277;-1,307;0,004;6,26
"organização";-0,594;-0,059;-0,02;1,26
"ordem";7,614;-1,57;-1,403;-0,458
"opinião";-0,94;11,042;-1,638;-0,757
"negar";3,661;-0,328;-0,215;-1,085
"metade";-0,94;-0,175;-0,097;2,655
"mercadoria";-2,277;-0,001;1,458;0,283
"melhorar";-2,734;3,158;-0,02;0,05
"marinho";-3,192;18,133;-1,638;-0,757
"marco";-0,94;-1,832;6,711;-0,001
"machista";0,012;3,158;-0,02;-2,484
"lutar";-0,023;11,042;-1,638;-2,9
"limite";-0,072;-1,045;-0,934;4,068
"lamentar";9,719;-1,832;-0,097;-2,9
"junho";0,443;-0,175;-0,097;-0,001
"josé";-1,313;0,092;-1,873;4,311
"jornada";2,199;-0,175;0,429;-2,9
"inglês";-0,294;-1,307;5,529;-0,205
"influenciar";0,988;0,588;-1,403;-0,458
"impedir";-0,023;-0,175;-1,638;2,655
"humor";-2,734;3,158;3,802;-2,484
"greve";9,719;-0,175;-1,638;-2,9
"grau";-0,023;-1,832;2,634;-0,001
"frio";3,661;0,092;-0,215;-3,316
"formato";-1,821;-1,045;17,211;-1,654
"fiscal";-3,65;-2,095;-1,873;19,491
"filósofo";2,199;-0,175;-1,638;-0,001
"ferida";17,706;-2,095;-1,873;-3,316
"fechar";0,012;0,588;-1,403;0,05
"extinção";-3,192;-1,832;-1,638;17,044
"estátua";5,291;-1,832;0,429;-2,9
"estação";9,719;-1,832;-1,638;-0,757
"esporte";-1,365;0,294;0,409;0,025
"espetáculo";-2,734;-0,059;16,316;-2,484
"espectador";0,658;0,046;0,097;-1,654
"escolher";-1,313;0,092;0,195;0,268
"envolvido";0,012;-1,57;-1,403;4,088
"eletrônico";0,006;-0,783;-0,7;2,04
"efeito";0,443;-0,175;-0,097;-0,001
"dúvida";-2,277;10,763;-1,168;-0,205
"débora";17,706;-2,095;-1,873;-3,316
"documento";-0,594;-1,57;-0,02;4,088
"divertir";-2,734;3,158;3,802;-2,484
"disputar";2,199;-1,832;0,429;-0,757
"direção";13,263;-1,57;-1,403;-2,484
"diminuir";-0,94;-0,175;-1,638;6,063
"descartar";11,854;-0,328;-1,873;-3,316
"demonstrar";1,758;-0,783;-0,7;0,025
"democrático";-0,294;-0,001;0,004;0,283
"defesa";9,719;-1,832;-1,638;-0,757
"debate";-0,594;7,767;-0,02;-2,484
"costumar";0,658;-1,045;-0,934;0,839
"costa";-0,594;-1,57;-0,02;4,088
"cortar";2,199;-0,175;-0,097;-0,757
"conversa";7,614;-1,57;-0,02;-2,484
"contrato";-2,734;-1,57;-1,403;14,6
"concluir";-0,594;0,588;-1,403;1,26
"comum";-0,94;-1,832;-0,097;6,063
"comprovar";-1,313;0,092;-1,873;4,311
"complicado";-2,734;-1,57;3,802;1,26
"completo";3,522;-1,57;-0,02;-0,458
"compartilhar";1,319;0,092;-0,215;-1,085
"comemorar";0,658;2,103;-0,934;-1,654
"citar";-3,192;0,267;-0,097;2,655
"cientista";-2,734;0,588;-1,403;4,088
"china";11,854;-0,328;-1,873;-3,316
"cena";3,522;-0,059;-0,02;-2,484
"categoria";-0,94;-1,832;-1,638;10,859
"campanha";-2,734;-0,059;-1,403;8,535
"autêntico";-1,821;15,385;-0,934;-1,654
"atuação";-3,192;-0,175;-1,638;10,859
"atenção";-3,192;-1,832;12,66;-0,001
"atendimento";2,199;-1,832;-1,638;0,634
"assembleia";-0,94;-1,832;-1,638;10,859
"assassino";-1,821;15,385;-0,934;-1,654
"aproveitar";0,988;-1,57;3,802;-2,484
"aposentadoria";-3,65;-2,095;-1,873;19,491
"ambiental";-0,145;-0,328;5,075;-1,085
"agência";1,933;-0,001;-1,168;-0,205
"adquirir";-2,734;-1,57;0,819;4,088
"adorar";-2,734;3,158;3,802;-2,484
"acre";13,263;-1,57;-1,403;-2,484
"ônibus";13,263;-1,57;-1,403;-2,484
"órgão";2,199;-0,175;-0,097;-0,757
"visita";-0,594;-1,57;16,316;-2,484
"viajar";-0,94;-1,832;12,66;-0,757
"urbano";-1,365;-0,783;4,476;0,025
"união";-0,023;-1,832;0,429;0,634
"tutelar";15,483;-1,832;-1,638;-2,9
"triste";13,263;-1,57;-1,403;-2,484
"tribunal";5,291;-1,832;-1,638;-0,001
"tiro";13,263;-1,57;-1,403;-2,484
"tio";15,483;-1,832;-1,638;-2,9
"tensão";0,18;4,729;-1,168;-2,069
"tendência";-2,277;-1,307;-1,168;12,159
"temporada";1,933;-1,307;1,458;-2,069
"tamanho";-2,734;-0,059;-1,403;8,535
"surpresa";-0,294;4,729;0,004;-2,069
"subsídio";-2,277;-1,307;-1,168;12,159
"startups";-3,192;-1,832;-0,097;10,859
"sinal";-1,365;0,294;-0,7;2,04
"senhor";-2,277;1,142;-1,168;2,301
"sede";0,012;-1,57;-0,02;1,26
"sapato";-2,734;3,158;0,819;-0,458
"ruim";-3,192;-1,832;20,481;-0,757
"roupa";-0,594;3,158;-0,02;-0,458
"roubar";5,291;-0,175;-1,638;-0,757
"rir";-2,734;-1,57;25,848;-2,484
"resto";-0,023;-1,832;2,634;-0,001
"reconhecer";-2,277;1,142;0,004;0,283
"racista";0,18;4,729;-1,168;-2,069
"quinta_feira";7,614;-1,57;-1,403;-0,458
"prático";-0,072;-1,045;-0,934;4,068
"promover";-0,294;1,142;-1,168;0,283
"prisional";-3,192;-1,832;-1,638;17,044
"preto";7,614;-0,059;-1,403;-2,484
"pretender";-0,94;-0,175;2,634;-0,001
"preocupação";5,291;-1,832;-1,638;-0,001
"potencial";-2,734;-0,059;0,819;1,26
"policiamento";-0,94;-1,832;-1,638;10,859
"pobre";0,988;-1,57;-1,403;1,26
"piada";-3,192;-0,175;20,481;-2,9
"pf";-3,192;-1,832;-1,638;17,044
"pescoço";13,263;-1,57;-1,403;-2,484
"perdido";5,555;-1,307;0,004;-2,069
"perda";0,988;-1,57;-0,02;0,05
"percorrer";-3,192;-1,832;12,66;-0,001
"paisagem";0,443;-0,175;2,634;-2,9
"ong";3,522;0,588;-1,403;-2,484
"of";3,578;-1,045;0,097;-1,654
"ocorrência";9,719;-1,832;-1,638;-0,757
"obrigar";-0,94;-0,175;0,429;0,634
"nodar";-3,192;-1,832;-1,638;17,044
"mágico";-2,277;10,763;0,004;-2,069
"musical";-3,192;2,109;6,711;-2,9
"municipal";-1,821;-1,045;0,097;4,068
"moscou";-0,294;4,729;0,004;-2,069
"moradia";-2,734;-1,57;-1,403;14,6
"modo";-3,192;-1,832;0,429;6,063
"modesto";15,483;-1,832;-1,638;-2,9
"misturar";-3,192;5,701;2,634;-2,9
"mensagem";0,012;-1,57;8,968;-2,484
"memória";0,658;0,046;0,097;-1,654
"mediação";-0,594;-0,059;-1,403;4,088
"mau";0,658;-1,045;0,097;-0,034
"maria";-0,023;0,267;2,634;-2,9
"mar";0,18;-0,001;-1,168;0,283
"madrugada";15,483;-1,832;-1,638;-2,9
"luiz";-0,023;-1,832;-1,638;6,063
"linguagem";-1,821;0,046;-0,934;4,068
"leste";0,18;1,142;0,004;-2,069
"leitor";-2,277;4,729;1,458;-2,069
"julho";5,555;-1,307;-1,168;-0,205
"jersey";0,658;-1,045;-0,934;0,839
"itapetininga";13,263;-1,57;-1,403;-2,484
"islâmico";13,263;-1,57;-1,403;-2,484
"interno";-0,594;-1,57;-1,403;8,535
"intenção";2,199;-0,175;-0,097;-0,757
"intelectual";-2,277;19,243;-1,168;-2,069
"integrar";-0,072;2,103;-0,934;-0,034
"iniciativa";-2,734;-1,57;-1,403;14,6
"indústria";-3,192;2,109;-0,097;0,634
"incentivo";-3,192;-0,175;-1,638;10,859
"ilegal";2,199;-1,832;-1,638;0,634
"gravar";-0,594;-0,059;8,968;-2,484
"gasto";-2,734;-1,57;-1,403;14,6
"frango";-2,277;-0,001;-1,168;6,26
"fevereiro";-0,294;-1,307;1,458;0,283
"favela";15,483;-1,832;-1,638;-2,9
"fase";0,658;0,046;0,097;-1,654
"explorar";0,658;-1,045;2,531;-1,654
"etapa";-2,277;-1,307;1,458;2,301
"estética";-1,365;3,876;0,409;-1,24
"estabelecer";-1,821;0,046;-0,934;4,068
"esquecer";0,443;-0,175;2,634;-2,9
"espanha";3,522;-0,059;-0,02;-2,484
"esfaquear";13,263;-1,57;-1,403;-2,484
"escondido";5,555;-1,307;0,004;-2,069
"equilíbrio";-3,192;0,267;-0,097;2,655
"epi";-2,734;-1,57;-1,403;14,6
"entusiasmo";-2,734;-1,57;-1,403;14,6
"entrada";2,199;-0,175;-0,097;-0,757
"educação";-0,294;-1,307;0,004;2,301
"domingo";13,263;-1,57;-1,403;-2,484
"diversão";-3,192;18,133;-0,097;-2,9
"destacar";0,443;0,267;-0,097;-0,757
"desfilar";-0,94;11,042;-0,097;-2,9
"declarar";13,263;-1,57;-1,403;-2,484
"curtir";-2,734;-1,57;25,848;-2,484
"crise";-0,94;-1,832;-1,638;10,859
"coragem";5,555;-0,001;-1,168;-2,069
"convidar";-2,277;-1,307;21,527;-2,069
"convidado";0,658;0,046;-0,934;-0,034
"continuidade";-3,192;-0,175;-1,638;10,859
"contido";0,443;-1,832;-1,638;2,655
"conquistar";0,012;3,158;-0,02;-2,484
"compositor";-2,734;-1,57;25,848;-2,484
"complexo";0,18;-1,307;-1,168;2,301
"complementar";-0,594;-1,57;-1,403;8,535
"combater";-0,594;-0,059;-0,02;1,26
"comandar";-2,277;-0,001;12,219;-2,069
"colega";0,18;-0,001;-1,168;0,283
"circunstância";-3,192;18,133;-1,638;-0,757
"chefe";0,988;-0,059;-0,02;-0,458
"cemitério";7,614;-1,57;-1,403;-0,458
"cadeia";9,719;-1,832;-1,638;-0,757
"bruxelas";15,483;-1,832;-1,638;-2,9
"brf";-3,192;-1,832;-1,638;17,044
"borges";15,483;-1,832;-1,638;-2,9
"bolsa";-3,192;-1,832;6,711;0,634
"belga";9,719;-1,832;-0,097;-2,9
"bateria";-2,277;19,243;-1,168;-2,069
"basear";-0,94;-1,832;-1,638;10,859
"avaliação";-0,072;-1,045;-0,934;4,068
"autorização";0,012;-1,57;-1,403;4,088
"aumento";-2,277;-1,307;-1,168;12,159
"atrair";-3,192;-0,175;-1,638;10,859
"atender";3,522;-0,059;-1,403;-0,458
"associar";-0,023;0,267;-1,638;0,634
"assistir";5,555;-1,307;0,004;-2,069
"argentino";1,758;0,294;-0,7;-1,24
"alíquota";-2,277;-1,307;-1,168;12,159
"alternativo";-2,277;-1,307;0,004;6,26
"alice";-3,192;-1,832;-1,638;17,044
"alerta";5,555;-1,307;0,004;-2,069
"agressão";5,555;-1,307;-1,168;-0,205
"agredir";9,719;-1,832;-1,638;-0,757
"agir";1,933;-0,001;-1,168;-0,205
"agenda";-2,734;-1,57;3,802;1,26
"aeroporto";15,483;-1,832;-1,638;-2,9
"administração";-0,023;-1,832;0,429;0,634
"acrescentar";-3,192;-1,832;-1,638;17,044
"acolhimento";0,988;-1,57;0,819;-0,458
"acolher";-0,594;0,588;-0,02;0,05
"acesso";8,831;-1,045;-0,934;-1,654
"absurdo";0,012;0,588;0,819;-2,484
"abrigo";15,483;-1,832;-1,638;-2,9
"willie";11,046;-1,307;-1,168;-2,069
"votação";-1,821;-1,045;-0,934;9,721
"vivo";1,933;-0,001;0,004;-2,069
"viajante";-0,294;-0,001;1,458;-0,205
"vermelho";3,578;0,046;-0,934;-1,654
"verificar";3,522;-1,57;-1,403;0,05
"típico";-0,072;2,103;0,097;-1,654
"turístico";-0,072;-1,045;8,236;-1,654
"trecho";1,933;-0,001;-1,168;-0,205
"transferir";3,522;-1,57;-1,403;0,05
"terça";1,933;-0,001;-1,168;-0,205
"temporário";0,658;-1,045;-0,934;0,839
"temer";-0,594;-1,57;-1,403;8,535
"tarefa";0,012;-1,57;-1,403;4,088
"símbolo";-2,277;10,763;0,004;-2,069
"sério";-0,072;2,103;0,097;-1,654
"sustentar";-0,594;-1,57;-1,403;8,535
"surpreender";-2,277;10,763;0,004;-2,069
"surgir";-0,294;1,142;1,458;-2,069
"suicidar";7,614;-1,57;-0,02;-2,484
"sugerir";-0,594;-0,059;3,802;-0,458
"substância";-2,734;-1,57;-1,403;14,6
"sonhar";-0,294;-1,307;1,458;0,283
"solucionar";-2,734;-1,57;-1,403;14,6
"soares";-0,072;-1,045;2,531;-0,034
"sexual";-0,294;10,763;-1,168;-2,069
"sequência";-2,277;-1,307;5,529;0,283
"salsicha";-2,734;-0,059;-1,403;8,535
"rural";-1,365;0,294;-0,7;2,04
"rota";1,933;-0,001;0,004;-2,069
"rosto";3,578;0,046;-0,934;-1,654
"roda";0,988;-1,57;3,802;-2,484
"riso";-0,294;-1,307;12,219;-2,069
"rico";0,18;-0,001;0,004;-0,205
"retorno";-0,294;-1,307;1,458;0,283
"respeitar";0,18;-1,307;0,004;0,283
"residência";0,012;-1,57;-1,403;4,088
"relembrar";3,522;-1,57;0,819;-2,484
"reação";0,006;3,876;-0,7;-1,24
"rafaela";5,555;-1,307;0,004;-2,069
"querido";1,933;-0,001;0,004;-2,069
"quadra";-1,365;3,876;-0,7;0,025
"pt";-0,072;0,046;0,097;-0,034
"provar";-0,294;-1,307;0,004;2,301
"proteína";-1,365;-0,783;-0,7;7,287
"propriedade";-1,821;-1,045;0,097;4,068
"profundo";0,012;0,588;-1,403;0,05
"profissão";-2,277;1,142;0,004;0,283
"primo";8,831;-1,045;-0,934;-1,654
"presença";-2,277;-1,307;-1,168;12,159
"prejudicar";-2,277;-1,307;1,458;2,301
"prazer";0,012;-0,059;3,802;-2,484
"posição";5,555;-0,001;-1,168;-2,069
"plástico";1,758;-0,783;-0,7;0,025
"pleno";0,012;3,158;-1,403;-0,458
"plateia";-1,821;-1,045;17,211;-1,654
"pior";-2,734;7,767;-1,403;0,05
"peso";-0,294;-1,307;1,458;0,283
"pertencer";11,046;-1,307;-1,168;-2,069
"perspectiva";-0,072;-1,045;2,531;-0,034
"perigoso";-1,821;7,216;0,097;-1,654
"perguntar";13,263;-1,57;-1,403;-2,484
"pedro";0,012;-1,57;-1,403;4,088
"pedra";1,933;-0,001;-1,168;-0,205
