"";"X.gr_01";"X.gr_02"
"centro";0,56;0,58
"bacia";0;0,34
"local";2,37;1,1
"partir";0,7;0,55
"itália";0,14;0,32
"trabalhar";1,12;0,76
"combater";0,14;0,15
"avô";0,42;0,26
"amigo";0,28;0,45
"bbc";0,14;0,88
"diante";0;0,28
"responsável";0,7;0,29
"notícia";0;0,21
"criação";0;0,24
"manter";0,7;0,44
"preso";0,7;0,45
"índio";0,14;0,23
"consumo";0;0,21
"cometer";0,7;0,1
"criativo";0;0,18
"investir";0,14;0,19
"citar";0,28;0,16
"mídia";0;0,19
"van";0,42;0,16
"volume";0;0,19
"fundo";0,28;0,29
"tema";0;0,18
"branco";0,28;0,39
"assunto";0,56;0,18
"oferecer";0;0,41
"stulbach";0;0,21
"homicídio";0,28;0,21
