"";"banalfreq";"X.gr_01";"X.gr_02"
"reunir";16;-0,7641;0,7641
"resolver";15;0,6986;-0,6986
"consumir";10;1,111;-1,111
"também";216;0,4967;-0,4967
"desenvolvimento";13;-0,6208;0,6208
"encontro";11;-0,5253;0,5253
"quanto";44;0,7725;-0,7725
"aberto";19;-0,401;0,401
"seis";14;-0,6686;0,6686
"povo";10;1,111;-1,111
"sempre";77;-1,4621;1,4621
"paris";10;-0,4775;0,4775
"casal";30;0,4182;-0,4182
"possuir";17;1,0319;-1,0319
"enfrentar";13;-0,6208;0,6208
"preparar";13;0,3993;-0,3993
"março";19;0,2198;-0,2198
"tv";26;0,2859;-0,2859
"outro";251;-1,2874;1,2874
"gravar";10;1,111;-1,111
"saber";90;1,6395;-1,6395
"pouco";54;0,4818;-0,4818
"me";94;0,7513;-0,7513
"político";35;0,2996;-0,2996
"atração";10;-0,4775;0,4775
"ambos";11;0,4946;-0,4946
"quantidade";18;0,242;-0,242
"enviar";11;0,4946;-0,4946
"london";12;-0,1938;0,1938
"origem";12;-0,5731;0,5731
"histórico";14;-0,6686;0,6686
"fonte";15;1,2016;-1,2016
"nunca";65;0,634;-0,634
"matar";35;1,6046;-1,6046
"acontecer";76;0,4039;-0,4039
"acima";13;1,41;-1,41
"poço";11;-0,5253;0,5253
"movimento";36;-1,7195;1,7195
"bitcoin";30;-1,4329;1,4329
"estrada";19;-0,9074;0,9074
"lançar";15;-0,7164;0,7164
"burger";10;-0,4775;0,4775
"após";63;1,2264;-1,2264
"crescer";17;0,5891;-0,5891
"bridge";13;-0,2209;0,2209
"uscifrão";29;-0,7444;0,7444
"tributário";17;-0,8119;0,8119
"companhia";22;1,1454;-1,1454
"escritor";11;-0,5253;0,5253
"manifestação";11;-0,5253;0,5253
"acreditar";32;-0,4705;0,4705
"tratamento";32;0,9607;-0,9607
"alguma";48;0,916;-0,916
"renda";10;-0,4775;0,4775
"fóssil";13;-0,6208;0,6208
"conceito";12;-0,5731;0,5731
"esperança";10;-0,1426;0,1426
"fallon";10;-0,4775;0,4775
"torcer";19;-0,9074;0,9074
"proprietário";13;-0,6208;0,6208
"referência";14;-0,6686;0,6686
"antigo";22;-0,4995;0,4995
"bairro";34;-1,624;1,624
"dado";29;-0,7444;0,7444
"gestão";12;-0,5731;0,5731
"expor";10;-0,4775;0,4775
"ela";222;-0,2635;0,2635
"cultural";15;-0,7164;0,7164
"aprender";21;-1,0029;1,0029
"espaço";20;-0,9552;0,9552
"50";19;-0,401;0,401
"clube";13;-0,2209;0,2209
"gostar";23;0,362;-0,362
"mão";23;-0,5333;0,5333
"município";24;-1,1462;1,1462
"explicar";35;0,2996;-0,2996
"algo";46;0,4623;-0,4623
"determinado";15;-0,7164;0,7164
"civil";34;-1,624;1,624
"ajuda";15;0,3253;-0,3253
"lago";14;-0,6686;0,6686
"turista";12;-0,5731;0,5731
"devido";14;0,7627;-0,7627
"plataforma";11;-0,5253;0,5253
"vivo";16;-0,3077;0,3077
"conteúdo";17;-0,8119;0,8119
"aluno";15;-0,7164;0,7164
"junto";23;-0,2476;0,2476
"imóvel";25;0,3092;-0,3092
"quase";46;0,9978;-0,9978
"guarda";11;0,4946;-0,4946
"cenário";13;-0,6208;0,6208
"melhor";63;-1,4687;1,4687
"leh";10;-0,4775;0,4775
"semana";31;1,9174;-1,9174
"pensar";31;-0,4436;0,4436
"audiência";10;-0,4775;0,4775
"seguinte";19;-0,401;0,401
"produção";23;-0,5333;0,5333
"figura";14;0,3601;-0,3601
"construir";18;-0,8596;0,8596
"1";52;-0,4456;0,4456
"esperar";25;0,3092;-0,3092
"estudo";21;1,7598;-1,7598
"voltar";69;-0,384;0,384
"passar";115;1,0564;-1,0564
"maior";73;0,8711;-0,8711
"enigma";11;-0,5253;0,5253
"ana";12;-0,5731;0,5731
"pro";28;1,1895;-1,1895
"ano";356;1,1288;-1,1288
"ideal";14;-0,6686;0,6686
"frio";10;0,553;-0,553
"prestar";10;-0,4775;0,4775
"mercado";33;-1,5762;1,5762
"qualquer";50;-0,2381;0,2381
"ouvir";34;-0,929;0,929
"crime";42;-0,455;0,455
"educação";12;0,915;-0,915
"índice";10;-0,1426;0,1426
"federal";38;-0,365;0,365
"descobrir";21;-0,205;0,205
"prêmio";15;-0,7164;0,7164
"como";442;-1,852;1,852
"por";1017;-0,8519;0,8519
"correto";17;-0,8119;0,8119
"60";14;1,3002;-1,3002
"acabar";55;-0,79;0,79
"pena";13;0,3993;-0,3993
"noivo";16;-0,7641;0,7641
"verdadeiro";12;-0,1938;0,1938
"casa";99;1,0532;-1,0532
"caso";72;1,4714;-1,4714
"prisão";21;0,4245;-0,4245
"fácil";15;1,2016;-1,2016
"evento";24;-1,1462;1,1462
"regime";15;-0,278;0,278
"luta";14;0,3601;-0,3601
"bilhão";11;-0,1676;0,1676
"loja";17;0,5891;-0,5891
"legal";16;-0,3077;0,3077
"comunicado";14;0,3601;-0,3601
"compartilhar";11;1,0064;-1,0064
"instrumento";12;-0,5731;0,5731
"último";66;0,8387;-0,8387
"cinema";34;-1,624;1,624
"feliz";12;0,915;-0,915
"defesa";14;-0,6686;0,6686
"5";43;0,5407;-0,5407
"grupo";65;0,634;-0,634
"ali";28;-1,3373;1,3373
"velho";24;0,3345;-0,3345
"maioria";25;-0,293;0,293
"sociedade";20;-0,4334;0,4334
"existir";66;0,4191;-0,4191
"encaminhar";15;0,3253;-0,3253
"outorga";11;-0,5253;0,5253
"reino";11;0,4946;-0,4946
"britânico";12;0,4438;-0,4438
"ter";752;-0,4834;0,4834
"sua";280;0,8309;-0,8309
"sul";38;0,7015;-0,7015
"contexto";11;-0,5253;0,5253
"livros_razões";10;-0,4775;0,4775
"avaliação";10;-0,4775;0,4775
"diário";13;0,3993;-0,3993
"texto";15;1,2016;-1,2016
"programação";12;-0,5731;0,5731
"provocar";14;-0,6686;0,6686
"começar";73;0,4576;-0,4576
"concessionário";21;-0,4662;0,4662
"levar";80;-0,8292;0,8292
"iniciar";13;-0,2209;0,2209
"renata";22;-1,0507;1,0507
"nardoni";15;0,6986;-0,6986
"festa";14;0,7627;-0,7627
"dentro";40;0,9323;-0,9323
"grande";130;-0,4018;0,4018
"santo";45;0,4871;-0,4871
"ficar";136;1,8719;-1,8719
"warmbier";13;1,41;-1,41
"pedido";21;-1,0029;1,0029
"cercar";46;0,7033;-0,7033
"envolver";18;-0,8596;0,8596
"obra";30;-1,4329;1,4329
"king";10;-0,4775;0,4775
"dano";12;-0,1938;0,1938
"adorar";11;1,0064;-1,0064
"direito";43;-1,2758;1,2758
"privado";11;-0,1676;0,1676
"situação";39;-0,3868;0,3868
"língua";13;0,3993;-0,3993
"curso";23;-0,5333;0,5333
"atualmente";12;-0,5731;0,5731
"superar";12;-0,5731;0,5731
"história";72;-1,3005;1,3005
"porque";102;-0,8104;0,8104
"vítima";51;0,5556;-0,5556
"início";26;-0,3167;0,3167
"demonstrar";12;0,4438;-0,4438
"falha";11;0,4946;-0,4946
"solo";13;-0,6208;0,6208
"cortar";11;-0,1676;0,1676
"considerar";35;-0,554;0,554
"operar";16;-0,3077;0,3077
"criar";53;-1,1201;1,1201
"cinco";31;0,665;-0,665
"9";16;0,2944;-0,2944
"atrás";23;-1,0985;1,0985
"pé";11;1,0064;-1,0064
"literatura";12;-0,5731;0,5731
"incrível";10;-0,4775;0,4775
"propor";10;-0,1426;0,1426
"técnica";13;0,3993;-0,3993
"técnico";15;-0,278;0,278
"jornalismo";27;-1,2896;1,2896
"lá";44;-0,2918;0,2918
"rádio";13;-0,6208;0,6208
"medo";18;-0,3693;0,3693
"exemplo";65;-1,5406;1,5406
"câmera";10;-0,1426;0,1426
"fantasia";12;-0,5731;0,5731
"voo";29;0,4471;-0,4471
"canal";15;-0,7164;0,7164
"impossível";10;-0,1426;0,1426
"massa";12;-0,1938;0,1938
"tentativa";17;-0,8119;0,8119
"conselho";17;-0,8119;0,8119
"independente";10;-0,1426;0,1426
"problema";63;0,9365;-0,9365
"nenhum";35;0,5258;-0,5258
"desenvolver";17;-0,3382;0,3382
"palavra";15;-0,278;0,278
"garantir";21;-1,0029;1,0029
"incidente";10;-0,1426;0,1426
"metrô";12;-0,1938;0,1938
"informação";34;1,2389;-1,2389
"capital";36;0,496;-0,496
"recuperar";11;-0,5253;0,5253
"iniciativa";16;-0,7641;0,7641
"metro";18;0,242;-0,242
"comentar";12;-0,5731;0,5731
"violência";49;-1,5147;1,5147
"especialista";18;-0,3693;0,3693
"dedicar";14;-0,6686;0,6686
"estudante";18;-0,3693;0,3693
"tal";17;1,5862;-1,5862
"sim";35;0,2996;-0,2996
"ainda";147;0,7185;-0,7185
"descartar";10;-0,4775;0,4775
"superior";16;-0,3077;0,3077
"dever";79;-0,3844;0,3844
"meu";85;0,275;-0,275
"80";13;-0,2209;0,2209
"conhecimento";14;0,7627;-0,7627
"primeiro";105;-0,4738;0,4738
"apoio";15;-0,278;0,278
"york";28;-1,3373;1,3373
"embora";14;-0,6686;0,6686
"cair";27;-1,2896;1,2896
"capaz";10;-0,1426;0,1426
"carnaval";22;-1,0507;1,0507
"felício";10;-0,4775;0,4775
"sonho";20;0,4601;-0,4601
"servidor";19;-0,401;0,401
"distrito";14;-0,249;0,249
"terceiro";18;-0,3693;0,3693
"lugar";38;-1,0811;1,0811
"centro";40;-0,2255;0,2255
"bacia";21;-1,0029;1,0029
"partir";39;0,4162;-0,4162
"itália";21;-0,4662;0,4662
"trabalhar";55;0,6783;-0,6783
"combater";10;-0,1426;0,1426
"avô";19;0,4991;-0,4991
"amigo";30;-0,4171;0,4171
"bbc";55;-1,7583;1,7583
"diante";17;-0,8119;0,8119
"responsável";23;1,0761;-1,0761
"notícia";13;-0,6208;0,6208
"criação";15;-0,7164;0,7164
"manter";32;0,6269;-0,6269
"preso";33;0,5912;-0,5912
"índio";15;-0,278;0,278
"consumo";13;-0,6208;0,6208
"criativo";11;-0,5253;0,5253
"investir";13;-0,2209;0,2209
"citar";12;0,4438;-0,4438
"mídia";12;-0,5731;0,5731
"van";13;0,8344;-0,8344
"volume";12;-0,5731;0,5731
"fundo";20;-0,1848;0,1848
"tema";11;-0,5253;0,5253
"branco";26;-0,3167;0,3167
"assunto";15;1,2016;-1,2016
"oferecer";25;-1,194;1,194
"stulbach";13;-0,6208;0,6208
"homicídio";15;0,3253;-0,3253
