"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6"
"benefício";0;0;0,003;0,084;0,017;0,001
"apoiar";0,01;0,001;0,397;0,041;0;0
"tv";0,057;0,004;0,31;0,001;0,639;0,664
"pretender";0,098;0;0,916;0,055;0,376;0,905
"conjunto";0,175;0,373;0,003;0,604;0,674;0
"buscar";0,424;0,432;0,966;0,029;0,12;0,339
"assessoria";0,243;0;0,493;0,057;0,651;0,002
"presidencial";0,029;0,099;0,14;0,041;0;0,094
"função";0,001;0,039;0,012;0,941;0;0
"chinês";0;0;0,001;0,006;0;0
"aparecer";0,029;0,006;0,053;0,69;0,699;0,006
"sr";0,041;0,144;0,137;0,002;0,022;0,003
"neto";0;0,084;0,013;0,045;0,099;0,001
"f";0,003;0;0,001;0,001;0,003;0,28
"estratégia";0,027;0,239;0,032;0,083;0,021;0,149
"contrário";0,503;0,001;0,92;0,274;0;0,003
"comentar";0,141;0,243;0,966;0,054;0,002;0,373
"cara";0,02;0;0;0,017;0,294;0,011
"aceitar";0,223;0,057;0,702;0,778;0,577;0,116
"vítima";0,605;0,001;0,325;0;0,023;0,11
"sanção";0,002;0;0,001;0;0,002;0
"registrar";0,887;0;0,243;0,262;0,702;0,091
"recorrer";0;0;0,27;0;0,001;0,014
"difícil";0,001;0,001;0;0,108;0,608;0,101
"vender";0,005;0,504;0,025;0,05;0,675;0,089
"solicitar";0,218;0;0,028;0,063;0,054;0,002
"sede";0,001;0,197;0,332;0,073;0,503;0,248
"procurador_geral";0,603;0,002;0,108;0,266;0,641;0,064
"criticar";0,01;0;0,015;0,01;0;0,029
"administração";0,026;0,287;0,081;0,013;0,059;0,974
"tarde";0,242;0,48;0,126;0,124;0;0,564
"solução";0,004;0,002;0,928;0;0,546;0,132
"pesquisa";0,016;0,002;0,783;0,019;0;0,014
"fechar";0,017;0;0,114;0,093;0,037;0,063
"domingo";0,007;0,365;0,133;0,003;0,898;0
"direto";0,164;0,321;0,185;0,435;0,076;0,007
"contato";0,508;0;0,555;0,435;0,011;0
"campo";0,095;0,063;0,979;0;0,499;0,03
"trecho";0,972;0;0,077;0,004;0,122;0
"santana";0,131;0;0,001;0;0;0
"quarto";0,571;0,386;0,018;0,085;0;0,248
"morto";0,104;0,002;0,618;0,665;0,199;0
"magistrado";0;0,012;0,009;0,284;0,041;0
"jurídico";0;0,035;0,011;0,003;0,563;0
"investimento";0,045;0;0,589;0,615;0,51;0,507
"fonte";0,522;0,747;0,625;0,607;0,003;0,013
"exigir";0,425;0,142;0,071;0,002;0,377;0,072
"dúvida";0,947;0,091;0,022;0,001;0,29;0,127
"costa";0,001;0,025;0,036;0,851;0,087;0,535
"agente";0;0,058;0,083;0,508;0,025;0,115
"washington";0;0;0;0,005;0,001;0
"vista";0,639;0,021;0,261;0;0,354;0,004
"trabalhador";0,084;0,078;0,017;0,056;0,114;0,049
"quinto";0,68;0,406;0,008;0,036;0,044;0,002
"pinheiro";0;0,048;0,673;0,052;0,248;0,043
"pai";0,022;0,676;0;0,044;0,187;0,12
"mouro";0,975;0;0,001;0,001;0,005;0
"legislativo";0,031;0,004;0,172;0,623;0;0
"combate";0,011;0,001;0,004;0;0,897;0
"caminho";0,008;0,012;0,392;0;0,174;0,004
"alcance";0,001;0;0,002;0,005;0,013;0
"agir";0,867;0,006;0;0,769;0,187;0,958
"privado";0,113;0,002;0,162;0,116;0,1;0,001
"porto";0;0,716;0,126;0,446;0,04;0,575
"opinião";0,757;0;0,044;0;0,12;0,084
"luta";0,035;0;0,303;0;0,004;0,691
"destruir";0,006;0,001;0,758;0,531;0,005;0
"cármen";0,167;0,166;0,15;0,106;0,558;0,038
"caber";0;0;0,05;0,184;0,019;0,004
"abuso";0;0,006;0,081;0,004;0;0,002
"trf_4";0;0;0;0;0,006;0
"sigilo";0,711;0;0,01;0,449;0,027;0,082
"saída";0,006;0,003;0,69;0,827;0;0,047
"reconhecer";0,448;0,373;0,122;0,64;0,515;0,001
"nação";0,004;0;0,15;0,242;0,004;0
"frigorífico";0,001;0;0,007;0,001;0,001;0
"referência";0,329;0,304;0,964;0,011;0,058;0
"perguntar";0,004;0;0,001;0,167;0,193;0
"maio";0,733;0,365;0,264;0,381;0,169;0,471
"lúcia";0,207;0,933;0,187;0,761;0,507;0,034
"equipa";0,349;0,138;0,384;0,079;0,238;0,634
"enfrentar";0,009;0;0,138;0;0,353;0,084
"dado";0,383;0,007;0,938;0,207;0,07;0,073
"conhecido";0,031;0,295;0,008;0,242;0,78;0,481
"atender";0,536;0,399;0,489;0,586;0,469;0,047
"aberto";0,792;0,887;0,556;0,278;0,232;0,378
"território";0,002;0;0,002;0,01;0,001;0
"marcar";0;0,054;0,614;0,573;0,31;0,025
"ilegal";0,024;0;0,09;0,07;0,004;0,515
"crítica";0,266;0,004;0,296;0,896;0;0,668
"capaz";0,008;0;0,787;0,984;0,082;0
"capacidade";0,004;0,004;0,159;0,421;0,122;0
"afastado";0,536;0;0,148;0,296;0,469;0,006
"termo";0,705;0,1;0,014;0,001;0,062;0,171
"sp";0;0,618;0,701;0,044;0,499;0,001
"necessidade";0,899;0,016;0,846;0,01;0,418;0,582
"morrer";0,005;0,018;0;0,136;0,044;0,301
"fevereiro";0,536;0,232;0,006;0,066;0,009;0,961
"eventual";0;0,005;0,065;0,057;0;0,015
"estudo";0,01;0,002;0,836;0,007;0,009;0
"conflito";0,006;0;0,044;0,013;0,002;0
"beneficiar";0,893;0;0,065;0,101;0,563;0,005
"revista";0,066;0;0,407;0,598;0,142;0,002
"popular";0,004;0;0,701;0;0;0,496
"pergunta";0,151;0,1;0,002;0,327;0,584;0,059
"participação";0,091;0;0,076;0,069;0,132;0,364
"ocupar";0,711;0,591;0,134;0,737;0,027;0,031
"marisa";0;0,327;0,723;0,158;0,19;0,143
"tucano";0,017;0;0,05;0,006;0;0
"servir";0,088;0;0,235;0;0,01;0,142
"secretaria";0,353;0,798;0,168;0,029;0;0,023
"saud";0,004;0;0,005;0,001;0,011;0
"prédio";0,222;0,954;0,468;0,176;0,519;0,164
"oposição";0,008;0;0,01;0,176;0;0,362
"oferecer";0,515;0,003;0,555;0,883;0,254;0,226
"escrever";0,016;0,24;0,714;0;0,003;0,144
"definir";0,221;0,123;0,097;0,042;0,001;0,003
"construir";0,035;0,211;0,399;0,004;0,831;0,271
"bbc";0,001;0;0,347;0,001;0,003;0,016
"teori";0,167;0,132;0;0,301;0,109;0,073
"ocasião";0,042;0,001;0,018;0,016;0,515;0,587
"intenção";0,088;0,113;0,098;0;0,313;0,715
"funcionar";0,019;0;0,436;0,121;0,095;0,263
"esquerdo";0,017;0;0,493;0;0,014;0
"agosto";0,493;0,562;0,007;0,829;0,275;0,048
"mínimo";0,587;0,138;0,964;0,489;0;0,059
"minuto";0,053;0,184;0;0,001;0,007;0,021
"abertura";0,249;0,563;0,426;0,246;0,683;0,592
"médio";0,034;0,007;0,012;0,487;0,947;0,001
"dito";0,353;0,5;0,108;0,162;0,163;0,201
"disputa";0,005;0,032;0,198;0,7;0;0,55
"dirceu";0;0;0,283;0;0,112;0
"candidatura";0,4;0;0,028;0,021;0;0
"cadeia";0;0,555;0,133;0,112;0,209;0,035
"antonio";0,266;0;0,004;0,026;0,402;0,002
"ajuda";0,001;0,006;0,568;0,005;0,154;0,001
"venda";0,158;0;0,432;0,277;0,767;0,23
"praticar";0;0,328;0,213;0,986;0,004;0,004
"legal";0,007;0,119;0,283;0;0,049;0,006
"homicídio";0,5;0,508;0,875;0,907;0,479;0,609
"devido";0,097;0,801;0,018;0;0,013;0,378
"conhecimento";0,713;0;0,065;0,41;0,006;0,006
"apurar";0,062;0;0,034;0,11;0,376;0,01
"aeroporto";0,214;0,007;0,187;0,373;0,058;0,034
"reforçar";0,121;0,06;0,003;0,643;0,226;0
"prometer";0,014;0,531;0,587;0,014;0,031;0
"olhar";0,009;0,069;0;0,328;0,104;0,002
"linha";0,074;0,169;0,59;0,938;0,924;0,001
"interno";0,149;0,98;0,162;0,146;0,001;0,063
"fechado";0;0,156;0,212;0,582;0,076;0,027
"dezembro";0,404;0,809;0,016;0,229;0;0,17
"destinar";0,616;0;0,014;0,093;0,328;0,268
"consequência";0,201;0;0,441;0,178;0,353;0,002
"bancada";0,005;0,014;0,016;0,014;0;0
"aprovação";0,032;0,747;0,012;0,816;0;0,024
"agenda";0,022;0,005;0,766;0,089;0;0,038
"terceiro";0,013;0,661;0,618;0,048;0,379;0,614
"protesto";0,214;0,012;0,956;0,041;0;0,868
"papel";0,216;0,114;0,128;0;0,781;0,362
"lima";0,101;0;0,019;0,002;0,001;0
"ligar";0,01;0,117;0;0,076;0,494;0,053
"controlo";0,865;0,401;0,067;0,002;0,275;0,422
"comunicado";0,005;0,138;0,046;0,006;0,034;0
"citado";0,752;0;0,805;0,003;0,054;0,017
"armado";0,029;0,001;0,349;0,508;0,005;0
"ameaçar";0,009;0,003;0,138;0,101;0,048;0
"zona";0,258;0,764;0,582;0,16;0,898;0,001
"utilizar";0,692;0,356;0,246;0,268;0,012;0,103
"série";0,06;0,897;0,007;0,308;0,149;0,048
"significar";0,019;0,001;0,123;0;0,58;0,195
"relatório";0,172;0,042;0,083;0,004;0;0,053
"pessoal";0,653;0,403;0,004;0,158;0,083;0,004
"gravar";0,068;0;0,556;0,004;0,002;0,001
"gerar";0,06;0,232;0,233;0,009;0,062;0,02
"financiamento";0,409;0;0,846;0,59;0,382;0,083
"espécie";0,11;0;0,986;0,121;0,005;0,004
"departamento";0,062;0;0,01;0,026;0,002;0,01
"atuação";0,409;0,064;0,08;0,016;0,064;0,066
"ética";0;0,047;0,021;0,009;0,349;0,001
"sugerir";0,213;0,109;0,246;0,665;0,091;0,897
"procuradoria";0,551;0;0,104;0,005;0,03;0,003
"península";0,001;0;0,001;0,002;0,001;0
"menor";0,399;0,803;0,771;0,098;0,683;0,938
"mal";0,008;0;0;0,002;0,651;0,086
"livre";0,733;0,037;0,783;0;0,04;0,347
"junho";0,006;0,039;0,095;0,043;0,184;0,921
"influência";0,605;0,006;0,325;0,278;0,059;0,869
"cúpula";0,022;0,06;0,065;0,016;0,493;0,004
"cabral";0;0;0,021;0,001;0,005;0
"assad";0,004;0;0,001;0,001;0,001;0
"presente";0,404;0,661;0,003;0,413;0,091;0,534
"motivo";0,27;0,967;0,972;0,845;0,209;0,981
"integrante";0,796;0,897;0,161;0,323;0;0,006
"humano";0,006;0;0,055;0;0,002;0,143
"garantia";0,865;0,009;0,067;0,002;0,149;0,68
"estadual";0,006;0,364;0,224;0,737;0,002;0,003
"estabelecer";0,24;0,028;0,043;0,912;0;0,154
"escolher";0,192;0,113;0;0,838;0,16;0,01
"delegado";0;0,747;0,616;0,849;0,558;0,038
"baixo";0,079;0,18;0,377;0,946;0,21;0,234
"vereador";0,003;0,021;0,196;0,084;0;0,001
"suficiente";0,031;0,001;0,888;0,008;0,025;0,189
"reduzir";0,041;0,026;0,732;0,106;0,508;0,068
"preventivo";0;0;0,01;0,004;0,008;0,051
"preocupação";0,113;0,48;0,575;0,05;0,216;0,339
"pacífico";0,003;0;0,004;0,19;0,001;0
"geddel";0,042;0;0,116;0,002;0,012;0,001
"concordar";0,752;0,391;0,07;0,441;0,122;0
"concluir";0;0,609;0,228;0,21;0,598;0,293
"companhia";0,361;0,01;0,572;0,816;0,097;0,231
"chapa";0;0,604;0,004;0;0,122;0
"calheiros";0,01;0,227;0,011;0,016;0;0,003
"bomba";0,006;0,021;0,055;0,019;0,016;0
"vaccari";0;0,002;0,067;0,003;0,005;0,002
"stj";0;0,001;0,011;0,001;0,003;0,001
"servidor";0,989;0,393;0,414;0,218;0;0,003
"representante";0,587;0,035;0,073;0,904;0,142;0,201
"outubro";0,151;0,994;0,012;0,084;0;0,127
"opção";0,042;0;0,047;0,112;0,036;0
"gabinete";0,031;0,041;0,247;0,743;0,629;0,144
"falso";0,207;0,001;0,106;0,158;0,011;0,95
"discussão";0,038;0;0,397;0,515;0;0,072
"depender";0,482;0,043;0,839;0,041;0,011;0,099
"classe";0,007;0;0,67;0;0,022;0,523
"anterior";0,032;0,002;0,487;0,237;0,993;0,339
"tensão";0,001;0;0,002;0,07;0,001;0
"registro";0;0,407;0,162;0,586;0,368;0,006
"provocar";0,095;0;0,701;0,623;0,899;0
"pequeno";0,367;0,455;0,103;0,121;0,337;0,651
"pegar";0,318;0,361;0;0,076;0,144;0,001
"navio";0,032;0,003;0,625;0,327;0,003;0
"manifestante";0,127;0,041;0,964;0,095;0;0,74
"investigador";0,074;0;0,011;0,012;0,003;0,001
"esclarecer";0,008;0,271;0,839;0,386;0,044;0,005
"crédito";0,017;0;0,722;0,093;0,636;0,024
"artigo";0;0;0,805;0,441;0,455;0,043
"antigo";0,514;0,498;0,08;0,149;0,508;0,583
"vantagem";0,163;0;0,083;0,161;0,025;0,008
"twitter";0,048;0;0,436;0,231;0,58;0
"salário";0,076;0,048;0,809;0,477;0,036;0,043
"pronto";0,024;0,014;0,805;0,134;0,434;0
"preparar";0,101;0,003;0,114;0,783;0,547;0
"peemedebista";0,023;0;0,964;0,011;0,051;0,002
"obstrução";0;0,041;0,033;0,018;0,028;0,014
"livro";0,02;0;0;0;0,002;0,014
"desenvolver";0,008;0,002;0,156;0,749;0,021;0
"democrático";0,139;0;0,01;0;0,715;0,543
"conduzir";0,063;0,036;0,631;0,377;0,549;0,014
"audiência";0;0,15;0,846;0,069;0,263;0,007
"tratado";0,074;0,018;0,182;0,054;0,494;0
"rápido";0,035;0,055;0,235;0,337;0,03;0
"km";0,041;0,003;0,124;0,006;0,036;0
"judicial";0;0,017;0,051;0,054;0,004;0,001
"foto";0,095;0,397;0;0,005;0,353;0,664
"eleger";0,845;0,801;0,62;0,288;0,001;0,001
"comandar";0,062;0;0,805;0,026;0,023;0,043
"apresentado";0;0,563;0,034;0,11;0,184;0,003
"admitir";0,056;0,211;0,235;0,354;0,328;0,715
"visita";0,259;0,129;0,263;0,018;0,033;0
"sérgio";0,002;0;0,056;0,136;0,004;0,001
"sábado";0,081;0,004;0,126;0,072;0,567;0
"permanecer";0,133;0,154;0,104;0,262;0,336;0,203
"mp";0,733;0;0,051;0,054;0,104;0,001
"detalhe";0,068;0;0,552;0,029;0,059;0,048
"data";0;0,015;0,005;0,446;0,689;0,856
"cultura";0,049;0,001;0;0;0,123;0,005
"confiança";0,055;0,399;0,021;0;0,76;0,663
"conceder";0,02;0,908;0,335;0,07;0,549;0,019
"associação";0;0,393;0,251;0,428;0,963;0,368
"tender";0,692;0,072;0,741;0;0,636;0,319
"soltar";0,04;0,377;0,033;0,009;0,99;0,024
"sindicato";0,36;0,512;0,078;0,907;0,939;0,095
"provisório";0,089;0,137;0,028;0,09;0;0,002
"oliveira";0,24;0,609;0,015;0,002;0;0,001
"meirelles";0,012;0;0,014;0,015;0;0,001
"envolvido";0,412;0,001;0,589;0,205;0,012;0,005
"efeito";0,45;0,001;0,018;0;0,223;0,843
"dificuldade";0,023;0,004;0,089;0;0,297;0,022
"criminal";0;0,001;0,01;0,701;0,132;0,001
"controlar";0,014;0;0,116;0,665;0,012;0,017
"comum";0,172;0,001;0,182;0;0,627;0,053
"aumento";0,7;0,033;0,028;0,137;0,405;0,076
"atenção";0,08;0,008;0;0,544;0,527;0,426
"aguardar";0,001;0,261;0,629;0,775;0,297;0,483
"vice_presidente";0,192;0,453;0,212;0,093;0,313;0,027
"possuir";0,104;0,129;0,263;0,275;0,093;0
"mina";0,013;0,174;0,374;0,952;0,033;0,05
"maria";0,99;0,001;0,363;0,412;0,674;0,021
"julho";0,265;0,121;0,916;0,003;0,86;0
"gostar";0,06;0,121;0;0,028;0,13;0,445
"global";0,007;0,065;0,008;0;0,006;0
"debate";0,876;0;0,625;0;0,034;0,003
"comércio";0,026;0,089;0,932;0,614;0,472;0
"carta";0,207;0,618;0,663;0,302;0,598;0,757
"argumento";0;0,004;0,038;0,21;0,184;0,011
"argumentar";0;0,032;0,08;0,957;0,322;0,811
"alckmin";0,002;0,215;0,283;0,41;0;0,001
"pauta";0,159;0,001;0,175;0,031;0;0,002
"novembro";0,032;0,043;0,045;0,06;0,797;0,762
"guarujá";0;0,007;0,049;0,029;0,042;0,023
"emprego";0,258;0,012;0;0,111;0,513;0,301
"duque";0,146;0;0,067;0,009;0,005;0,002
"comunicação";0,086;0,186;0,01;0,613;0,184;0,001
"colaboração";0,331;0;0,033;0,012;0,003;0,003
"brf";0,031;0;0,033;0,018;0,028;0,014
"avanço";0,283;0,107;0,021;0,18;0,254;0
"avaliação";0,442;0,128;0,106;0,003;0,06;0,03
"apreensão";0,325;0;0,34;0,066;0,307;0,202
"vieira";0,563;0;0,003;0,001;0,003;0,001
"via";0,023;0;0,01;0,081;0,297;0,135
"suspender";0;0,043;0,034;0,015;0,184;0
"sessão";0,04;0;0,175;0,011;0;0,002
"produzir";0,682;0,118;0,103;0,013;0,016;0,654
"modo";0,105;0,065;0,358;0;0,02;0,483
"material";0,89;0,008;0,253;0,632;0,08;0,737
"mantega";0,003;0;0,004;0,001;0,003;0,001
"justificar";0,002;0,36;0,662;0,036;0,169;0,027
"iniciativa";0,903;0,077;0,589;0,009;0,785;0,817
"doria";0,019;0;0,122;0,033;0;0,002
"assessor";0,006;0,019;0,023;0,164;0,549;0,006
"adotar";0,242;0,006;0,051;0,446;0,418;0
"acidente";0,093;0,093;0,801;0,001;0,738;0,526
"universidade";0,124;0,001;0,049;0;0,261;0,135
"time";0,003;0;0,262;0;0,009;0,164
"site";0,017;0,089;0;0,032;0,148;0,176
"simples";0,329;0,01;0,032;0;0,81;0,022
"recente";0,988;0;0,246;0,665;0;0,045
"putin";0,002;0;0,002;0,008;0,002;0
"presença";0,243;0,058;0,513;0,051;0,439;0,01
"pedro";0;0;0,004;0,016;0,899;0,001
"exercer";0;0,086;0,031;0,988;0,417;0,327
"educação";0,258;0,012;0,032;0;0,513;0,013
"década";0,179;0,803;0,831;0,49;0,017;0
"crescer";0,051;0,033;0,625;0,917;0,001;0,608
"andar";0,028;0,039;0;0,924;0,147;0,013
"teixeira";0;0,195;0,365;0,052;0,248;0,043
"suspeita";0,329;0;0,008;0,181;0,142;0,272
"silêncio";0,095;0;0,106;0,102;0,003;0,03
"promover";0,514;0,026;0,416;0,013;0,473;0,583
"limite";0,055;0,008;0,001;0,18;0,595;0,961
"golpe";0,305;0,024;0,104;0;0,275;0,248
"força_tarefa";0;0,056;0,012;0,509;0,033;0,004
"fogo";0,013;0,003;0,136;0,615;0,04;0
"ex_governador";0;0,037;0,004;0,001;0,541;0,001
"corrupto";0,55;0,35;0;0,557;0,13;0,006
"compromisso";0,013;0,08;0,014;0;0,785;0,127
"completar";0,331;0,018;0;0,032;0,769;0,554
"coletivo";0,636;0,005;0,294;0,056;0,31;0,09
"causar";0,223;0,227;0,104;0,007;0,947;0,223
"trabalhista";0,019;0;0,021;0,002;0;0,018
"seul";0,003;0;0,003;0,001;0,002;0
"repassar";0,006;0;0,007;0,009;0,018;0,002
"passo";0,104;0,002;0,246;0;0,379;0,045
"observar";0,961;0,489;0,08;0,957;0,022;0
"obama";0,017;0;0,137;0,005;0,044;0
"irregularidade";0,294;0;0,243;0,005;0,03;0,003
"inteligência";0,017;0,005;0,177;0;0,016;0
"general";0,01;0,019;0,801;0,56;0,201;0
"fundamental";0,515;0,021;0,061;0;0,254;0,11
"exportação";0,093;0;0,098;0,066;0,307;0,999
"evento";0,112;0,129;0,113;0,051;0,894;0,709
"europa";0,007;0,004;0,074;0;0,022;0,871
"emenda";0,006;0;0,007;0,073;0;0,002
"dívida";0,13;0,001;0,139;0,222;0,02;0,064
"diferença";0,026;0,089;0,253;0;0,84;0,737
"construtor";0,76;0;0,025;0,013;0,021;0,01
"cassar";0;0,058;0,061;0,025;0,119;0,002
"autorização";0;0,027;0,539;0,014;0,023;0,114
"alves";0,287;0;0,014;0,007;0,112;0,005
"temer";0,014;0,145;0,031;0,961;0,458;0,209
"sucesso";0,004;0,013;0,185;0,413;0,036;0
"preço";0,042;0,909;0,142;0,318;0,038;0,175
"pressão";0,014;0;0,456;0,961;0,458;0
"perigoso";0,025;0,075;0,988;0,238;0,577;0,001
"nível";0,012;0,009;0,732;0;0,239;0,161
"mônica";0,055;0;0,006;0,002;0,005;0,002
"mar";0,008;0;0,938;0,013;0,007;0
"liderança";0,021;0;0,332;0;0,549;0,018
"direção";0,072;0,004;0,988;0,721;0,577;0
"coreano";0,002;0;0,003;0,001;0,002;0
"comentário";0,781;0,024;0,019;0,534;0,399;0,044
"colega";0,049;0,001;0;0,075;0;0,875
"terminar";0,508;0,033;0,331;0,319;0,405;0,737
"positivo";0,146;0,001;0,233;0,308;0,062;0,232
"pertencer";0;0,588;0,516;0,344;0,18;0,106
"paz";0,016;0,001;0,162;0,686;0,04;0
"padilha";0,149;0,669;0,675;0,029;0;0,006
"lúcio";0,074;0;0,083;0,001;0,003;0,001
"institucional";0,055;0,058;0,061;0;0,343;0,002
"espaço";0,086;0,017;0,553;0,029;0,002;0,183
"custo";0,038;0;0,429;0,489;0,119;0,412
"comprovar";0;0;0,095;0,11;0,027;0,01
"aurélio";0,158;0,058;0,051;0,019;0,309;0,108
"assegurar";0,223;0,05;0,037;0;0,084;0,698
"âmbito";0,412;0;0,136;0,067;0,04;0,005
"transformar";0,071;0,007;0,286;0,001;0,642;0,206
"taxa";0,222;0,127;0,228;0,659;0,519;0,72
"origem";0,747;0;0,073;0,272;0,02;0,022
"mídia";0,698;0,032;0,988;0,381;0,322;0
"jogo";0,025;0,032;0,647;0,957;0,9;0
"indício";0,002;0;0,124;0,006;0,011;0,248
"gasto";0,124;0,551;0,589;0,165;0;0,017
"duro";0,006;0,008;0,791;0,18;0,595;0,001
"crescimento";0,127;0,158;0,466;0,817;0;0,712
"convocar";0,258;0,039;0,104;0,552;0;0,36
"assistir";0,369;0,326;0;0,218;0,169;0,003
"aeronave";0,106;0,486;0,95;0,403;0,028;0
"york";0,305;0,232;0,332;0,009;0,005;0,002
"voo";0,079;0,18;0,054;0,013;0,197;0
"viagem";0,478;0,008;0,461;0,818;0,298;0,084
"verdadeiro";0,698;0,292;0,026;0,238;0,022;0,811
"trf";0;0,001;0,018;0,002;0,004;0,001
"testemunha";0,003;0,002;0,094;0,332;0,08;0,039
"teoria";0,031;0,002;0,095;0;0,077;0,756
"sítio";0,844;0,049;0,198;0,074;0,342;0,588
"prefeitura";0,373;0,19;0,786;0,937;0;0,02
"posse";0,409;0,798;0,432;0,029;0,009;0,139
"moral";0;0,001;0,016;0,082;0,254;0,002
"iniciar";0,001;0,168;0,049;0,702;0,04;0,054
"impacto";0,258;0,237;0,276;0,057;0,002;0,017
"guido";0,005;0;0,02;0,002;0,004;0,001
"fórum";0,238;0,014;0,884;0,681;0;0,755
"embaixador";0,028;0,037;0,206;0,039;0,007;0
"conferir";0,243;0,129;0;0,054;0,033;0,709
"comercial";0,012;0,026;0,55;0,895;0,036;0
"atribuir";0,503;0,995;0,096;0,84;0,033;0,963
"administrativo";0,503;0;0,041;0,017;0,01;0,004
"zavascki";0,099;0,221;0,003;0,319;0,354;0,3
"versão";0,89;0,008;0,253;0,051;0,752;0,886
"transferência";0;0,499;0,054;0,026;0,284;0,019
"terreno";0,222;0,463;0,228;0,176;0,765;0,72
"rádio";0,049;0,089;0,333;0,026;0;0,141
"propriedade";0,284;0,6;0,779;0,994;0,537;0,928
"propor";0,258;0,764;0,109;0,111;0,898;0,128
"porta_aviões";0,006;0;0,006;0,002;0,005;0
"pior";0,034;0,002;0;0,022;0,607;0,391
"peça";0,412;0,852;0,065;0,702;0,112;0,127
"parar";0,028;0,538;0;0,039;0,024;0,521
"mãe";0,037;0,129;0;0,135;0,01;0,04
"mello";0,703;0,601;0,14;0,575;0,631;0,143
"mala";0,236;0;0,028;0,014;0,023;0,039
"japonês";0,016;0,002;0,018;0,002;0,014;0
"indicação";0,73;0,001;0,193;0,036;0,04;0,027
"habeas";0;0,001;0,006;0,002;0,005;0,002
"fraco";0,01;0;0,243;0,048;0,009;0,003
"formar";0,711;0,591;0,051;0,354;1;0,082
"estratégico";0,007;0,01;0,026;0,031;0,142;0
"afastar";0,566;0,118;0,019;0,044;0,141;0,998
"áudio";0,938;0;0,888;0,004;0,008;0,003
"rejeitar";0;0,013;0,054;0,075;0,007;0,552
"proteger";0,006;0,024;0,916;0,829;0,805;0
"prerrogativa";0,001;0,004;0,33;0,787;0,001;0,016
"preocupado";0,019;0,834;0,791;0;0,91;0,11
"pec";0,031;0;0,095;0,015;0;0,003
"morador";0,093;0,093;0,001;0,038;0,307;0,523
"modelo";0,059;0,248;0,394;0;0,636;0,651
"matéria";0,961;0,489;0;0,035;0,042;0,025
"marqueteiro";0,006;0;0,006;0,002;0,005;0,002
"jovem";0,012;0,009;0;0,458;0,473;0,248
"indústria";0,766;0,633;0,307;0,992;0,807;0,912
"entidade";0,103;0,18;0,054;0,506;0,047;0,973
"entendimento";0;0;0,073;0,904;0,852;0,059
"determinado";0;0,218;0,017;0,018;0,31;0,063
"criação";0,55;0,56;0,03;0,273;0,012;0,128
"construção";0,038;0,005;0,139;0,716;0,913;0,76
"constitucional";0,023;0,001;0,008;0;0,005;0,007
"cenário";0,023;0,001;0,358;0;0,001;0,928
"américa";0,01;0,113;0,104;0,002;0,03;0
"ambiente";0,054;0,001;0,675;0;0,954;0,063
"vara";0;0,684;0,008;0,031;0,006;0,002
"punição";0,006;0,017;0,553;0,239;0,184;0,61
"multa";0;0;0,011;0,262;0,03;0,003
"léo";0,019;0,043;0,204;0,158;0,678;0,143
"juízo";0;0,261;0,026;0,081;0,02;0,002
"hospital";0,491;0,588;0,002;0,438;0,462;0,106
"escândalo";0,059;0,012;0,394;0,001;0,148;0,024
"escola";0,051;0,102;0,004;0;0,162;0,094
"droga";0,238;0,166;0,006;0,027;0,223;0,368
"divulgação";0,214;0,001;0,023;0,115;0,873;0,218
"dirigir";0,636;0,102;0,575;0,001;0,31;0,6
"correr";0,214;0,002;0,001;0,534;0,873;0,762
"corpus";0;0,001;0,007;0,003;0,005;0,002
"ciro";0,086;0,017;0,01;0,11;0;0,003
"bernardo";0,92;0;0,072;0,163;0,064;0,038
"atitude";0,072;0,001;0,074;0,001;0,577;0,335
"regional";0,098;0,803;0,021;0,825;0,367;0,057
"perda";0,491;0,039;0,516;0,438;0,004;0,949
"oportunidade";0,89;0,033;0;0,332;0,84;0,039
"mensalão";0;0,288;0,898;0,57;0,797;0,004
"expor";0,682;0,118;0,722;0;0,337;0,176
"encaminhar";0,009;0,104;0,582;0,686;0,048;0,128
"derrubar";0,062;0,34;0,066;0,008;0,964;0,059
"comunidade";0,028;0,003;0,599;0,552;0,238;0
"completo";0,264;0,21;0,286;0,013;0,239;0,466
"carl";0,006;0;0,061;0,002;0,005;0
"bandido";0,124;0,08;0;0,952;0,012;0,005
"ativo";0;0,288;0,045;0,57;0,036;0,33
"terça";0,407;0,19;0,045;0,09;0;0,457
"relato";0,045;0;0,589;0,344;0,261;0,05
"rei";0,595;0;0,95;0,179;0,028;0,014
"procuradoria_geral";0,373;0;0,045;0,248;0,709;0,02
"máximo";0,955;0,013;0,333;0,663;0,729;0,042
"matar";0,049;0,004;0,333;0,182;0,123;0
"ligado";0,521;0,008;0,037;0,787;0,604;0,162
"indevido";0,155;0;0,01;0,004;0,008;0,003
"identificar";0,644;0,084;0,33;0,199;0,567;0,907
"franco";0,028;0,019;0,582;0,016;0;0,044
"execução";0;0,001;0,008;0,181;0,02;0,002
"eunício";0,012;0,067;0,124;0,006;0;0,004
"desviar";0,852;0;0,124;0,315;0,102;0,248
"criança";0,55;0,003;0;0,366;0,026;0,059
"crer";0,756;0,007;0,801;0;0,201;0,035
