"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6"
"sessão";4,216;-13,225;-1,84;-6,541;93,017;-9,479
"produzir";-0,168;-2,444;2,662;6,132;-5,846;0,201
"modo";2,626;-3,395;-0,846;18,902;-5,403;-0,493
"material";-0,019;6,991;-1,308;-0,23;-3,074;0,113
"mantega";-8,659;174,593;-8,417;-10,389;-8,956;-11,21
"justificar";9,707;-0,839;-0,191;4,376;-1,89;-4,891
"iniciativa";-0,015;-3,13;-0,291;6,743;0,075;-0,053
"doria";-5,493;-13,829;2,393;4,555;40,76;-9,911
"assessor";-7,488;5,539;-5,134;-1,934;0,358;7,63
"adotar";-1,368;-7,663;-3,802;-0,581;0,655;34,67
"acidente";-2,821;-2,826;-0,063;11,433;-0,112;0,403
"universidade";-2,363;-11,113;-3,877;43,321;-1,265;2,239
"time";-8,659;-13,139;1,256;47,181;-6,756;1,934
"site";-5,652;2,891;31,44;-4,589;-2,09;-1,833
"simples";-0,951;-6,555;4,579;15,535;0,058;-5,228
"recente";0;-12,24;-1,343;-0,188;12,801;4,028
"putin";-9,496;-17,153;-9,231;-7,082;-9,822;244,864
"presença";-1,365;-3,606;-0,428;3,822;-0,6;6,609
"pedro";23,31;12,453;-8,092;-5,75;-0,016;-10,777
"exercer";19,723;-2,947;-4,661;0;0,659;-0,961
"educação";-1,277;-6,293;4,577;25,96;-0,428;-6,238
"década";-1,805;-0,062;0,045;-0,476;-5,673;17,58
"crescer";-3,819;-4,541;0,239;0,011;11,077;0,263
"andar";-4,818;-4,272;34,87;0,009;2,104;-6,238
"teixeira";37,394;-1,68;0,821;-3,784;-1,337;-4,083
"suspeita";-0,951;41,08;-7,117;-1,793;-2,159;-1,206
"silêncio";-2,78;73,597;-2,606;-2,675;-8,61;-4,699
"promover";-0,425;-4,932;0,66;6,2;-0,514;0,301
"limite";-3,688;-7,107;10,607;1,795;0,282;-0,002
"golpe";-1,051;-5,102;2,637;17,915;-1,193;-1,334
"força_tarefa";23,077;3,652;-6,305;0,437;-4,563;-8,397
"fogo";-6,152;-8,659;-2,228;-0,253;-4,23;85,922
"ex_governador";45,34;4,343;-8,255;-10,188;0,373;-10,994
"corrupto";-0,357;0,873;21,614;-0,345;-2,295;-7,409
"compromisso";-6,152;3,066;-5,981;15,406;0,075;-2,331
"completar";0,946;-5,559;14,772;-4,594;-0,086;0,35
"coletivo";-0,223;-8,065;1,103;3,649;-1,032;2,873
"causar";-1,484;-1,463;-2,646;7,354;0,004;1,486
"trabalhista";-5,493;-13,829;-5,292;-9,185;217,457;-5,632
"seul";-8,993;-16,246;-8,743;-10,79;-9,302;253,015
"repassar";-7,488;134,054;-7,279;-6,738;-5,571;-9,695
"passo";-2,643;-9,976;-1,343;24,567;-0,772;4,028
"observar";-0,002;-0,478;-3,073;-0,003;-5,234;20,884
"obama";-5,656;-14,131;-2,217;8,023;-4,069;46,03
"irregularidade";1,102;49,951;-1,365;-7,982;-4,731;-8,614
"inteligência";-5,652;-7,769;-1,823;22,902;-5,846;16,414
"general";-6,653;-5,466;-0,063;0,339;-1,635;33,506
"fundamental";-0,424;-5,359;-3,508;59,233;-1,303;-2,555
"exportação";-2,821;27,422;-2,743;-3,385;-1,043;0
"evento";2,522;-2,304;-2,505;3,822;0,018;-0,14
"europa";-7,154;-8,231;3,181;37,322;-5,234;0,026
"emenda";-7,488;-13,527;-7,279;-3,213;224,116;-9,695
"dívida";-2,298;10,688;-2,193;-1,489;5,435;-3,421
"diferença";-4,985;-2,884;-1,308;24,287;-0,041;0,113
"construtor";0,094;64,901;-5,008;-6,181;-5,329;-6,67
"cassar";48,523;3,596;-3,508;-5;-2,432;-9,911
"autorização";20,921;4,883;-0,378;-5,981;-5,156;-2,502
"alves";-1,135;84,314;-5,981;-7,381;-2,53;-7,965
"temer";-5,983;-2,126;4,644;-0,002;0,55;1,577
"sucesso";-8,157;-6,142;1,76;-0,67;-4,386;47,446
"preço";-4,152;0,013;2,151;0,997;-4,295;1,841
"pressão";-5,983;-12,24;-0,555;-0,002;0,55;37,665
"perigoso";-5,004;-3,169;0;1,39;-0,312;11,342
"nível";-6,319;-6,795;0,117;21,853;-1,385;1,963
"mônica";-3,688;137,412;-7,442;-9,185;-7,918;-9,911
"mar";-6,987;-12,621;0,006;-6,148;-7,227;125,041
"liderança";-5,33;-13,527;-0,94;17,915;0,358;5,62
"direção";-3,238;-8,231;0;0,128;-0,312;24,707
"coreano";-9,161;-16,548;-8,905;-10,991;-9,476;257,725
"comentário";-0,077;-5,101;5,457;-0,387;-0,71;4,074
"colega";-3,875;-10,812;14,951;-3,176;17,019;-0,025
"terminar";-0,438;-4,547;0,945;0,991;0,694;0,113
"positivo";-2,111;-11,043;1,42;1,039;3,485;1,429
"pertencer";29,409;-0,293;-0,422;-0,895;-1,795;-2,608
"paz";-5,819;-11,94;1,955;0,164;-4,227;39,281
"padilha";-2,081;-0,183;-0,176;-4,783;57,871;-7,533
"lúcio";-3,196;129,463;-3,007;-10,589;-9,129;-11,427
"institucional";-3,688;3,596;-3,508;13,863;0,901;-9,911
"espaço";-2,942;-5,736;0,353;4,788;9,609;-1,769
"custo";-4,319;13,955;0,626;-0,479;-2,427;-0,672
"comprovar";16,894;12,609;-2,787;-2,555;-4,898;-6,56
"aurélio";-1,991;-3,596;3,808;5,464;1,034;-2,577
"assegurar";-1,484;-3,849;-4,347;42,839;-2,982;0,151
"âmbito";0,674;41,53;-2,228;-3,354;-4,23;-7,965
"transformar";3,27;-7,385;-1,136;10,404;0,216;-1,602
"taxa";-1,492;2,329;-1,451;-0,195;0,416;0,129
"origem";0,104;18,119;-3,217;1,206;-5,403;-5,228
"mídia";0,151;-4,593;0;-0,766;-0,982;14,202
"jogo";-5,004;-4,593;0,209;-0,003;-0,016;17,382
"indício";9,431;18,841;-2,366;-7,582;-6,536;-1,336
"gasto";-2,363;-0,355;-0,291;-1,928;46,202;-5,714
"duro";-7,655;-7,107;0,07;1,795;0,282;11,825
"crescimento";-2,323;-1,997;-0,531;-0,053;14,04;0,137
"convocar";-1,277;-4,272;-2,645;0,355;12,64;0,838
"assistir";0,808;-0,965;40,191;-1,519;-1,893;-9,046
"aeronave";-2,608;0,485;0,004;-0,699;-4,812;12,253
"york";-1,051;-1,426;-0,94;6,896;-7,745;9,948
"voo";-3,079;-1,801;3,706;-6,181;-1,665;24,64
"viagem";-0,503;-7,081;0,544;0,053;1,084;2,991
"verdadeiro";0,151;-1,112;4,954;1,39;-5,234;-0,057
"trf";263,436;-11,94;-5,609;-9,586;-8,264;-10,344
"testemunha";9,019;9,476;-2,797;-0,943;-3,074;-4,248
"teoria";-4,68;-9,849;-2,787;72,233;-3,134;0,097
"sítio";-0,039;3,878;1,661;-3,186;-0,901;-0,294
"prefeitura";-0,794;-1,721;-0,074;-0,006;28,017;-5,376
"posse";-0,682;-0,066;-0,618;-4,782;6,736;2,189
"moral";19,598;-11,342;5,769;3,017;-1,303;-9,911
"iniciar";10,107;-1,899;-3,877;0,146;-4,23;3,717
"impacto";-1,277;-1,401;-1,185;-3,627;9,175;5,657
"guido";-7,822;149,13;-5,451;-9,385;-8,091;-10,128
"fórum";-1,395;-5,998;0,021;0,169;14,796;-0,098
"embaixador";-4,842;-4,343;-1,598;-4,26;-7,227;99,319
"conferir";-1,365;-2,304;59,28;-3,713;-4,563;-0,14
"comercial";-6,319;-4,932;-0,357;-0,017;-4,396;54,276
"atribuir";0,448;0;2,775;-0,041;-4,563;0,002
"administrativo";0,448;14,562;-4,19;5,695;-6,709;-8,397
"zavascki";2,728;-1,497;8,908;-0,994;-0,857;-1,073
"versão";-0,019;6,991;-1,308;-3,818;0,1;-0,021
"transferência";50,632;0,458;-3,722;-4,977;-1,147;-5,504
"terreno";-1,492;0,539;-1,451;1,827;-0,089;0,129
"rádio";-3,875;-2,897;0,939;-4,977;48,438;-2,162
"propriedade";1,146;-0,275;0,078;0;-0,381;-0,008
"propor";-1,277;-0,09;2,565;2,545;-0,016;-2,318
"porta_aviões";-7,655;-13,829;-7,442;-9,185;-7,918;215,367
"pior";-4,518;-9,551;15;5,225;0,265;-0,736
"peça";0,674;0,035;3,395;0,146;-2,53;-2,331
"parar";-4,842;-0,378;46,062;-4,26;-5,066;0,411
"mãe";-4,357;-2,304;109,914;-2,237;-6,709;-4,229
"mello";-0,146;0,274;2,179;-0,314;0,231;-2,147
"mala";-1,405;76,093;-4,846;-5,981;-5,156;-4,248
"japonês";-5,819;-9,684;-5,609;-9,586;-6,078;171,498
"indicação";-0,119;12,092;-1,691;-4,395;4,236;-4,874
"habeas";264,888;-11,342;-7,442;-9,185;-7,918;-9,911
"fraco";-6,653;94,112;-1,365;-3,894;-6,881;-8,614
"formar";-0,138;-0,288;3,811;0,857;0;-3,029
"estratégico";-7,321;-6,555;-4,976;-4,628;-2,159;116,342
"afastar";0,33;-2,444;-5,494;4,058;2,162;0
"áudio";0,006;52,812;0,02;-8,182;-7,054;-8,83
"rejeitar";22,327;-6,226;-3,722;-3,176;7,334;-0,354
"proteger";-7,488;-5,102;-0,011;0,047;-0,061;26,14
"prerrogativa";11,564;-8,102;-0,947;0,073;10,88;-5,807
"preocupado";-5,493;-0,044;0,07;13,863;0,013;-2,555
"pec";-4,68;-12,32;-2,787;-5,952;188,406;-8,83
"morador";-2,821;-2,826;10,624;4,31;-1,043;-0,407
"modelo";-3,555;-1,335;-0,728;22,902;-0,224;-0,205
"matéria";-0,002;-0,478;12,616;-4,444;4,145;-5,027
"marqueteiro";-7,655;154,359;-7,442;-9,185;-7,918;-9,911
"jovem";-6,319;-6,795;47,95;0,551;-0,514;-1,336
"indústria";0,089;0,229;-1,044;0;0,06;-0,012
"entidade";2,665;1,794;-3,713;0,443;-3,95;-0,001
"entendimento";72,976;-13,225;-3,217;-0,015;-0,035;-3,573
"determinado";19,149;-1,517;-5,656;5,595;-1,032;-3,448
"criação";-0,357;0,34;-4,684;1,2;6,265;-2,318
"construção";-4,319;7,857;-2,193;0,132;0,012;-0,093
"constitucional";-5,167;-10,744;-7,117;70,718;7,869;-7,196
"cenário";-5,167;-10,744;-0,846;12,498;10,45;0,008
"américa";-6,653;-2,514;-2,646;9,845;-4,731;20,632
"ambiente";-3,714;-10,511;-0,176;61,279;-0,003;-3,448
"vara";133,888;-0,166;-7,117;-4,628;-7,572;-9,479
"punição";7,65;-5,736;0,353;-1,387;1,766;-0,26
"multa";14,227;19,66;-6,467;-1,258;-4,731;-8,614
"léo";5,458;4,105;-1,612;-1,99;-0,172;-2,147
"juízo";124,064;-1,266;-4,976;-3,046;-5,403;-9,479
"hospital";-0,475;-0,293;9,333;0,602;-0,542;-2,608
"escândalo";-3,555;6,331;-0,728;11,56;-2,09;-5,083
"escola";-3,819;-2,674;8,435;16,266;-1,951;-2,81
"droga";-1,395;-1,921;7,486;4,913;-1,488;-0,809
"divulgação";1,545;10,288;-5,17;-2,477;0,025;-1,516
"dirigir";-0,223;-2,669;0,314;10,731;-1,032;-0,275
"correr";1,545;-9,607;11,292;-0,387;0,025;-0,092
"corpus";258,805;-11,043;-7,279;-8,984;-7,745;-9,695
"ciro";-2,942;-5,736;-6,63;-2,555;142,924;-8,83
"bernardo";0,01;36,674;-3,228;-1,943;-3,434;-4,299
"atitude";-3,238;-10,445;3,181;10,454;-0,312;0,929
"regional";2,73;-0,062;-5,332;-0,049;-0,813;3,637
"perda";-0,475;-4,251;-0,422;0,602;8,337;0,004
"oportunidade";-0,019;-4,547;39,208;-0,943;-0,041;-4,248
"mensalão";29,139;-1,13;-0,016;-0,323;-0,066;-8,181
"expor";-0,168;-2,444;-0,127;22,902;-0,921;-1,833
"encaminhar";6,747;-2,642;-0,303;-0,164;3,908;-2,318
"derrubar";-3,486;-0,909;-3,389;7,039;-0,002;3,553
"comunidade";-4,818;-8,704;0,276;0,355;-1,393;28,132
"completo";-1,249;1,57;-1,141;6,2;-1,385;-0,532
"carl";-7,655;-13,829;-3,508;-9,185;-7,918;193,222
"bandido";-2,363;3,066;26,807;-0,004;-6,364;-7,965
"ativo";24,331;-1,13;-4,033;-0,323;-4,396;0,951
"terça";0,688;-1,721;-4,036;-2,868;28,017;-0,553
"relato";-4,035;32,06;-0,291;-0,894;-1,265;-3,836
"rei";-0,282;31,811;0,004;-1,809;-4,812;-6,023
"procuradoria_geral";-0,794;33,886;-4,036;-1,335;-0,139;-5,376
"máximo";-0,003;-6,226;0,939;-0,19;0,12;4,128
"matar";-3,875;-8,362;0,939;-1,777;-2,382;46,888
"ligado";0,411;6,998;-4,36;0,073;-0,268;-1,958
"indevido";2,021;70,259;-6,63;-8,182;-7,054;-8,83
"identificar";-0,214;2,993;-0,947;-1,647;0,328;0,014
"franco";-4,818;5,519;-0,303;-5,781;21,229;-4,04
"execução";188,627;-10,744;-7,117;-1,793;-5,403;-9,479
"eunício";-6,319;-3,366;-2,366;-7,582;147,823;-8,181
"desviar";-0,035;22,341;-2,366;-1,011;-2,679;-1,336
"criança";-0,357;-8,704;28,806;-0,818;-4,984;3,575
"crer";-0,097;-7,367;-0,063;48,596;-1,635;-4,427
"conter";-1,365;0,59;-1,251;-1,133;-1,509;11,643
"certeza";-1,484;-2,514;11,66;9,845;-2,982;-2,852
"celso";1,529;0,035;-0,779;0,054;1,379;-3,438
"auto";65,155;1,152;-3,722;-3,176;-6,191;-7,749
"alertar";-6,486;-2,304;-1,251;-0,401;-1,509;45,935
"vizinho";-3,986;-7,2;-0,038;-2,681;-2,109;62,566
"vinson";-7,321;-13,225;-7,117;-8,784;-7,572;205,964
"tropa";-3,875;-8,362;-3,722;-0,19;-2,382;73,936
"trocar";-4,652;22,48;1,341;-5,581;-1,26;-0,932
"the";-1,484;-9,551;-0,504;7,354;-4,731;20,632
"suíço";-6,152;91,65;-3,877;-5,171;-2,53;-7,965
"surgir";-3,09;-6,008;-2,93;62,615;-1,893;-0,331
"seguida";4,265;-4,272;0;-1,972;0,855;0,838
"repasse";-1,67;75,233;-5,17;-4,203;-3,402;-6,886
"reagir";-0,353;-3,13;-0,004;-0,894;-2,53;24,512
"queda";-0,006;-4,251;9,333;6,236;-3,778;-1,114
"ptb";-0,525;-4,823;16,052;-4,01;18,558;-6,67
"procedimento";18,233;-0,7;0,787;-0,38;-0,882;-5,376
"princípio";2,021;-12,32;-6,63;52,372;-1,763;-0,846
"perrella";-4,152;23,718;2,151;-0,38;-4,295;-5,376
"negativo";0,247;0,142;0,005;-0,134;-2,235;0,651
"moreira";-0,026;3,368;-1,75;-4,582;15,357;-4,945
"medo";-1,536;-3,129;16,052;-0,304;-0,611;0,517
"jogar";-5,318;-0,333;5,457;17,125;-1,805;-4,665
"favorável";-0,062;-2,304;-4,19;-5,561;68,958;-2,676
"estimar";-0,006;3,972;-1,605;-0,895;-3,778;3,037
"dividir";-6,653;-0,694;-2,646;19,497;3,456;-1,621
"disposição";0,683;13,421;0;-1,654;-7,4;-1,081
"código";52,519;-4,094;-2,787;0,857;-1,763;-6,56
"conteúdo";0,078;26,138;-4,033;-0,017;-1,385;-8,181
"constar";0,674;30,173;-1,433;-2,307;-3,238;-6,67
"cabeça";-5,652;-0,115;43,574;-4,589;-0,224;-0,816
"vivo";-0,119;3,316;18,045;-2,65;-3,567;-4,874
"visão";-1,024;-6,226;-0,928;39,663;-0,358;-1,066
"veículo";-0,292;0,044;-3,228;-3,983;-1,488;24,696
"terra";-4,319;-7,801;9,386;0,132;-2,427;10,885
"punir";0,078;-11,415;-2,366;41,249;-0,066;-1,336
"presídio";45,995;-0,55;-0,618;-4,782;-0,087;-5,16
"prejudicar";0,33;-3,886;1,287;-2,823;0,969;1,819
"mesa";-0,585;-5,466;-0,063;-1,258;1,991;10,864
"liberar";-1,277;29,6;-1,185;-3,627;-1,393;-1,071
"familiar";1;3,639;-2,645;2,545;-2,911;-2,318
"erro";-4,035;-4,667;-0,291;19,078;1,453;-0,44
"episódio";-0,168;1,67;-0,127;11,56;-3,732;-5,083
"emitir";4,746;-0,425;-4,522;-0,699;-0,345;4,047
"decreto";-1,249;-6,795;-6,143;-5,366;147,823;-8,181
"concessão";35,664;-0,041;-4,522;-1,809;-0,345;-2,137
"antônio";-0,003;61,056;-5,819;-4,977;-2,382;-7,749
"alerta";-3,714;-2,669;-0,826;-1,629;-1,032;43,28
"alegação";84,931;-0,007;-4,347;-5,757;-6,881;-2,852
"adquirir";-0,039;1,891;-2,581;0,821;-0,901;0,013
"zanin";125,367;-0,974;-2,228;-7,381;-6,364;-7,965
"virar";-1,942;2,891;9,75;0,396;-2,09;-7,317
"sustentar";12,568;-0,213;0,05;0,132;-4,467;-1,782
"recibo";15,064;5,542;-0,91;-3,385;-2,918;-3,653
"qualidade";-1,109;-0,007;9,444;1,634;-3,09;-1,817
"ouvido";2,522;3,652;-0,036;-3,713;0,018;-2,676
"italiano";-3,875;29,537;-0,928;1,85;-4,063;-7,749
"internet";-1,135;-1,899;0,791;19,078;-0,434;-3,836
"fácil";-5,985;-6,226;28,256;5,098;0,12;-5,504
"faltar";-0,425;1,57;10,007;-0,323;-0,066;-8,181
"esposo";0,864;0,052;7,624;-1,183;-0,764;-3,013
"elemento";5,45;-6,226;-2,091;20,271;-2,382;-1,066
"doleiro";-6,486;122,214;-4,19;-7,782;-6,709;-8,397
"distrito";3,083;-2,418;-1,605;-4,383;28,12;-2,608
"defensor";29,139;-3,366;-4,033;-0,017;1,259;-4,032
"colaborar";-2,221;55,017;-5,819;0;-4,063;-7,749
"cobrar";-1,84;0,121;5,292;-0,209;0,141;-1,275
"cassação";110,616;-6,795;-2,366;-5,366;-0,066;-8,181
"uss";-6,152;-11,113;-5,981;-7,381;-6,364;173,082
"residência";-0,084;40,826;-2,743;-3,385;-2,918;-3,653
"receita";1,212;5,542;-0,063;-0,286;-1,043;-3,653
"provável";-0,917;-2,669;0,005;-2,999;0,177;15,326
"obrigar";1,545;-2,01;5,457;1,644;-5,501;-0,588
"legislação";1,137;0,005;-5,494;4,058;3,828;-7,317
"escolha";-0,357;-2,642;-2,645;12,926;0,855;-0,299
"eleitor";-5,485;-7,473;22,585;-0,049;16,252;-7,102
"disputar";-0,097;-9,551;-1,365;-5,757;117,157;-8,614
"conduta";25,661;-0,355;-0,291;-0,004;-0,434;-7,965
"bancário";-4,152;59,651;-4,036;-1,335;-4,295;-3,217
"aposentadoria";1,31;-2,418;-1,605;-2,309;28,12;-2,608
"verificar";19,149;-0,183;-0,826;0,296;-3,897;-1,996
"torno";-0,525;-0,238;-0,024;-1,072;0,555;2,763
"tillerson";-6,653;-12,018;-4,347;-7,982;-6,881;175,975
"suspensão";79,867;-5,661;-5,494;-6,781;0,248;-1,833
"subir";-2,298;-3,461;0,626;0,795;0,442;1,537
"serra";-5,152;6,264;0,132;-4,01;14,432;-6,67
"respeitar";-2,921;-9,005;9,536;15,563;-1,528;-0,388
"pobre";-3,986;-7,2;32,687;4,879;-2,109;-1,44
"perceber";-1,365;-9,253;19,808;5,695;-0,6;-1,477
"partidário";0,094;-3,129;-0,024;0,809;14,432;-6,67
"norte_coreanos";-6,987;-12,621;-6,792;-6,148;-7,227;185,361
"norma";-2,764;-2,642;-0,303;0,009;2,104;5,657
"nobre";-5,985;-0,263;-0,231;-1,777;62,481;-7,749
"município";0,275;-0,959;2,179;-1,99;5,158;-2,147
"municipal";-1,69;-1,099;-1,605;-0,895;50,616;-4,729
"idade";-2,298;-7,801;34,856;-5,181;3,153;-0,093
"histórico";-0,525;-9,306;-0,458;27,58;-0,611;0,061
"hipótese";7,64;-5,101;-0,543;-0,021;13,44;-6,886
"fronteira";-4,357;-9,253;-1,251;0,053;-6,709;71,575
"externo";-0,813;-3,886;-3,412;27,536;-0,224;0
"entrega";-1,277;51,942;-1,185;-3,627;-4,984;-4,04
"ditador";-6,319;-8,956;-1,141;-5,366;-6,536;125,497
"df";1,424;-1,032;-2,343;1,708;7,581;-5,807
"dano";50,632;-1,705;-3,722;-0,782;-2,382;-1,066
"circunstância";0,178;-4,404;-0,928;5,098;0,12;0,079
"chance";-2,081;-4,144;0,005;-1,629;14,248;1,565
"br";-4,319;-0,861;28,471;0,795;-0,2;-5,591
"barroso";21,187;-4,196;-0,531;-2,787;4,989;-3,007
"autor";7,64;-9,607;-3,103;13,412;-0,71;-0,092
"vice";-0,168;-5,661;-0,728;-0,087;46,471;-5,083
"velho";-3,875;-0,013;39,459;-0,782;-1,147;-3,641
"reiterar";-0,119;0,027;-1,691;-0,476;-3,567;13,956
"página";0,247;2,507;6,35;0,008;-6,018;-5,293
"provar";2,679;4,181;-2,493;0,477;-2,749;-2,137
"protocolar";39,855;0,469;-3,103;-4,203;-0,117;-6,886
"pronunciamento";-4,652;2,545;-0,234;0,477;4,368;-3,833
"posto";-0,475;-1,099;1,447;-2,309;5,214;0,004
"pleno";0,007;-5,661;-1,823;11,56;-2,09;3,237
"planejar";-1,135;-8,659;-0,291;-1,928;-4,23;63,583
"operador";-5,485;102,061;-5,332;-6,581;-5,673;-4,874
"lutar";-3,875;-10,812;14,951;3,273;-1,147;1,337
"integrar";7,401;0,485;-1,064;-0,699;1,039;-6,023
"importar";-1,395;-3,677;-0,252;4,913;-0,344;4,141
"expectativa";-0,292;-0,104;-0,252;4,913;0,002;-0,809
"ex_diretor";-3,555;97,207;-5,494;-4,589;-5,846;-7,317
"dirigente";-0,044;6,264;-1,433;-2,307;0,056;-0,05
"deus";-3,555;-7,769;37,26;0,396;-0,224;-0,816
"casal";2,349;34,6;-2,645;-3,627;-4,984;-6,238
"carro";-0,084;-0,279;6,539;-0,286;-0,112;-0,407
"bastar";0,554;-6,795;41,659;-2,081;-0,514;-2,502
"apuração";20,921;0,224;-0,378;0;-3,074;-6,454
"alcançar";-2,921;-6,587;-1,308;-0,23;-1,528;49,676
"absolver";147,379;-3,13;-5,981;-5,171;-4,23;-7,965
"viajar";-4,985;-2,884;32,864;0,254;-5,156;0,113
"técnico";-0,026;0,121;-0,013;0,011;0,141;-0,338
"sério";-0,357;-8,704;0;25,96;-2,911;0,183
"século";-4,818;-8,704;-2,645;134,436;-4,984;-6,238
"sindical";-2,157;-0,43;6,586;-0,014;2,714;-2,792
"sigla";-5,485;-2,224;-1,691;-1,343;12,518;7,96
"repetir";-3,555;-1,335;13,1;1,19;0,248;-3,255
"praça";-1,991;0,026;1,245;0,615;0,04;-0,719
"pmdb_rj";-0,168;61,146;-5,494;-2,823;-3,732;-7,317
"planejamento";-0,01;0,898;-2,42;0,127;4,207;-3,222
"paulista";2,926;0;-2,097;-2,588;10,355;-2,792
"organizar";-1,405;-2,884;0,197;8,773;3,489;-4,248
"norte_americano";-6,486;-7,081;-4,19;-3,713;-4,563;120,653
"moção";-2,988;-5,397;-0,115;-1,585;68,137;-3,868
"mentira";-3,079;0,631;43,67;-4,01;-1,665;-4,456
"localizar";-1,028;9,628;-4,36;-0,061;-4,639;2,665
"ligação";-4,319;36,813;-0,119;-3,057;-1,005;-3,421
"levantar";-4,985;0,001;9,536;-0,23;0,694;-1,215
"errado";-5,985;-2,897;33,625;1,85;-0,358;-3,641
"entrada";0,015;-0,43;-0,416;0,397;0,743;-0,046
"emilio";-2,221;95,968;-3,722;-7,181;-6,191;-7,749
"descobrir";-3,396;4,996;14,015;0,061;-5,673;-4,874
"cristiano";141,532;-1,705;-3,722;-7,181;-6,191;-7,749
"comparar";-0,004;-0,551;1,131;1,2;0,159;-2,318
"castro";0,27;-0,166;4,05;-1,237;0,218;-1,435
"caro";-4,818;-0,551;28,806;-0,818;0,855;-4,04
"bloqueio";13,665;8,808;-4,036;-2,868;-2,267;-3,217
"analista";-5,985;-8,362;-2,091;-0,19;-6,191;89,76
"wesley";-5,652;105,418;-3,412;-6,781;-5,846;-7,317
"venezuela";-5,485;-9,908;139,569;-1,343;-1,947;-7,102
"republicano";-3,555;-3,886;-3,412;18,695;0;1,819
"renda";0,764;3,283;-1,29;-1,592;-0,029;-0,147
"relacionar";0,55;0,548;-1,32;-0,036;0,462;-0,809
"reação";-1,135;-6,51;-0,004;4,639;-0,037;3,717
"pasta";-1,69;3,972;-0,422;3,699;-0,017;-4,729
"morar";-0,212;-0,564;47,402;-3,784;-1,337;-4,083
"mencionar";0,052;13,162;-1,561;-1,206;-5,501;0,026
"martins";108,423;-2,444;-5,494;-2,823;-2,09;-7,317
"legenda";0;-0,183;-3,566;-4,783;50,811;-5,293
"instalação";-1,825;-3,296;-1,774;-2,189;-1,887;51,33
"indicado";-4,985;27,556;-0,378;-3,818;0,694;-4,248
"grosso";-2,655;24,405;-0,025;-0,193;-2,746;-3,438
"friboi";-2,921;61,696;-0,378;-3,818;-5,156;-6,454
"frederico";1,07;28,147;-0,517;-4,582;-3,95;-4,945
"frança";-5,485;-1,161;-5,332;2,735;-0,813;21,623
"ex_assessor";-0,834;30,629;-2,581;-3,186;-2,746;-0,294
"envolvimento";1,198;18,42;-1,064;-3,436;-4,812;-0,932
"curso";0,089;-3,108;-1,044;14,556;-0,179;-0,532
"contribuir";-0,101;-0,13;0,787;17,881;-4,295;-5,376
"combater";-1,277;-2,642;-0,303;9,581;-0,428;0,838
"cliente";2,679;22,48;-2,493;-5,581;-0,345;-6,023
"asiático";-5,652;-5,661;-3,412;-6,781;-5,846;126,75
"alegre";82,631;-6,599;-3,551;-0,138;-1,795;-4,729
"afirmação";0,306;8,665;-1,064;-0,699;-2,749;-0,22
"absoluto";0,094;0,631;-0,458;0,809;-0,611;-0,484
"transferir";8,87;3,972;-3,551;-0,895;-1,795;-1,114
"tom";0;-4,144;0,005;-1,629;-0,003;12,047
"tiro";-2,821;-5,096;6,539;0,014;1,079;0,403
"submarino";-5,485;-7,473;-1,691;-2,65;-5,673;102,744
"redução";0,73;-0,042;-3,066;0,275;4,377;-2,012
"realização";-0,282;-0,041;-2,493;-0,699;17,908;-0,932
"realidade";-0,713;-5,381;-0,634;40,214;-3,567;-0,144
"pronunciar";3,427;2,717;-2,95;-4,01;3,109;-2,687
"planilha";-5,485;102,061;-5,332;-6,581;-3,567;-7,102
"ordenar";-0,044;-9,306;-1,433;-1,072;-3,238;53,614
"norte_coreana";-6,319;-8,956;-6,143;-7,582;-6,536;166,594
"marinho";-0,168;-10,209;-1,823;-1,485;-0,224;45,617
"liderar";-4,818;-2,642;-4,684;-0,164;3,908;18,738
"interrogatório";80,78;0,02;-4,684;-3,627;-4,984;-6,238
"insistir";0,024;-5,381;-1,691;-0,049;0,007;13,956
"inimigo";-1,942;-7,769;-0,728;2,411;-5,846;34,259
"imaginar";-1,028;-5,706;39,363;0,073;-2,588;-0,799
"igual";-3,555;-10,209;21,282;11,56;-0,921;-1,833
"gomes";-0,525;-4,823;-1,433;-4,01;88,311;-6,67
"francisco";0,119;0,51;20,565;-2,681;-2,109;-5,16
"financiar";-2,608;18,42;1,341;-0,699;-2,749;-3,833
"específico";-0,004;0,34;0,276;0,355;-1,393;-0,299
"esforço";-3,237;-9,607;-0,051;4,992;-0,117;11,636
"equipamento";-0,101;-0,7;-2,044;-0,006;-0,882;11,952
"eleito";-1,942;-7,769;-3,412;-0,087;94,736;-7,317
"eldorado";-1,109;24,604;-1,044;-3,584;0,06;-3,868
"canal";-5,652;-0,559;-0,728;0,396;-0,921;16,414
"benjamin";153,272;-5,661;-3,412;-6,781;-5,846;-5,083
"andré";2,151;12,915;-3,566;-6,981;3,454;-7,533
"andrea";-0,454;27,839;-0,416;-2,588;-2,231;-2,792
"4a";202,795;-6,795;-6,143;-7,582;-6,536;-8,181
"vencer";0,542;0,07;-1,561;0,65;0,436;-1,516
"vaga";-0,475;-0,001;-1,605;-2,309;34,89;-4,729
"toffoli";0,059;-3,596;13,123;0;0,04;-2,577
"souza";-1,151;48,838;-4,522;-3,436;-0,345;-6,023
