"";"banalfreq";"X.gr_01";"X.gr_02"
"motivação";13;-0,3186;0,3186
"loucura";10;-0,2086;0,2086
"risco";127;-0,669;0,669
"analisado";12;-0,7275;0,7275
"posicionamento";20;-1,2125;1,2125
"sócio";24;-0,7926;0,7926
"indústria";50;0,3176;-0,3176
"interno";73;-0,8361;0,8361
"notório";17;-1,0306;1,0306
"empréstimo";33;1,6551;-1,6551
"anular";18;-0,2381;0,2381
"aplaudir";17;-0,2111;0,2111
"frase";34;1,1759;-1,1759
"convidado";13;0,6294;-0,6294
"brf";60;-0,495;0,495
"total";119;-1,3574;1,3574
"leniência";30;0,2509;-0,2509
"substância";12;0,3224;-0,3224
"negativo";46;0,4065;-0,4065
"coligação";12;-0,7275;0,7275
"substituição";10;-0,2086;0,2086
"tarifa";18;-1,0912;1,0912
"1990";19;-1,1518;1,1518
"tolerar";13;-0,3186;0,3186
"mpf";211;1,102;-1,102
"novis";11;-0,6668;0,6668
"tríplex";20;-0,2955;0,2955
"objeto";37;-0,9109;0,9109
"expressar";35;0,3129;-0,3129
"significar";71;1,4161;-1,4161
"indivíduo";17;-1,0306;1,0306
"locação";14;-0,8487;0,8487
"pinguela";10;-0,2086;0,2086
"delator";217;-0,3489;0,3489
"ceará";16;-0,4389;0,4389
"neto";90;-0,4397;0,4397
"tranquilidade";13;-0,7881;0,7881
"teatro";16;-0,4389;0,4389
"proteção";32;0,6349;-0,6349
"pensão";19;-0,2663;0,2663
"receio";12;0,3224;-0,3224
"ilegal";81;-0,2929;0,2929
"valor";302;-0,9243;0,9243
"injúria";10;0,4186;-0,4186
"bank";11;-0,244;0,244
"perguntar";82;-0,441;0,441
"promover";57;-0,637;0,637
"procurar";121;-1,1457;1,1457
"logo";56;-1,752;1,752
"jucá";25;-0,4557;0,4557
"maduro";17;0,7646;-0,7646
"redigir";10;0,4186;-0,4186
"forte";104;-0,5478;0,5478
"daniel";37;1,3531;-1,3531
"retórica";10;-0,6062;0,6062
"generoso";10;-0,6062;0,6062
"obrigatório";14;-0,8487;0,8487
"regimento";14;-0,8487;0,8487
"realizar";255;0,3277;-0,3277
"render";11;0,3668;-0,3668
"evidentemente";14;-0,3577;0,3577
"equivalente";14;0,2509;-0,2509
"coordenar";16;-0,4389;0,4389
"órgão";103;-0,912;0,912
"civilizado";10;-0,6062;0,6062
"véspera";20;0,3066;-0,3066
"aliás";28;-1,6975;1,6975
"psdb_mg";35;-1,3264;1,3264
"reduzido";18;0,6996;-0,6996
"publicitário";36;-0,5337;0,5337
"honra";13;0,6294;-0,6294
"bndes";96;-1,2454;1,2454
"julho";61;-1,9888;1,9888
"lucro";25;-1,5156;1,5156
"grave";97;1,356;-1,356
"responder";224;-0,5181;0,5181
"trânsito";27;-1,6368;1,6368
"reserva";26;-0,4903;0,4903
"ativo";48;0,3595;-0,3595
"prédio";78;-0,5253;0,5253
"df";42;0,3262;-0,3262
"propriedade";51;-1,0614;1,0614
"jovem";50;1,6099;-1,6099
"dr";17;1,7754;-1,7754
"junho";70;-1,3915;1,3915
"inadequado";17;-0,2111;0,2111
"olhar";73;0,315;-0,315
"sentido";104;-1,8712;1,8712
"cancelar";15;0,9167;-0,9167
"distante";11;-0,6668;0,6668
"frequência";11;1,3512;-1,3512
"dividir";46;0,2484;-0,2484
"gravidez";12;-0,7275;0,7275
"emenda";56;0,5184;-0,5184
"paraná";105;-0,422;0,422
"termo";80;-0,7801;0,7801
"aplicação";23;-0,389;0,389
"operador";41;-1,0783;1,0783
"domiciliar";31;-0,2069;0,2069
"ex_assessor";39;-0,3838;0,3838
"com";4716;0,4235;-0,4235
"doente";14;0,5656;-0,5656
"tona";20;0,5874;-0,5874
"inteligência";56;0,7278;-0,7278
"jogador";16;0,8366;-0,8366
"saída";83;-1,9099;1,9099
"atribuir";52;-0,7559;0,7559
"temporário";23;0,454;-0,454
"perseguir";26;-0,4903;0,4903
"cobertura";13;-0,7881;0,7881
"assegurar";54;-1,6588;1,6588
"inicialmente";21;-1,2731;1,2731
"vaga";37;-0,9109;0,9109
"eleito";38;-0,9521;0,9521
"metade";37;-0,5654;0,5654
"função";91;-1,0918;1,0918
"sigiloso";13;-0,3186;0,3186
"evitar";131;-0,5876;0,5876
"anual";16;-0,1854;0,1854
"empresário";377;-0,8087;0,8087
"péssimo";18;0,3746;-0,3746
"aluguel";21;-1,2731;1,2731
"mim";69;-0,3489;0,3489
"obstruir";14;1,5664;-1,5664
"1970";15;0,5092;-0,5092
"coragem";16;1,3235;-1,3235
"the";46;1,8908;-1,8908
"desembargador";93;-1,8644;1,8644
"milhão";631;1,2207;-1,2207
"cardoso";17;-0,2111;0,2111
"companheiro";21;1,3311;-1,3311
"solicitação";14;-0,8487;0,8487
"marginal";17;-1,0306;1,0306
"passivo";112;-0,5429;0,5429
"torcer";11;0,3668;-0,3668
"perigoso";55;1,3164;-1,3164
"divulgação";49;-0,267;0,267
"específico";38;0,9459;-0,9459
"desemprego";32;0,9424;-0,9424
"documento";219;-0,5581;0,5581
"tucano";78;-0,7277;0,7277
"josé";196;1,4877;-1,4877
"al_assad";27;1,274;-1,274
"existente";12;1,2211;-1,2211
"post";13;0,6294;-0,6294
"viés";10;-0,6062;0,6062
"ligação";40;0,5844;-0,5844
"lavar";16;0,4592;-0,4592
"questão";234;0,5624;-0,5624
"reforçar";73;-0,6031;0,6031
"rápido";64;1,1728;-1,1728
"palco";14;-0,3577;0,3577
"assustar";14;1,5664;-1,5664
"esposo";44;1,6387;-1,6387
"atualização";23;-0,7464;0,7464
"procurado";13;-0,7881;0,7881
"artigo";66;-0,6438;0,6438
"ceder";15;-0,9093;0,9093
"prefeitura";52;-0,5038;0,5038
"wyllys";17;0,7646;-0,7646
"frederico";39;-0,3838;0,3838
"dívida";56;0,9766;-0,9766
"ganhar";121;0,8063;-0,8063
"inclusive";99;-0,3304;0,3304
"pt_sp";13;-0,3186;0,3186
"desviar";47;1,8162;-1,8162
"face";15;0,2219;-0,2219
"tese";31;-0,2069;0,2069
"derrotar";16;-0,4389;0,4389
"mineiro";26;-0,4903;0,4903
"mérito";15;-0,3979;0,3979
"intensificar";11;0,3668;-0,3668
"licença";20;-0,6108;0,6108
"critério";19;-1,1518;1,1518
"promessa";22;0,2515;-0,2515
"esquecer";17;1,7754;-1,7754
"isolado";15;-0,3979;0,3979
"autorização";56;-1,752;1,752
"global";61;1,6344;-1,6344
"palestra";32;1,7415;-1,7415
"elevado";32;-0,7114;0,7114
"psol";28;-0,9819;0,9819
"funcionar";77;-0,9541;0,9541
"espécie";71;-0,2578;0,2578
"doença";22;-0,3569;0,3569
"sentença";109;0,602;-0,602
"p";13;-0,7881;0,7881
"turno";29;-1,0302;1,0302
"funcional";10;-0,2086;0,2086
"colaborador";34;-0,7897;0,7897
"levar";296;-0,9629;0,9629
"ditadura";37;-0,3353;0,3353
"joão";207;0,6397;-0,6397
"participar";173;-0,902;0,902
"cargo";256;0,662;-0,662
"curso";39;-0,9938;0,9938
"v";13;0,6294;-0,6294
"mudar";127;-0,2939;0,2939
"excesso";16;-0,97;0,97
"desistir";35;-1,3264;1,3264
"bangu";14;0,5656;-0,5656
"louco";34;1,1759;-1,1759
"italiano";44;-1,2077;1,2077
"terminal";10;-0,2086;0,2086
"controlo";72;-1,4686;1,4686
"razoável";19;-0,5668;0,5668
"iniciar";52;0,2802;-0,2802
"diálogo";122;0,2765;-0,2765
"decretar";36;0,4872;-0,4872
"praticamente";28;1,6375;-1,6375
"congressista";10;-0,2086;0,2086
"normalmente";12;0,3224;-0,3224
"instituição";124;-0,6116;0,6116
"pequeno";66;-0,4454;0,4454
"incidente";12;-0,7275;0,7275
"inferior";14;0,2509;-0,2509
"foco";27;-0,2797;0,2797
"inicial";26;-1,5762;1,5762
"noite";126;1,2332;-1,2332
"kátia";12;0,702;-0,702
"inovação";11;-0,244;0,244
"mineração";16;-0,97;0,97
"ligar";72;-0,404;0,404
"ensino";15;0,2219;-0,2219
"valério";10;-0,2086;0,2086
"penalidade";11;-0,244;0,244
"sergio";10;0,8814;-0,8814
"emprestar";14;-0,8487;0,8487
"perda";48;-0,9478;0,9478
"remédio";17;1,7754;-1,7754
"james";14;0,5656;-0,5656
"citar";193;0,6335;-0,6335
"ei";15;-0,9093;0,9093
"armado";72;0,6517;-0,6517
"fracassado";10;1,5013;-1,5013
"precisar";316;-0,3339;0,3339
"laus";14;-0,3577;0,3577
"publicamente";20;-0,6108;0,6108
"caro";40;1,9475;-1,9475
"cara";90;1,3872;-1,3872
"cópia";17;-0,4808;0,4808
"surpreendente";11;0,3668;-0,3668
"mello";51;-1,0614;1,0614
"altitude";12;1,2211;-1,2211
"ensaio";10;-0,6062;0,6062
"comissão";127;-1,6029;1,6029
"tocantins";13;-0,7881;0,7881
"coletivo";57;-0,4267;0,4267
"comandante";22;1,2417;-1,2417
"ocidente";31;-1,8793;1,8793
"procuradora_geral";18;-1,0912;1,0912
"ocasião";77;-1,6656;1,6656
"católico";12;-0,2807;0,2807
"reação";39;0,6204;-0,6204
"hamburgo";21;0,8911;-0,8911
"comentário";55;0,763;-0,763
"burocracia";11;-0,6668;0,6668
"delegado";69;-0,7239;0,7239
"jardim";25;-0,2321;0,2321
"ganho";15;-0,3979;0,3979
"objectivo";147;0,3429;-0,3429
"quadrilha";15;0,2219;-0,2219
"santiago";14;0,2509;-0,2509
"intuito";13;0,6294;-0,6294
"alagoas";10;-0,2086;0,2086
"disputar";43;-1,1642;1,1642
"graça";28;0,5265;-0,5265
"chefia";17;-1,0306;1,0306
"verde";15;-0,9093;0,9093
"fracasso";14;0,2509;-0,2509
"aprofundar";12;0,3224;-0,3224
"colombo";13;-0,7881;0,7881
"teori";77;0,5248;-0,5248
"ex_tesoureiro";16;-0,1854;0,1854
"fornecimento";13;-0,3186;0,3186
"recentemente";49;-0,6623;0,6623
"vetar";12;-0,7275;0,7275
"apreensão";60;-0,7223;0,7223
"acelerar";13;-0,7881;0,7881
"guardian";16;-0,1854;0,1854
"telefone";34;0,3371;-0,3371
"confiar";35;1,496;-1,496
"proferido";20;-0,6108;0,6108
"ressaltar";102;1,6651;-1,6651
"requião";22;0,4945;-0,4945
"hostil";17;-0,2111;0,2111
"improvável";10;0,4186;-0,4186
"doutrina";10;-0,2086;0,2086
"cristiano";40;-0,6637;0,6637
"contar";403;-0,3487;0,3487
"noção";11;-0,6668;0,6668
"3";243;1,0065;-1,0065
"manifestar";117;-0,8209;0,8209
"ex_diretor";41;-0,2579;0,2579
"aposentar";15;1,4384;-1,4384
"ambiente";50;-1,4751;1,4751
"seguido";21;0,2777;-0,2777
"desafiar";23;1,1591;-1,1591
"comer";13;1,7099;-1,7099
"impedimento";11;0,7852;-0,7852
"característica";17;-0,4808;0,4808
"alves";56;-0,4049;0,4049
"denunciar";109;0,4626;-0,4626
"restringir";26;1,3544;-1,3544
"seguida";46;-0,3609;0,3609
"editorial";14;-0,8487;0,8487
"disparo";14;-0,8487;0,8487
"habitante";30;0,7248;-0,7248
"pretensão";11;-0,244;0,244
"licitação";28;-0,3049;0,3049
"consulta";15;-0,3979;0,3979
"inserir";10;-0,6062;0,6062
"conseguir";264;-0,7294;0,7294
"consequência";73;-0,8361;0,8361
"psc_rj";11;-0,6668;0,6668
"aprovado";17;-1,0306;1,0306
"andamento";34;-0,4724;0,4724
"petrolão";15;0,2219;-0,2219
"ccj";22;1,2417;-1,2417
"severo";13;-0,7881;0,7881
"taxa";53;-1,6125;1,6125
"rigoroso";13;-0,3186;0,3186
"soltura";13;-0,7881;0,7881
"exceção";19;-0,2663;0,2663
"racismo";19;-1,1518;1,1518
"psl";10;-0,6062;0,6062
"psb";23;-0,7464;0,7464
"lado";171;-0,3559;0,3559
"psd";32;-0,7114;0,7114
"dito";75;-0,4629;0,4629
"usina";10;-0,6062;0,6062
"voar";17;1,2199;-1,2199
"maluf";13;0,2841;-0,2841
"máximo";47;0,5784;-0,5784
"verbal";13;0,2841;-0,2841
"pronunciar";38;0,2498;-0,2498
"desarmamento";11;-0,6668;0,6668
"sítio";52;1,1615;-1,1615
"espúrio";10;-0,6062;0,6062
"apreender";36;-0,87;0,87
"cálculo";17;-0,4808;0,4808
"relembrar";25;-0,4557;0,4557
"virar";44;0,6821;-0,6821
"falcão";10;-0,6062;0,6062
"raul";13;0,2841;-0,2841
"chefe";147;0,4431;-0,4431
"2007";26;-0,4903;0,4903
"ocupar";79;-0,2643;0,2643
"miranda";13;-0,7881;0,7881
"aloizio";12;-0,7275;0,7275
"protesto";72;-1,0993;1,0993
"transformar";53;0,2631;-0,2631
"condenatório";11;0,7852;-0,7852
"autoritário";11;-0,6668;0,6668
"reagir";46;0,6112;-0,6112
"punir";45;0,432;-0,432
"julgar";115;0,4855;-0,4855
"interpretação";22;-1,3337;1,3337
"melhoria";13;-0,7881;0,7881
"batista";261;0,6946;-0,6946
"apontado";19;-1,1518;1,1518
"600";16;0,8366;-0,8366
"fugir";22;0,4945;-0,4945
"mover";26;1,3544;-1,3544
"previdência";142;-1,7621;1,7621
"rígido";10;-0,2086;0,2086
"missão";26;-0,4903;0,4903
"cooperar";10;-0,6062;0,6062
"sobretudo";27;-0,934;0,934
"intercontinental";35;0,3129;-0,3129
"eduardo";255;1,86;-1,86
"registro";66;-0,9042;0,9042
"sucesso";55;0,3691;-0,3691
"unânime";11;-0,244;0,244
"estruturado";17;-0,2111;0,2111
"fiscal";114;-0,3236;0,3236
"contribuição";35;-1,3264;1,3264
"gerenciar";14;-0,8487;0,8487
"leite";15;0,2219;-0,2219
"acumular";17;0,7646;-0,7646
"desigualdade";10;-0,6062;0,6062
"cientista";25;-0,2321;0,2321
"unanimidade";17;-1,0306;1,0306
"respeitado";15;0,2219;-0,2219
"coordenador";22;1,7393;-1,7393
"música";13;-0,7881;0,7881
"independência";25;-0,4557;0,4557
"narrar";15;0,2219;-0,2219
"tradicional";14;-0,8487;0,8487
"roraima";10;-0,2086;0,2086
"sistêmico";18;1,649;-1,649
"almada";10;-0,6062;0,6062
"pobreza";15;-0,9093;0,9093
"nível";55;-0,3836;0,3836
"comunicar";29;0,7745;-0,7745
"homologar";32;-0,7114;0,7114
"senado";250;1,1466;-1,1466
"argumentar";61;-0,5187;0,5187
"sobrinho";11;-0,6668;0,6668
"movimentar";17;1,7754;-1,7754
"roupa";13;0,6294;-0,6294
"trf_4";83;-1,486;1,486
"khan";14;-0,8487;0,8487
"assessor";59;-1,3795;1,3795
"andréia";14;-0,8487;0,8487
"documental";21;-0,6555;0,6555
"recomendação";10;-0,6062;0,6062
"ser";9178;0,4084;-0,4084
"rotina";16;-0,1854;0,1854
"margem";16;-0,97;0,97
"retomar";30;0,7248;-0,7248
"botar";30;0,2509;-0,2509
"maioria";81;-1,0773;1,0773
"ft";16;-0,97;0,97
"convencer";28;0,8277;-0,8277
"mouro";85;0,6727;-0,6727
"confirmação";16;-0,1854;0,1854
"pezão";25;-0,8393;0,8393
"balear";13;0,2841;-0,2841
"iraque";14;1,5664;-1,5664
"demorar";26;-1,5762;1,5762
"aliança";33;-0,2467;0,2467
"levantamento";18;-0,2381;0,2381
"cem";13;-0,3186;0,3186
"polícia";399;0,3353;-0,3353
"embasar";14;-0,8487;0,8487
"haley";18;-0,2381;0,2381
"cerimônia";32;-1,177;1,177
"todo";1020;1,7156;-1,7156
"7";111;0,5608;-0,5608
"base";253;-1,6764;1,6764
"guimarães";30;-1,0788;1,0788
"suficiente";68;-0,3314;0,3314
"aguardar";62;0,9902;-0,9902
"assembleia";32;-1,94;1,94
"anseio";10;0,4186;-0,4186
"admitir";64;1,7967;-1,7967
"recente";58;0,6618;-0,6618
"calendário";13;-0,7881;0,7881
"brasília";191;0,9373;-0,9373
"metáfora";11;-0,6668;0,6668
"norma";42;-1,6834;1,6834
"stf";709;-0,7199;0,7199
"stj";67;0,5991;-0,5991
"disponibilizar";10;-0,2086;0,2086
"internação";10;0,8814;-0,8814
"revelação";23;0,454;-0,454
"incompatível";13;0,2841;-0,2841
"absolvição";27;-0,934;0,934
"qualidade";44;0,4591;-0,4591
"fraude";28;-0,3049;0,3049
"esclarecimento";34;-1,2763;1,2763
"teixeira";57;-0,4267;0,4267
"desafio";32;-1,177;1,177
"g20";34;1,1759;-1,1759
"minha";175;0,6981;-0,6981
"aproximar";22;0,2515;-0,2515
"direcionar";16;1,3235;-1,3235
"setor";145;-1,555;1,555
"certo";115;-0,4542;0,4542
"leandro";18;-0,5234;0,5234
"discursar";23;0,454;-0,454
"quem";405;0,6211;-0,6211
"sobreviver";12;0,702;-0,702
"oceânico";10;-0,6062;0,6062
"correio";12;1,8723;-1,8723
"cogitar";30;1,4649;-1,4649
"hipótese";42;-0,2772;0,2772
"examinar";13;-0,3186;0,3186
"religioso";13;-0,3186;0,3186
"chão";12;1,2211;-1,2211
"cultura";63;-0,5674;0,5674
"relatório";71;0,4986;-0,4986
"lava_jato";765;-0,7194;0,7194
"telefonema";11;0,3668;-0,3668
"deltan";28;0,8277;-0,8277
"indenização";27;0,5671;-0,5671
"parecer";178;-0,8321;0,8321
"morador";50;-0,454;0,454
"questionamento";19;-1,1518;1,1518
"errar";27;1,7323;-1,7323
"164_a";13;-0,3186;0,3186
"secreto";27;0,8847;-0,8847
"aeronave";53;-0,3426;0,3426
"pretexto";11;-0,244;0,244
"pessoal";71;-0,2578;0,2578
"arsenal";24;-0,422;0,422
"geddel";68;-0,3314;0,3314
"chegar";385;1,0915;-1,0915
"otan";12;-0,2807;0,2807
"desnuclearização";13;-0,3186;0,3186
"alto";117;0,7365;-0,7365
"temor";16;0,4592;-0,4592
"deter";37;-0,3353;0,3353
"reduzir";68;-0,9679;0,9679
"inflação";16;-0,4389;0,4389
"guido";52;0,6369;-0,6369
"luciano";18;-0,2381;0,2381
"acolher";19;-0,5668;0,5668
"premiar";179;0,325;-0,325
"procuradoria_geral";47;-0,9107;0,9107
"autorizar";127;0,41;-0,41
"censura";10;0,8814;-0,8814
"construção";50;-0,693;0,693
"escolha";43;-1,1642;1,1642
"trabalhador";85;-1,5598;1,5598
"ocupado";24;-0,422;0,422
"nikki";13;-0,3186;0,3186
"barack";19;-1,1518;1,1518
"marco";126;-1,5715;1,5715
"ex_governador";57;-0,637;0,637
"marca";31;0,6783;-0,6783
"bolsa";31;-0,3853;0,3853
"bolso";12;0,3224;-0,3224
"conselheiro";20;0,5874;-0,5874
"limitado";14;-0,3577;0,3577
"popular";79;0,3411;-0,3411
"compensar";11;-0,244;0,244
"parado";28;-0,5614;0,5614
"discordar";12;-0,2807;0,2807
"duvidar";11;0,3668;-0,3668
"soares";20;-0,2955;0,2955
"rua";116;-0,6185;0,6185
"rebater";26;0,352;-0,352
"tocar";19;-1,1518;1,1518
"benfica";13;-0,7881;0,7881
"padilha";54;-1,6588;1,6588
"prevenir";13;0,6294;-0,6294
"instrução";12;-0,7275;0,7275
"papua";16;-0,97;0,97
"absurdo";25;-0,2321;0,2321
"trato";12;0,3224;-0,3224
"bloco";14;-0,8487;0,8487
"agradecer";11;0,3668;-0,3668
"mobilização";17;-1,0306;1,0306
"gastar";18;1,649;-1,649
"70";34;0,5563;-0,5563
"legítimo";19;1,0405;-1,0405
"excepcional";12;0,702;-0,702
"visar";26;0,611;-0,611
"ativista";13;-0,7881;0,7881
"cabral";70;0,7096;-0,7096
"preocupação";68;-0,4884;0,4884
"tranquilo";26;-0,4903;0,4903
"governo";1147;-1,6001;1,6001
"tamanho";36;0,7422;-0,7422
"similar";16;-0,1854;0,1854
"detalhar";30;1,0625;-1,0625
"implementar";16;0,4592;-0,4592
"presunção";13;0,2841;-0,2841
"emílio";27;-0,2797;0,2797
"lembrar";127;-1,3121;1,3121
"denice";10;-0,6062;0,6062
"caminhar";18;-0,2381;0,2381
"recordar";10;-0,6062;0,6062
"demitir";16;1,3235;-1,3235
"justamente";22;0,2515;-0,2515
"militante";19;1,0405;-1,0405
"contratar";33;0,5943;-0,5943
"requerimento";24;-0,7926;0,7926
"advertência";16;1,9146;-1,9146
"globonews";14;-0,8487;0,8487
"alvorada";18;-1,0912;1,0912
"pretender";92;-0,6472;0,6472
"governante";14;-0,8487;0,8487
"visita";63;-1,1311;1,1311
"vaccari";67;0,2882;-0,2882
"urgente";18;1,649;-1,649
"frança";39;-0,9938;0,9938
"mentira";40;1,1646;-1,1646
"pessoa";724;-1,1188;1,1188
"evidente";15;-0,9093;0,9093
"suposto";124;-0,4694;0,4694
"aparente";10;0,4186;-0,4186
"facebook";19;0,3388;-0,3388
"ocultar";13;-0,3186;0,3186
"michael";17;0,4145;-0,4145
"bimotor";12;-0,2807;0,2807
"faturamento";18;0,3746;-0,3746
"estimar";46;0,6112;-0,6112
"ofensiva";10;0,8814;-0,8814
"assustador";12;-0,2807;0,2807
"irresponsável";19;-0,2663;0,2663
"suborno";15;-0,3979;0,3979
"convocação";12;-0,7275;0,7275
"constatar";19;-0,5668;0,5668
"acidente";59;-0,9894;0,9894
"céu";13;0,6294;-0,6294
"relacionamento";18;1,126;-1,126
"claro";187;0,614;-0,614
"violento";30;-1,0788;1,0788
"facilmente";11;-0,244;0,244
"jungmann";33;-0,4426;0,4426
"despacho";20;-0,6108;0,6108
"formado";16;-0,1854;0,1854
"trocar";46;1,1606;-1,1606
"links";17;-0,4808;0,4808
"uruguai";25;1,4405;-1,4405
"projétil";15;0,2219;-0,2219
"acertado";17;-0,4808;0,4808
"diretamente";59;0,6309;-0,6309
"gosto";26;-0,8865;0,8865
"querido";14;-0,8487;0,8487
"basicamente";11;-0,6668;0,6668
"africano";13;-0,7881;0,7881
"circular";15;0,9167;-0,9167
"assessoria";92;-0,6472;0,6472
"concentração";11;-0,6668;0,6668
"segovia";12;-0,7275;0,7275
"editar";10;-0,2086;0,2086
"intervir";13;0,2841;-0,2841
"estadão";36;1,0545;-1,0545
"culpado";16;0,4592;-0,4592
"aeronáutica";10;-0,6062;0,6062
"sessão";59;-0,9894;0,9894
"decorrência";14;-0,8487;0,8487
"exclusivamente";23;-0,7464;0,7464
"desejar";28;-0,3049;0,3049
"consenso";15;-0,9093;0,9093
"abreu";15;0,2219;-0,2219
"alguém";100;1,4872;-1,4872
"afastamento";30;-1,0788;1,0788
"fornecer";37;1,3531;-1,3531
"modo";59;-0,4717;0,4717
"contabilizar";19;-1,1518;1,1518
"illuminati";17;0,4145;-0,4145
"700";13;0,2841;-0,2841
"democracia";106;-0,32;0,32
"mau";31;-0,6731;0,6731
"nomear";32;-0,7114;0,7114
"causa";117;-0,2663;0,2663
"conferência";15;0,5092;-0,5092
"coreias";11;-0,6668;0,6668
"segredo";16;1,3235;-1,3235
"pentágono";33;-0,7503;0,7503
"cheiro";10;0,8814;-0,8814
"único";162;-0,2612;0,2612
"acima";86;1,8601;-1,8601
"herdeiro";12;-0,7275;0,7275
"bem";295;0,6244;-0,6244
"igreja";22;0,8255;-0,8255
"pressão";55;-0,5823;0,5823
"mês";309;-0,2801;0,2801
"crescente";24;-0,7926;0,7926
"supostamente";30;-0,3577;0,3577
"suspensão";42;0,7609;-0,7609
"pedaço";17;1,2199;-1,2199
"necessidade";80;-1,046;1,046
"diplomacia";19;-1,1518;1,1518
"abastecer";18;1,126;-1,126
"falha";17;-0,2111;0,2111
"jorge";30;0,2509;-0,2509
"batizar";18;-0,2381;0,2381
"caça";22;1,7393;-1,7393
"51";16;-0,97;0,97
"cima";24;0,7097;-0,7097
"intimidação";15;0,2219;-0,2219
"tornar";149;-0,6127;0,6127
"comitê";26;-0,8865;0,8865
"confrontar";10;0,8814;-0,8814
"escritório";34;-1,2763;1,2763
"passo";56;-0,6094;0,6094
"tiro";38;-1,4781;1,4781
"atual";178;-0,2689;0,2689
"b";36;1,0545;-1,0545
"embargo";27;-0,934;0,934
"120";10;-0,6062;0,6062
"grau";35;-0,8297;0,8297
"trf4";28;-0,9819;0,9819
"palocci";195;-0,8313;0,8313
"gênero";11;1,3512;-1,3512
"médio";75;0,4133;-0,4133
"escrever";78;0,5022;-0,5022
"humano";69;-1,0002;1,0002
"futebol";21;-0,6555;0,6555
"bloqueado";14;-0,8487;0,8487
"antimíssil";12;0,702;-0,702
"luz";12;0,3224;-0,3224
"antonio";75;-1,2013;1,2013
"macron";13;-0,7881;0,7881
"confundir";14;1,0063;-1,0063
"delcídio";25;-1,5156;1,5156
"apelo";28;0,2972;-0,2972
"yuka";14;-0,8487;0,8487
"processual";25;-1,5156;1,5156
"proteger";50;1,9944;-1,9944
"limite";57;0,9349;-0,9349
"escritura";10;-0,6062;0,6062
"harmonia";10;-0,6062;0,6062
"diplomata";18;0,6996;-0,6996
"ligado";47;-0,3834;0,3834
"cena";15;0,2219;-0,2219
"entrada";40;-0,6637;0,6637
"reclamação";13;-0,7881;0,7881
"possibilidade";130;-1,1394;1,1394
"assassinar";18;1,126;-1,126
"mesmo";684;0,3216;-0,3216
"possível";223;-0,8758;0,8758
"parte";464;0,6193;-0,6193
"vitor";12;-0,7275;0,7275
"desfecho";12;-0,7275;0,7275
"empregado";15;-0,3979;0,3979
"oab";21;-1,2731;1,2731
"prosseguir";11;0,3668;-0,3668
"temer";55;1,3164;-1,3164
"físico";30;-0,3577;0,3577
"onda";18;-0,5234;0,5234
"racional";10;0,8814;-0,8814
"40";60;-1,4206;1,4206
"sexto";55;-1,2178;1,2178
"41";17;-0,2111;0,2111
"demissão";13;0,6294;-0,6294
"testemunho";16;0,8366;-0,8366
"testemunha";52;-1,1;1,1
"execução";47;-1,944;1,944
"minoria";10;-0,6062;0,6062
"fechar";87;-0,7329;0,7329
"inerente";10;-0,6062;0,6062
"juntar";35;1,1135;-1,1135
"fortalecer";15;-0,3979;0,3979
"fato";384;-0,9017;0,9017
"definitivo";30;-0,6353;0,6353
"costumar";24;-0,422;0,422
"pacheco";24;-0,2096;0,2096
"estabelecimento";21;-0,6555;0,6555
"determinar";113;-1,4731;1,4731
"rota";17;-0,4808;0,4808
"twitter";65;0,3215;-0,3215
"zanin";44;-0,3179;0,3179
"congresso";223;-1,6209;1,6209
"homs";12;-0,2807;0,2807
"velocidade";17;-0,2111;0,2111
"morrer";80;0,8149;-0,8149
"motivo";69;0,7402;-0,7402
"preconceito";18;-1,0912;1,0912
"importação";21;-1,2731;1,2731
"soviético";35;-0,2895;0,2895
"autoria";23;-0,389;0,389
"ação";519;-1,6687;1,6687
"24";69;-0,7239;0,7239
"outubro";67;-1,7161;1,7161
"mudo";21;-0,3257;0,3257
"antônio";45;0,266;-0,266
"ex_executivo";16;0,8366;-0,8366
"questionar";168;-0,8044;0,8044
"anulação";10;-0,2086;0,2086
"parede";12;-0,7275;0,7275
"tramitar";27;-0,934;0,934
"diplomático";32;0,3912;-0,3912
"pmdb_ce";14;-0,8487;0,8487
"ha";10;-0,6062;0,6062
"vigente";10;-0,6062;0,6062
"helicóptero";15;0,5092;-0,5092
"começo";19;-0,5668;0,5668
"converter";11;-0,6668;0,6668
"oposto";15;0,9167;-0,9167
"vigor";15;-0,9093;0,9093
"regra";101;-1,7605;1,7605
"opositor";10;-0,2086;0,2086
"frigorífico";83;-0,46;0,46
"sempre";218;-0,9391;0,9391
"etapa";27;-0,5255;0,5255
"urna";17;-0,4808;0,4808
"armazenamento";12;-0,7275;0,7275
"índio";31;1,0006;-1,0006
"indulto";18;-0,2381;0,2381
"convite";18;-1,0912;1,0912
"greve";21;-1,2731;1,2731
"decorrente";16;-0,97;0,97
"rural";28;0,5265;-0,5265
"benefício";93;-1,8644;1,8644
"derrota";19;-0,5668;0,5668
"expulsar";10;0,4186;-0,4186
"4a";38;-0,9521;0,9521
"faixa";13;-0,7881;0,7881
"presente";69;1,5163;-1,5163
"frango";19;-0,2663;0,2663
"prisional";14;-0,8487;0,8487
"sigilo";83;-0,6371;0,6371
"exigir";86;-0,7084;0,7084
