"";"classe 1";"classe 2";"classe 3";"classe 4"
"inteligência";0,238;0,18;0,777;0,005
"inimigo";0,018;0,109;0,132;0
"ilegal";0,018;0;0,49;0,685
"idade";0,051;0,489;0,153;0,817
"icbm";0,018;0,109;0,132;0
"gerar";0;0,109;0,132;0,063
"francisco";0,006;0,688;0,208;0,12
"força_tarefa";0,53;0,003;0,665;0,096
"famoso";0,771;0,449;0,898;0,257
"evento";0,887;0,489;0,769;0,593
"escolher";0,461;0,821;0,346;0,15
"escapar";0,711;0,976;0,344;0,685
"derrubar";0,023;0,449;0,132;0,063
"data";0,401;0,489;0,004;0,318
"contrário";0,02;0,152;0,178;0,97
"controlar";0,025;0,072;0,153;0,039
"construir";0,025;0,333;0,769;0,194
"conselho";0,34;0,414;0,49;0,748
"conduzir";0,401;0,489;0,248;0,593
"concluir";0,887;0,89;0,57;0,593
"comentário";0,579;0,128;0,153;0,039
"colega";0,907;0,214;0,002;0,15
"ciro";0,697;0,688;0,008;0,12
"assad";0,124;0,128;0,153;0
"agressão";0,34;0,109;0,49;0,295
"absolver";0,049;0,18;0;0,12
"órgão";0,21;0,072;0,153;0,078
"âmbito";0,401;0,333;0,044;0,078
"york";0,171;0,745;0,631;0,439
"vírus";0,025;0,89;0,153;0
"voo";0,579;0,128;0,153;0,039
"volta";0,21;0,128;0,769;0,817
"vaccari";0,171;0,152;0;0,096
"uso";0,53;0,152;0,665;0,016
"ultrapassar";0,124;0,009;0,153;0,593
"twitter";0,394;0,579;0,178;0,439
"total";0,124;0,009;0,57;0,817
"tomahawk";0,025;0,128;0,153;0
"time";0,53;0,579;0,178;0,016
"terra";0,21;0,128;0,57;0,593
"tanque";0,049;0,18;0,208;0
"sério";0,53;0,152;0,001;0,395
"sérgio";0,911;0,003;0,178;0,096
"secretário";0,124;0,489;0,153;0
"saud";0,035;0;0,178;0,096
"salvar";0,038;0,257;0,287;0,774
"reunir";0,461;0,214;0,911;0,663
"retornar";0,124;0,489;0,769;0,039
"repórter";0,233;0,688;0,777;0,492
"repassar";0,124;0,001;0,769;0,078
"registrar";0,238;0,016;0,488;0,12
"randolfe";0,014;0,821;0,243;0,15
"provocação";0,049;0,18;0,208;0
"provar";0,332;0,071;0,346;0,15
"pretender";0,401;0,89;0,044;0,318
"preste";0,394;0,152;0,665;0,439
"prender";0,907;0,214;0,002;0,15
"prazo";0,124;0,89;0,004;0,318
"postar";0,008;0,89;0,153;0,078
"planalto";0,21;0,333;0,57;0,078
"pessoal";0,887;0,009;0,57;0,078
"perguntar";0,111;0,579;0,631;0,096
"perceber";0,051;0,128;0,153;0,593
"penal";0,051;0,89;0,57;0,078
"palestra";0,688;0,59;0,488;0,12
"obstrução";0,401;0,489;0;0,078
"obra";0,171;0,003;0,631;0,096
"noblat";0,049;0,59;0;0,12
"mudança";0,401;0,89;0,153;0,039
"morte";0,035;0,579;0,021;0,439
"milhar";0,394;0,579;0,178;0,439
"mentira";0,02;0,579;0,665;0,096
"marco";0,907;0,821;0,046;0,15
"lúcio";0,025;0;0,153;0,078
"léo";0,035;0,745;0;0,096
"lixo";0,002;0,152;0,665;0,096
"liberdade";0,394;0,579;0,163;0,096
"legislativo";0,001;0,489;0,153;0,078
"legal";0,21;0,89;0,769;0,078
"kg";0,02;0,38;0,41;0,309
"japonês";0,025;0,128;0,153;0
"irã";0,049;0,18;0,208;0
"interesse";0,171;0,579;0,178;0,001
"inteiro";0,008;0,128;0,153;0,817
"instalação";0,238;0,18;0,208;0
"humberto";0,688;0,59;0,488;0,12
"hospital";0,001;0,214;0,243;0,15
"guido";0,697;0,016;0,777;0,12
"guardar";0,401;0,333;0,769;0,817
"governador";0,124;0;0,153;0,078
"golpista";0;0,128;0,153;0,078
"gado";0,068;0,005;0,243;0,663
"frigorífico";0,124;0;0,153;0,078
"fornecer";0,035;0,228;0,631;0,439
"foguete";0,035;0,152;0,178;0
"extremo";0,238;0,18;0,208;0
"estudar";0,02;0,152;0,631;0,096
"estragado";0,238;0;0,208;0,12
"espécie";0,53;0,228;0,163;0,096
"esconder";0,688;0,59;0,777;0,492
"envolvido";0,068;0;0,243;0,15
"empréstimo";0,171;0;0,178;0,096
"emissor";0,887;0,128;0,769;0,194
"emenda";0,047;0,59;0,208;0,12
"desfile";0,035;0,152;0,178;0
"daniel";0,035;0;0,665;0,096
"dallagnol";0,261;0,38;0,505;0,309
"cumprir";0,035;0,152;0,021;0,113
"confiar";0,233;0,18;0,208;0,294
"confiança";0,21;0,89;0,57;0,318
"confessar";0,401;0,001;0,57;0,078
"condenação";0,579;0,128;0,004;0,078
"comissão";0,934;0,046;0,41;0,309
"calar";0,124;0;0,57;0,078
"beneficiar";0,53;0;0,178;0,096
"bancada";0,261;0,38;0,505;0,309
"atuar";0,401;0,001;0,57;0,078
"assumir";0,111;0,579;0,178;0,97
"associação";0,049;0,59;0,488;0,294
"assinar";0,124;0,072;0,248;0,318
"assessoria";0,688;0,139;0,208;0,492
"apresentador";0,233;0,18;0,208;0,294
"aposentado";0,233;0,59;0,777;0,12
"andrea";0,025;0,89;0;0,078
"alma";0,111;0,579;0,631;0,096
"alimento";0,697;0,59;0,777;0,856
"alexandre";0,014;0,214;0,911;0,15
"alcance";0,049;0,688;0,208;0
"afastado";0,124;0,001;0,769;0,078
"acrescentar";0,025;0,489;0,153;0
"absoluto";0,688;0,59;0,777;0,492
"óbvio";0,111;0,152;0,665;0,97
"área";0,049;0,139;0,208;0,055
"zé";0,001;0,214;0,243;0,15
"zavascki";0,035;0,152;0;0,096
"virar";0,001;0,214;0,243;0,15
"uscifrão";0,049;0,016;0,777;0,856
"união";0,53;0,037;0,665;0,395
"troca";0,233;0,59;0,777;0,12
"trecho";0,047;0,688;0,777;0,12
"texto";0,047;0,688;0,777;0,12
"terça_feira";0,53;0,152;0,178;0,001
"tentativa";0,035;0,579;0,631;0,016
"século";0,907;0,214;0,243;0,021
"suspensão";0,035;0,579;0;0,395
"surgir";0,697;0,688;0,208;0,055
"suficiente";0,911;0,152;0,665;0,113
"sucesso";0,907;0,214;0,243;0,021
"sinal";0,049;0,18;0,208;0
"sigilo";0,035;0,152;0;0,97
"sangue";0,006;0,18;0,208;0,492
"rico";0,006;0,688;0,208;0,12
"resultado";0,02;0,152;0,178;0,97
"relato";0,002;0,579;0,178;0,096
"região";0,171;0,152;0,631;0,016
"reagir";0,111;0,152;0,178;0,439
"publicação";0,53;0,745;0,163;0,395
"prédio";0,461;0,071;0,243;0,15
"prático";0,035;0,228;0,001;0,096
"protocolar";0,035;0,579;0;0,096
"presa";0,049;0,59;0;0,12
"posição";0,911;0,579;0,178;0,113
"ponto";0,111;0,821;0,243;0,616
"período";0,035;0;0,631;0,096
"pergunta";0,233;0,18;0,488;0,492
"opção";0,068;0,214;0,911;0,001
"onu";0,068;0,214;0,243;0
"ogiva";0,035;0,152;0,178;0
"norte_coreana";0,035;0,152;0,178;0
"norte_americana";0,035;0,152;0,178;0
"nobre";0,111;0,745;0,665;0,096
"negócio";0,697;0,001;0,208;0,12
"mãe";0,394;0,579;0,665;0,97
"máximo";0,697;0,688;0,777;0,294
"morto";0,068;0,821;0,911;0,021
"michel";0,014;0,821;0,243;0,15
"merecer";0,02;0,579;0,178;0,395
"macedo";0,261;0,577;0,41;0,309
"louco";0,394;0,152;0,178;0,113
"lobo";0,003;0,257;0,287;0,189
"livro";0,02;0,38;0,41;0,309
"ligar";0,907;0,821;0,046;0,15
"liderar";0,332;0,214;0,243;0,001
"jurídico";0,049;0,139;0,008;0,12
"juntar";0,035;0,579;0,665;0,001
"imprudente";0,171;0,152;0,178;0
"impedir";0,907;0,821;0,243;0,17
"imaginar";0,837;0,257;0,213;0,774
"ignorar";0,197;0,38;0,41;0,003
"identificar";0,068;0,071;0,046;0,15
"hostilizar";0,014;0,214;0,911;0,15
"grampo";0,049;0,688;0;0,12
"gonçalves";0,068;0;0,911;0,15
"gestão";0,394;0,037;0,178;0,096
"geddel";0,394;0,228;0,665;0,096
"g20";0,02;0,152;0,178;0,97
"frase";0,002;0,152;0,178;0,395
"filmar";0,238;0,016;0,488;0,12
"fhc";0,907;0,005;0,243;0,15
"fechar";0,394;0,228;0,178;0,395
"faltar";0,697;0,18;0;0,12
"expor";0,171;0,579;0,021;0,97
"exigir";0,394;0,745;0,178;0,97
"estimar";0,068;0,43;0,243;0,021
"estadão";0,461;0,214;0,046;0,15
"específico";0,394;0,579;0,178;0,439
"escândalo";0,233;0,139;0,208;0,12
"errar";0,047;0,59;0,208;0,12
"enfrentar";0,111;0,152;0,178;0,439
"eleger";0,53;0,228;0,163;0,096
"dúvida";0,238;0,59;0,488;0,856
"dito";0,697;0,016;0,208;0,492
"dignidade";0,171;0,152;0,631;0,016
"diferente";0;0,18;0,208;0,12
"dezena";0,171;0,579;0,665;0,016
"detonar";0,53;0,152;0,178;0,001
"determinar";0,035;0,579;0;0,096
"daily";0,171;0,152;0,178;0
"conversar";0,697;0,688;0,488;0,856
"constar";0,238;0,139;0,095;0,12
"compor";0,332;0,214;0,002;0,616
"completar";0,047;0,18;0,777;0,492
"comida";0,02;0,579;0,178;0,395
"cogitar";0,911;0,579;0,163;0,395
"chorar";0,837;0,275;0,928;0,189
"central";0,394;0,579;0,178;0,439
"carta";0,049;0,688;0,208;0
"canal";0,907;0,214;0,243;0,021
"bashar";0,035;0,152;0,178;0
"baixo";0,238;0,18;0,488;0,055
"avaliar";0,53;0,579;0,665;0,113
"atender";0,254;0,257;0,928;0,774
"armar";0,233;0,688;0,208;0,856
"aeroporto";0,003;0,257;0,287;0,189
"administração";0,171;0,745;0,163;0,97
"índio";0,111;0,214;0,243;0,663
"violar";0,096;0,257;0,213;0,077
"viajar";0,688;0,688;0,777;0,856
"vergonha";0,014;0,821;0,243;0,15
"vazar";0,068;0,071;0,046;0,15
"vara";0,049;0,139;0,008;0,12
"vantagem";0,697;0,001;0,208;0,12
"uruguai";0,099;0,311;0,734;0,24
"unidade";0,332;0,214;0,911;0,021
"turquia";0,697;0,18;0,208;0,005
"tucano";0,697;0,59;0,095;0,12
"transformar";0,068;0,821;0,346;0,17
"transferir";0,068;0,821;0;0,15
"termo";0,238;0,18;0;0,492
"tamanho";0,047;0,18;0,777;0,492
"suíço";0,466;0,983;0,016;0,189
"suspender";0,049;0,18;0,008;0,294
"sozinho";0,049;0,688;0,208;0
"servidor";0,006;0,688;0,208;0,12
"sede";0,688;0,18;0,008;0,12
"ruim";0,047;0,688;0,208;0,492
"restringir";0,657;0,818;0,734;0,979
"repetir";0,254;0,257;0,928;0,774
"reforçar";0,238;0,18;0,208;0
"redução";0,111;0,821;0,911;0,15
"recorrer";0,332;0,214;0;0,15
"reação";0,907;0,214;0,911;0,17
"qualidade";0,096;0,983;0,016;0,774
"punir";0,003;0,257;0,287;0,189
"pronunciamento";0,261;0,38;0,505;0,309
"proibir";0,697;0,18;0,777;0,055
"preocupação";0,233;0,688;0,208;0,856
"posto";0,049;0,139;0,488;0,856
"pm";0,047;0,688;0,777;0,12
"permitir";0,332;0,821;0,911;0,17
"pequeno";0,238;0,016;0,208;0,856
"peemedebista";0,047;0,688;0,777;0,12
"paz";0,049;0,18;0,208;0
"paranaense";0,254;0,983;0,928;0,189
"ouvir";0,837;0,983;0,213;0,189
"oposição";0;0,18;0,208;0,12
"oliveira";0,934;0,577;0,505;0,309
"oferecer";0,049;0,016;0,488;0,492
"negativo";0,332;0,214;0,046;0,663
"mulher";0,047;0,18;0,777;0,492
"mover";0,049;0,688;0,777;0,005
"modelo";0,466;0,983;0,928;0,46
"mg";0,688;0,139;0,777;0,12
"membro";0,461;0,821;0,911;0,616
"material";0,068;0,005;0,911;0,616
"marcar";0,907;0,214;0,046;0,616
"maio";0,697;0,59;0,095;0,12
"lindbergh";0,261;0,577;0,41;0,309
"ligação";0,907;0,43;0,346;0,15
"ladrão";0,001;0,214;0,243;0,15
"jon";0,049;0,18;0,208;0
"jbs_friboi";0,068;0;0,243;0,15
"jair";0,014;0,821;0,243;0,15
"ivanka";0,907;0,214;0,243;0,021
"istoé";0,697;0,001;0,208;0,12
"islâmico";0,688;0,18;0,208;0,055
"isis";0,049;0,18;0,208;0
"irritar";0,014;0,821;0,243;0,15
"internet";0,047;0,59;0,208;0,12
"inquérito";0,068;0,214;0;0,15
"iniciar";0,238;0,688;0,488;0,294
"indústria";0,907;0,005;0,243;0,15
"impressionante";0,047;0,18;0,208;0,856
"impossível";0,907;0,214;0,346;0,663
"homicídio";0,068;0;0,243;0,616
"guarujá";0,049;0,688;0;0,12
"garantir";0,332;0,43;0,911;0,663
"função";0,461;0,821;0,346;0,15
"frio";0,907;0,43;0,243;0,663
"fase";0,068;0,821;0;0,15
"executar";0,068;0,43;0,911;0,17
"exato";0,233;0,59;0,777;0,12
"europa";0,068;0,214;0,243;0
"estocar";0,049;0,18;0;0,856
"errado";0,233;0,18;0,777;0,856
"elogiar";0,688;0,18;0,777;0,294
"elite";0,907;0,214;0,243;0,021
"eliminar";0,049;0,688;0,208;0
"educação";0,001;0,214;0,243;0,15
"domingo";0,254;0,257;0,287;0,46
"direção";0,049;0,18;0,777;0
"difícil";0,111;0,821;0,243;0,616
"detalhar";0,049;0;0,208;0,12
"desenvolvimento";0,697;0,688;0,208;0,055
"desemprego";0,006;0,18;0,777;0,12
"desabafar";0,047;0,688;0,777;0,12
"dente";0,001;0,214;0,243;0,15
"dano";0,238;0,688;0,008;0,492
"curioso";0,068;0;0,911;0,15
"cuidado";0,688;0,18;0,095;0,492
"criticar";0,238;0,59;0,777;0,294
"criminal";0,461;0,821;0,346;0,15
"contato";0,049;0,688;0;0,492
"conspiração";0,697;0,18;0,488;0,294
"conceder";0,047;0,688;0,777;0,12
"comprovar";0,238;0,001;0,208;0,492
"cifrão";0,907;0,005;0,243;0,15
"chico";0,261;0,577;0,41;0,309
"celular";0,461;0,43;0,911;0,15
"caça";0,049;0,18;0,208;0
"carlos";0,096;0,001;0,928;0,189
"bndes";0,238;0;0,208;0,12
"beneficiário";0,049;0;0,208;0,12
"aviso";0,049;0,18;0,208;0
"audiência";0,657;0,311;0,003;0,24
"ator";0,006;0,688;0,208;0,12
"ativo";0,049;0,59;0,095;0,856
"aspa";0,233;0,688;0,488;0,12
"armada";0,238;0,18;0,208;0
"aprender";0,006;0,18;0,777;0,12
"al_assad";0,049;0,18;0,208;0
"advertir";0,238;0,18;0,208;0
"adquirir";0,049;0,59;0,008;0,492
"aceitar";0,049;0,016;0,777;0,856
"abrigo";0,332;0,214;0,243;0,001
"ética";0,003;0,257;0,287;0,189
"visitar";0,907;0,43;0,911;0,616
"vidente";0,254;0,983;0,287;0,774
"vento";0,332;0,214;0;0,15
"vencer";0,254;0,983;0,287;0,774
"velho";0,907;0,43;0,346;0,15
"vagabundo";0,003;0,257;0,287;0,189
"utilizar";0,096;0,257;0;0,774
"urgente";0,099;0,818;0,341;0,24
"tráfico";0,657;0,818;0,103;0,24
"traçar";0,461;0,214;0,046;0,15
"transportar";0,068;0,214;0,243;0
"tom";0,547;0,141;0,341;0,24
"terrível";0,466;0,983;0,287;0,077
"terrorista";0,907;0,214;0,243;0,021
"televisão";0,461;0,821;0,243;0,663
"teixeira";0,068;0,214;0;0,15
"sustentar";0,014;0,821;0,243;0,15
"stuckert";0,068;0,821;0;0,15
"sonho";0,547;0,818;0,734;0,24
"sobrevoar";0,137;0,311;0,341;0,001
"sites";0,099;0,818;0,341;0,24
"sistêmico";0,461;0,214;0,911;0,663
"sentir";0,461;0,43;0,243;0,616
"sentido";0,254;0,257;0,928;0,774
"secreto";0,137;0,311;0,341;0,001
"rumo";0,461;0,214;0,243;0,17
"ronan";0,096;0,001;0,928;0,189
"retomar";0,099;0,311;0,341;0,979
"retirar";0,111;0,214;0,243;0,663
"respeitar";0,261;0,38;0,505;0,309
"residência";0,466;0,983;0,016;0,189
"repasse";0,068;0;0,243;0,15
"remédio";0,111;0,214;0,243;0,663
"rei";0,099;0,818;0,341;0,24
"regra";0,137;0;0,341;0,24
"razão";0,837;0,257;0,928;0,46
"ramo";0,137;0;0,341;0,24
"queijo";0,261;0,38;0,505;0,309
"quebrar";0,038;0,257;0,287;0,774
"quarta_feira";0,332;0,214;0,002;0,616
"quadro";0,837;0,028;0,287;0,189
"punição";0,111;0,821;0,911;0,15
"proteção";0,657;0,311;0,734;0,263
"protestar";0,001;0,214;0,243;0,15
"prontidão";0,068;0,214;0,911;0,001
"profissional";0,068;0,214;0;0,616
"procuradoria";0,332;0,43;0,046;0,15
"privado";0,111;0,214;0,346;0,15
"primo";0,096;0,028;0,213;0,189
"primeiro_ministro";0,068;0,214;0,243;0
"prejuízo";0,068;0,005;0,346;0,15
"preciso";0,099;0,311;0,341;0,979
"posicionar";0,096;0,983;0,287;0,005
"portugal";0,466;0,257;0,213;0,46
"planilha";0,068;0;0,243;0,15
"planeta";0,466;0,983;0,287;0,077
"pha";0,038;0,983;0,287;0,189
"pesado";0,837;0,257;0,928;0,46
"perrella";0,466;0,275;0,213;0,189
"permanecer";0,837;0,983;0,928;0,774
"pedra";0,547;0,141;0,341;0,24
"parlamento";0,837;0,257;0,213;0,774
"papa";0,099;0,311;0,734;0,24
"ousar";0,111;0,214;0,243;0,663
"nível";0,837;0,257;0,287;0,077
"noruega";0,003;0,257;0,287;0,189
"norte_coreanas";0,068;0,214;0,243;0
"normal";0,261;0,38;0,505;0,309
"necessidade";0,332;0,43;0,346;0,616
"naval";0,068;0,214;0,243;0
"mp";0,332;0;0,243;0,15
"movimentar";0,096;0,001;0,287;0,774
"moscou";0,068;0,214;0,243;0
"mortal";0,068;0,214;0,911;0,001
"moeda";0,837;0,028;0,287;0,189
"modo";0,332;0,43;0,911;0,663
"miúdo";0,068;0;0,243;0,15
"mensal";0,068;0;0,243;0,616
"menor";0,837;0,275;0,928;0,189
"marqueteiro";0,068;0,214;0;0,15
"marca";0,332;0,005;0,243;0,616
"manipular";0,332;0,071;0,243;0,663
"lima";0,068;0,071;0,046;0,15
"liberar";0,332;0,005;0,911;0,15
"levantar";0,837;0,028;0,287;0,189
"justificar";0,461;0,214;0,346;0,616
"jogo";0,907;0,43;0,243;0,663
"intervenção";0,003;0,257;0,287;0,189
"interno";0,254;0,275;0,287;0,189
"integrante";0,096;0,275;0,016;0,189
"independente";0,014;0,214;0,911;0,15
"incomodar";0,111;0,821;0,243;0,616
"importância";0,461;0,821;0,243;0,663
"hélio";0,001;0,214;0,243;0,15
"hwasong_12";0,096;0,257;0,287;0
"habitante";0,837;0,983;0,287;0,46
"habeas";0,096;0,257;0;0,189
"gópi";0,261;0,577;0,41;0,309
"grosso";0,332;0,071;0,346;0,15
"gravar";0,254;0,275;0,287;0,189
"gastar";0,014;0,214;0,911;0,15
"fundamental";0,907;0,821;0,911;0,663
"funcionar";0,907;0,43;0,346;0,15
"fuga";0,068;0,821;0;0,15
"friedman";0,068;0,214;0,243;0
"fox";0,068;0,214;0,243;0
"fortuna";0,907;0,43;0,243;0,663
"finalizar";0,332;0,214;0,346;0,17
"fernando";0,837;0,275;0,928;0,189
"exibir";0,137;0,311;0,341;0,001
"etc";0,907;0,43;0,243;0,663
"estrangeiro";0,068;0,821;0,243;0,001
"esquecer";0,111;0,821;0,911;0,15
"esperança";0,934;0,577;0,41;0,758
"escalão";0,461;0,43;0,243;0,616
"equipamento";0,068;0,214;0,911;0,001
"embaixada";0,068;0,214;0,346;0,021
"email";0,466;0,257;0;0,189
"dr";0,907;0,821;0,346;0,616
"doar";0,837;0,028;0,287;0,189
"divulgação";0,907;0,071;0,911;0,15
"dividir";0,907;0,821;0,911;0,663
"disputa";0,111;0,43;0,243;0,15
"dirigir";0,466;0,275;0,287;0,46
"df";0,907;0,005;0,243;0,15
"dezembro";0,068;0,43;0,046;0,616
"devido";0,137;0,818;0,341;0,023
"desrespeitar";0,254;0,257;0,213;0,189
"deslocar";0,332;0,214;0,243;0,001
"desenvolver";0,657;0,311;0,341;0,023
"desafiar";0,068;0,214;0,243;0
"departamento";0,096;0,983;0,287;0,005
"delegado";0,332;0,43;0,046;0,15
"decretar";0,332;0,821;0,002;0,15
"câmera";0,837;0,275;0,928;0,189
"cultura";0,02;0,38;0,41;0,309
"correto";0,099;0,311;0,341;0,979
"corpus";0,096;0,257;0;0,189
"convencer";0,466;0,983;0,213;0,774
"contratar";0,096;0,028;0,928;0,774
"consequência";0,657;0,311;0,734;0,263
"condição";0,332;0,821;0,911;0,17
"comunicação";0,332;0,214;0,243;0,001
"comunicar";0,907;0,821;0,046;0,15
"comum";0,111;0,821;0,911;0,15
"comportamento";0,837;0,275;0,287;0,774
"completo";0,907;0,43;0,346;0,15
"companheiro";0,001;0,214;0,243;0,15
"combater";0,461;0,214;0,243;0,17
"comandante";0,068;0,214;0,002;0,663
"classificar";0,068;0,821;0,046;0,663
"circunstância";0,096;0,257;0,213;0,077
"chance";0,332;0,821;0,911;0,17
"caráter";0,111;0,214;0,346;0,15
"carregar";0,907;0,214;0,243;0,021
"caminhão";0,111;0,821;0,243;0,616
"britânico";0,096;0,257;0,928;0,005
"brf";0,096;0;0,287;0,189
"braço";0,461;0,43;0,911;0,15
"bilionário";0,466;0,001;0,287;0,189
"atividade";0,096;0,983;0,213;0,46
"artigo";0,837;0,257;0,928;0,46
"armamento";0,068;0,214;0,243;0
"argumento";0,461;0,214;0,046;0,15
"argumentar";0,332;0,071;0,346;0,15
"ar";0,111;0,821;0,243;0,616
"antônio";0,907;0,071;0,911;0,15
"analista";0,332;0,821;0,911;0,17
"amanda";0,003;0,257;0,287;0,189
"alves";0,02;0,38;0,41;0,309
"alterar";0,837;0,275;0,287;0,774
"alckmin";0,068;0;0,911;0,15
"afetar";0,466;0,983;0,287;0,077
"aeronave";0,096;0,983;0,287;0,005
"advertência";0,907;0,214;0,243;0,021
"acesso";0,907;0,821;0,346;0,616
"abin";0,934;0,38;0,031;0,309
"ônibus";0,038;0,983;0,287;0,189
"zelador";0,934;0,38;0,031;0,309
"zanin";0,466;0,257;0;0,189
"vândalo";0,007;0,311;0,341;0,24
"voar";0,466;0,257;0,287;0,005
"vizinho";0,096;0,983;0,287;0,005
"visar";0,547;0,818;0,341;0,979
"vice_presidente";0,837;0,257;0,287;0,077
"vermelho";0,254;0,983;0,287;0,774
"venezuelano";0,007;0,311;0,341;0,24
"unir";0,466;0,257;0,928;0,077
"título";0,02;0,38;0,41;0,309
"trf_4";0,096;0,257;0;0,189
"trazer";0,466;0,257;0,928;0,077
"trabalhador";0,099;0,818;0,341;0,24
"tender";0,837;0,257;0,287;0,077
"telefone";0,837;0,983;0,287;0,46
"suspeita";0,096;0,028;0,287;0,46
"sujo";0,657;0,818;0,103;0,24
"sujeito";0,254;0,257;0,213;0,189
"subterrâneo";0,197;0,38;0,41;0,003
"somar";0,096;0;0,287;0,189
"solução";0,003;0,257;0,287;0,189
"socialista";0,038;0,257;0,287;0,774
"shinzo";0,096;0,257;0,287;0
"sexta_feira";0,657;0,311;0,103;0,979
"seguida";0,197;0,38;0,41;0,003
"segredo";0,096;0,983;0,016;0,774
"saúde";0,254;0,257;0,928;0,774
"safado";0,003;0,257;0,287;0,189
"rural";0,261;0,38;0,41;0,758
"rj";0,007;0,311;0,341;0,24
"retaliação";0,837;0,257;0,287;0,077
"residir";0,547;0,818;0,341;0,979
"renúncia";0,261;0,38;0,505;0,309
"renato";0,657;0,818;0,103;0,24
"relacionamento";0,837;0,983;0,928;0,774
"registro";0,837;0,983;0,213;0,189
"refinaria";0,547;0,141;0,341;0,24
"reduzir";0,837;0,257;0,287;0,077
"recuperar";0,837;0,983;0,213;0,189
"rapaz";0,003;0,257;0,287;0,189
"protesto";0,003;0,257;0,287;0,189
"pronunciar";0,837;0,983;0,287;0,46
"promover";0,038;0,257;0,287;0,774
"promotor";0,837;0,983;0,213;0,189
"projetar";0,837;0,257;0,287;0,077
"pressão";0,934;0,38;0,41;0,103
"pressionar";0,466;0,983;0,928;0,46
"presença";0,466;0,257;0,287;0,005
"prescrever";0,137;0,141;0,103;0,24
"pregent";0,096;0,257;0,287;0
"preferir";0,657;0,818;0,734;0,979
"prefeitura";0,254;0,983;0,928;0,189
"poço";0,007;0,311;0,341;0,24
"potência";0,096;0,257;0,287;0
"porta";0,254;0,257;0,213;0,189
"podre";0,466;0,001;0,287;0,189
"plástico";0,837;0,983;0,287;0,46
"pior";0,837;0,983;0,928;0,774
"pimentel";0,254;0,275;0,287;0,189
"perito";0,137;0,141;0,103;0,24
"pence";0,197;0,38;0,41;0,003
"pedro";0,096;0,028;0,213;0,189
"pedaço";0,038;0,257;0,928;0,189
"passo";0,934;0,38;0,41;0,103
"pago";0,096;0;0,287;0,189
"orientar";0,096;0,275;0,928;0,46
"organizar";0,038;0,257;0,287;0,774
"obter";0,137;0,141;0,341;0,263
"obstruir";0,254;0,983;0,928;0,189
"new";0,934;0,577;0,41;0,758
"negociação";0,096;0,028;0,928;0,774
"méxico";0,837;0,257;0,928;0,46
"município";0,099;0,311;0,341;0,979
"morador";0,038;0,257;0,287;0,774
"montar";0,096;0,983;0,016;0,774
"militante";0,254;0,983;0,928;0,189
"milha";0,096;0,257;0,287;0
"mero";0,038;0,983;0,287;0,189
"merkel";0,137;0,311;0,341;0,001
"meirelles";0,007;0,311;0,341;0,24
"massa";0,096;0,257;0,287;0
"março";0,096;0,983;0,213;0,46
"marisa";0,657;0,311;0,003;0,24
"maria";0,837;0,028;0,287;0,189
"mando";0,197;0,001;0,41;0,309
"mail";0,096;0,257;0,287;0
"machado";0,096;0;0,287;0,189
"londres";0,137;0,311;0,341;0,001
"localizar";0,096;0,983;0,287;0,005
"livre";0,099;0,818;0,341;0,24
"livrar";0,038;0,257;0,928;0,189
"link";0,038;0,983;0,287;0,189
"ligado";0,934;0,38;0,505;0,758
"liderança";0,096;0,983;0,287;0,005
"lidar";0,096;0,983;0,287;0,005
"liberado";0,099;0,818;0,341;0,24
"leitão";0,254;0,275;0,287;0,189
"legítimo";0,657;0,311;0,341;0,023
"judicial";0,096;0,275;0,016;0,189
"jantar";0,038;0,257;0,928;0,189
"ironizar";0,137;0,818;0,103;0,979
"iraque";0,137;0,311;0,341;0,001
"investigador";0,096;0,275;0,016;0,189
"interrogatório";0,096;0,257;0;0,189
"interessante";0,096;0,028;0,928;0,774
"intercontinental";0,096;0,257;0,287;0
"inteligente";0,261;0,38;0,41;0,758
"institucional";0,837;0,028;0,287;0,189
"instalar";0,466;0,983;0,287;0,077
"inocente";0,657;0,311;0,103;0,979
"inferno";0,096;0,257;0,213;0,077
"indonésio";0,096;0,257;0,287;0
"indenização";0,096;0,983;0;0,189
"inaudível";0,02;0,38;0,41;0,309
"inaceitável";0,254;0,257;0,287;0,46
"impacto";0,837;0,983;0,287;0,46
"igual";0,02;0,38;0,41;0,309
"igreja";0,007;0,311;0,341;0,24
"humano";0,466;0,257;0,928;0,077
"hornet";0,096;0,257;0,287;0
"histórico";0,934;0,38;0,505;0,758
"hipótese";0,038;0,257;0,928;0,189
"havaí";0,096;0,257;0,287;0
"hamburgo";0,038;0,257;0,287;0,774
"graça";0,137;0,141;0,734;0,979
"gomes";0,466;0,275;0,213;0,189
"gilberto";0,038;0,983;0,287;0,189
"garcia";0,02;0,38;0,41;0,309
"fácil";0,007;0,311;0,341;0,24
"fraco";0,096;0;0,287;0,189
"formar";0,254;0,983;0,928;0,189
"filósofo";0,007;0,311;0,341;0,24
"festa";0,038;0,257;0,287;0,774
"expressão";0,197;0,38;0;0,309
"expressar";0,254;0,257;0,287;0,46
"explosão";0,096;0,257;0,287;0
"expectativa";0,837;0,983;0,928;0,774
"exercer";0,657;0,818;0,734;0,979
"exclusivo";0,254;0,983;0,287;0,774
"ex_presidenta";0,254;0,257;0,213;0,189
