"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6"
"benefício";0;0;0,058;0,005;0,018;0,001
"apoiar";0,009;0,001;0,111;0,252;0;0
"tv";0,049;0,007;0,004;0,345;0,694;0,745
"pretender";0,108;0;0,136;0,471;0,386;0,939
"conjunto";0,19;0,412;0,547;0,005;0,491;0
"buscar";0,429;0,438;0,015;0,748;0,126;0,334
"assessoria";0,215;0;0,037;0,39;0,708;0,002
"presidencial";0,03;0,101;0,031;0,42;0;0,095
"função";0;0,04;0,781;0,007;0;0
"chinês";0;0;0,009;0,001;0;0
"aparecer";0,03;0,006;0,848;0,207;0,452;0,006
"sr";0,042;0,147;0,001;0,244;0,02;0,003
"neto";0;0,086;0,031;0,018;0,092;0,001
"f";0,003;0;0,002;0,001;0,003;0,284
"estratégia";0,028;0,243;0,021;0,018;0,044;0,146
"contrário";0,48;0;0,054;0,576;0;0,003
"comentar";0,143;0,238;0,151;0,748;0,005;0,377
"cara";0,021;0;0,01;0;0,278;0,011
"aceitar";0,219;0,059;0,409;0,328;0,597;0,113
"vítima";0,642;0,001;0;0,918;0,022;0,126
"sanção";0,002;0;0;0;0,002;0
"registrar";0,882;0;0,323;0,181;0,719;0,092
"recorrer";0;0;0,002;0,094;0,001;0,014
"difícil";0,001;0,001;0,029;0;0,628;0,099
"vender";0,005;0,498;0,029;0,053;0,693;0,09
"solicitar";0,24;0;0,164;0,042;0,02;0,002
"sede";0,001;0,194;0,21;0,115;0,517;0,251
"procurador_geral";0,518;0,001;0,095;0,103;0,545;0,073
"criticar";0,012;0;0,015;0,02;0;0,033
"administração";0,021;0,319;0,005;0,024;0,068;0,923
"tarde";0,285;0,581;0,192;0,042;0;0,463
"solução";0,005;0,002;0;0,712;0,566;0,129
"pesquisa";0,018;0,002;0,062;0,397;0;0,016
"fechar";0,019;0;0,065;0,082;0,043;0,071
"domingo";0,006;0,403;0,003;0,316;0,598;0
"direto";0,179;0,357;0,366;0,134;0,06;0,005
"contato";0,513;0;0,547;0,407;0,011;0
"campo";0,105;0,073;0;0,882;0,441;0,034
"trecho";0,978;0;0,006;0,048;0,127;0
"santana";0,133;0;0;0;0;0
"quarto";0,576;0,391;0,023;0,069;0;0,244
"morto";0,096;0,001;0,474;0,325;0,191;0
"magistrado";0;0,014;0,613;0,002;0,019;0
"jurídico";0;0,031;0;0,015;0,196;0
"investimento";0,045;0;0,717;0,471;0,523;0,511
"fonte";0,6;0,647;0,341;0,669;0,002;0,02
"exigir";0,429;0,144;0,001;0,044;0,391;0,07
"dúvida";0,941;0,093;0;0,002;0,302;0,125
"costa";0,001;0,019;0,653;0,024;0,147;0,488
"agente";0;0,057;0,62;0,055;0,026;0,117
"washington";0;0;0,008;0;0;0
"vista";0,68;0,025;0;0,203;0,393;0,005
"trabalhador";0,084;0,079;0,007;0,13;0,109;0,05
"quinto";0,712;0,379;0,049;0,012;0,046;0,002
"pinheiro";0,001;0,07;0,054;0,996;0,227;0,038
"pai";0,017;0,552;0,021;0;0,157;0,093
"mouro";0,981;0;0,001;0;0,005;0
"legislativo";0,032;0,004;0,696;0,219;0;0
"combate";0,016;0,003;0,001;0,069;0,912;0
"caminho";0,008;0,013;0;0,676;0,323;0,004
"alcance";0,001;0;0,008;0,001;0,014;0
"agir";0,861;0,006;0,867;0;0,196;0,95
"privado";0,114;0,002;0,075;0,26;0,104;0,001
"porto";0;0,723;0,544;0,088;0,042;0,58
"opinião";0,75;0;0;0,119;0,21;0,085
"luta";0,03;0;0;0,542;0,004;0,769
"destruir";0,006;0,001;0,654;0,963;0,005;0
"cármen";0,165;0,167;0,078;0,212;0,567;0,038
"caber";0;0;0,225;0,029;0,007;0,004
"abuso";0;0,006;0,006;0,049;0;0,002
"trf_4";0;0;0;0;0,007;0
"sigilo";0,715;0;0,539;0,007;0,028;0,083
"saída";0,006;0,003;0,787;0,294;0;0,055
"reconhecer";0,443;0,367;0,547;0,118;0,494;0,001
"nação";0,005;0;0,227;0,054;0,005;0
"frigorífico";0,001;0;0,001;0,004;0,001;0
"referência";0,332;0,3;0,014;0,794;0,06;0
"perguntar";0,004;0;0,773;0,034;0,189;0
"maio";0,727;0,36;0,151;0,559;0,159;0,476
"lúcia";0,205;0,928;0,67;0,26;0,517;0,034
"equipa";0,376;0,157;0,654;0,254;0,202;0,583
"enfrentar";0,011;0;0;0,896;0,417;0,06
"dado";0,386;0,007;0,547;0,467;0,072;0,074
"conhecido";0,034;0,256;0,045;0,002;0,715;0,52
"atender";0,532;0,394;0,748;0,39;0,483;0,048
"aberto";0,797;0,894;0,355;0,418;0,219;0,374
"território";0,002;0;0,018;0;0,002;0
"marcar";0;0,049;0,951;0,834;0,302;0,023
"ilegal";0,023;0;0,045;0,123;0,004;0,52
"crítica";0,269;0,004;0,722;0,568;0;0,674
"capaz";0,009;0;0,809;0,816;0,042;0
"capacidade";0,003;0,003;0,192;0,096;0,118;0
"afastado";0,488;0;0,21;0,115;0,517;0,007
"termo";0,699;0,097;0;0,008;0,065;0,174
"sp";0;0,611;0,008;0,849;0,481;0,001
"necessidade";0,893;0,016;0,038;0,474;0,651;0,587
"morrer";0,005;0,016;0,161;0;0,042;0,335
"fevereiro";0,532;0,229;0,192;0,004;0,025;0,967
"eventual";0;0,005;0,164;0,016;0;0,016
"estudo";0,011;0,002;0,086;0,338;0,01;0
"conflito";0,006;0;0,02;0,026;0,002;0
"beneficiar";0,823;0;0,058;0,272;0,52;0,004
"revista";0,061;0;0,399;0,351;0,284;0,002
"popular";0,004;0;0;0,792;0;0,464
"pergunta";0,215;0,07;0,33;0;0,694;0,043
"participação";0,089;0;0,094;0,051;0,138;0,368
"ocupar";0,715;0,597;0,539;0,093;0,025;0,032
"marisa";0;0,329;0,173;0,656;0,193;0,143
"tucano";0,016;0;0,003;0,145;0;0
"servir";0,089;0;0;0,036;0,011;0,139
"secretaria";0,35;0,802;0,034;0,136;0;0,023
"saud";0,004;0;0,002;0,003;0,011;0
"prédio";0,25;0,892;0,468;0,431;0,399;0,191
"oposição";0,008;0;0,399;0,002;0;0,367
"oferecer";0,519;0,003;0,748;0,704;0,123;0,228
"escrever";0,019;0,221;0;0,749;0,003;0,133
"definir";0,241;0,112;0,028;0,236;0,004;0,003
"construir";0,035;0,214;0,007;0,512;0,81;0,267
"bbc";0,001;0;0,433;0,546;0;0,01
"teori";0,214;0,111;0,727;0;0,099;0,064
"ocasião";0,042;0,001;0,023;0,029;0,321;0,593
"intenção";0,105;0,147;0,036;0,177;0,047;0,608
"funcionar";0,021;0;0,027;0,089;0,108;0,289
"esquerdo";0,016;0;0;0,474;0,014;0
"agosto";0,365;0,388;0,128;0,062;0,359;0,023
"mínimo";0,554;0,123;0,226;0,748;0;0,053
"minuto";0,053;0,18;0;0;0,007;0,021
"abertura";0,246;0,557;0,128;0,638;0,697;0,588
"médio";0,031;0,006;0,498;0,215;0,981;0,001
"dito";0,357;0,493;0,119;0,104;0,153;0,203
"disputa";0,005;0,032;0,366;0,435;0;0,556
"dirceu";0;0;0;0,439;0,118;0
"candidatura";0,404;0;0,031;0,017;0;0
"cadeia";0;0,601;0,138;0,082;0,367;0,032
"antonio";0,269;0;0,015;0,007;0,417;0,002
"ajuda";0,001;0,008;0,019;0,81;0,149;0,001
"venda";0,159;0;0,322;0,357;0,78;0,232
"praticar";0;0,405;0,921;0,407;0,004;0,003
"legal";0,008;0,107;0;0,089;0,047;0,005
"homicídio";0,404;0,734;0,645;0,591;0,388;0,809
"devido";0,096;0,808;0;0,069;0,014;0,382
"conhecimento";0,757;0;0,547;0,018;0,007;0,006
"apurar";0,073;0;0,128;0,062;0,359;0,009
"aeroporto";0,195;0,012;0,746;0,028;0,053;0,03
"reforçar";0,089;0,079;0,583;0,002;0,138;0
"prometer";0,014;0,538;0,02;0,435;0,033;0
"olhar";0,009;0,07;0,256;0;0,109;0,002
"linha";0,075;0,171;0,62;0,708;0,607;0
"interno";0,15;0,986;0,102;0,122;0,001;0,064
"fechado";0;0,153;0,441;0,294;0,08;0,027
"dezembro";0,4;0,801;0,9;0,003;0,001;0,172
"destinar";0,62;0;0,123;0,009;0,34;0,271
"consequência";0,177;0;0,1;0,536;0,118;0,002
"bancada";0,005;0,014;0,002;0,027;0;0
"aprovação";0,035;0,81;0,248;0,026;0;0,027
"agenda";0,022;0,005;0,12;0,874;0;0,039
"terceiro";0,013;0,668;0,065;0,801;0,392;0,608
"protesto";0,195;0,01;0,151;0,854;0;0,945
"papel";0,234;0,129;0;0,312;0,841;0,394
"lima";0,102;0;0,001;0,032;0,002;0
"ligar";0,009;0,137;0,194;0;0,478;0,048
"controlo";0,87;0,406;0,015;0,247;0,284;0,417
"comunicado";0,005;0,141;0,008;0,029;0,036;0
"citado";0,757;0;0,037;0,216;0,056;0,018
"armado";0,027;0,001;0,862;0,418;0,017;0
"ameaçar";0,009;0,003;0,14;0,089;0,051;0
"zona";0,26;0,769;0,07;0,851;0,914;0,001
"utilizar";0,697;0,351;0,089;0,08;0,013;0,101
"série";0,042;0,668;0,789;0,882;0,239;0,101
"significar";0,019;0,001;0;0,013;0,598;0,192
"relatório";0,148;0,049;0,019;0,024;0;0,06
"pessoal";0,658;0,398;0,105;0,01;0,087;0,004
"gravar";0,069;0;0,005;0,418;0,002;0,001
"gerar";0,061;0,235;0,015;0,177;0,058;0,02
"financiamento";0,411;0;0,669;0,727;0,39;0,083
"espécie";0,111;0;0,032;0,526;0,006;0,004
"departamento";0,063;0;0,037;0,006;0,002;0,01
"atuação";0,405;0,063;0,009;0,056;0,066;0,066
"ética";0;0,048;0,012;0,013;0,18;0,001
"sugerir";0,21;0,107;0,789;0,177;0,095;0,891
"procuradoria";0,547;0;0,006;0,075;0,031;0,003
"península";0,001;0;0,004;0;0,001;0
"menor";0,401;0,809;0,381;0,613;0,697;0,933
"mal";0,006;0;0,015;0;0,837;0,064
"livre";0,517;0,016;0;0,474;0,024;0,208
"junho";0,006;0,038;0,057;0,068;0,191;0,926
"influência";0,642;0,007;0,178;0,63;0,056;0,913
"cúpula";0,022;0,062;0,002;0,016;0,475;0,004
"cabral";0;0;0,001;0,032;0,005;0
"assad";0,004;0;0,002;0,001;0,001;0
"presente";0,4;0,668;0,789;0,024;0,095;0,539
"motivo";0,295;0,918;0,693;0,402;0,202;0,939
"integrante";0,547;0,761;0,154;0,075;0;0,012
"humano";0,005;0;0;0,273;0,001;0,12
"garantia";0,87;0,009;0,001;0,046;0,14;0,675
"estadual";0,004;0,409;0,58;0,181;0,001;0,003
"estabelecer";0,141;0,05;0,623;0,042;0;0,228
"escolher";0,193;0,115;0,998;0;0,151;0,01
"delegado";0;0,751;0,934;0,528;0,567;0,038
"baixo";0,088;0,208;0,392;0,203;0,169;0,193
"vereador";0,003;0,019;0,103;0,252;0;0,001
"suficiente";0,037;0,001;0,005;0,963;0,024;0,212
"reduzir";0,041;0,027;0,071;0,897;0,492;0,066
"preventivo";0;0;0,005;0,007;0,008;0,05
"preocupação";0,125;0,531;0,144;0,43;0,242;0,297
"pacífico";0,003;0;0,256;0,002;0,001;0
"geddel";0,042;0;0,002;0,08;0,013;0,001
"concordar";0,757;0,396;0,547;0,046;0,127;0
"concluir";0;0,615;0,135;0,318;0,615;0,296
"companhia";0,363;0,01;0,304;0,776;0,099;0,232
"chapa";0;0,611;0,001;0,002;0,127;0
"calheiros";0,01;0,229;0,022;0,008;0;0,003
"bomba";0,006;0,022;0,027;0,035;0,017;0
"vaccari";0;0,002;0,004;0,046;0,006;0,002
"stj";0;0,001;0,002;0,007;0,003;0,001
"servidor";0,984;0,388;0,501;0,062;0;0,003
"representante";0,554;0,045;0,983;0,115;0,135;0,229
"outubro";0,148;0,987;0,112;0,008;0;0,129
"opção";0,042;0;0,147;0,031;0,038;0
"gabinete";0,031;0,04;0,75;0,676;0,614;0,145
"falso";0,209;0,001;0,105;0,073;0,012;0,944
"discussão";0,039;0;0,217;0,557;0;0,073
"depender";0,485;0,044;0,29;0,231;0,01;0,1
"classe";0,007;0;0;0,269;0,021;0,487
"anterior";0,031;0,002;0,167;0,369;0,987;0,335
"tensão";0,001;0;0,098;0,001;0,001;0
"registro";0;0,411;0,811;0,284;0,355;0,006
"provocar";0,096;0;0,744;0,547;0,92;0
"pequeno";0,37;0,459;0,43;0,019;0,346;0,655
"pegar";0,321;0,356;0,044;0;0,149;0,001
"navio";0,029;0,003;0,21;0,991;0,003;0
"manifestante";0,128;0,041;0,106;0,937;0;0,743
"investigador";0,075;0;0,002;0,055;0,003;0,001
"esclarecer";0,008;0,266;0,511;0,703;0,046;0,005
"crédito";0,018;0;0,116;0,592;0,65;0,024
"artigo";0;0;0,21;0,692;0,902;0,054
"antigo";0,556;0,556;0,205;0,262;0,445;0,522
"vantagem";0,165;0;0,103;0,126;0,026;0,008
"twitter";0,053;0;0,137;0,184;0,633;0
"salário";0,084;0,03;0,594;0,641;0,023;0,05
"pronto";0,025;0,014;0,178;0,63;0,448;0
"preparar";0,102;0,003;0,787;0,032;0,564;0
"peemedebista";0,023;0;0,014;0,794;0,048;0,002
"obstrução";0;0,04;0,022;0,026;0,029;0,014
"livro";0,022;0;0;0;0,002;0,016
"desenvolver";0,008;0,002;0,652;0,2;0,02;0
"democrático";0,141;0;0;0,006;0,437;0,548
"conduzir";0,062;0,036;0,768;0,259;0,563;0,013
"audiência";0;0,171;0,044;0,708;0,294;0,008
"tratado";0,069;0,016;0,014;0,116;0,478;0
"rápido";0,039;0,064;0,399;0,325;0,035;0
"km";0,041;0,003;0,008;0,091;0,037;0
"judicial";0;0,017;0,072;0,035;0,004;0,001
"foto";0,081;0,33;0,019;0;0,316;0,76
"eleger";0,891;0,862;0,787;0,963;0;0,001
"comandar";0,063;0;0,037;0,63;0,021;0,043
"apresentado";0;0,557;0,057;0,068;0,191;0,003
"admitir";0,065;0,192;0,479;0,749;0,316;0,76
"visita";0,256;0,131;0,007;0,402;0,034;0
"sérgio";0,003;0;0,315;0,035;0,004;0,001
"sábado";0,1;0,004;0,078;0,242;0,614;0
"permanecer";0,153;0,183;0,296;0,166;0,361;0,185
"mp";0,697;0;0,025;0,177;0,113;0,001
"detalhe";0,069;0;0,04;0,738;0,061;0,048
"data";0;0,012;0,949;0,003;0,763;0,763
"cultura";0,054;0,001;0;0;0,139;0,006
"confiança";0,066;0,3;0,001;0,018;0,87;0,765
"conceder";0,015;0,986;0,036;0,284;0,318;0,022
"associação";0;0,396;0,485;0,209;0,949;0,371
"tender";0,697;0,073;0;0,801;0,653;0,322
"soltar";0,04;0,372;0,041;0,165;0,973;0,024
"sindicato";0,358;0,515;0,977;0,112;0,928;0,095
"provisório";0,103;0,163;0,105;0,051;0;0,002
"oliveira";0,237;0,615;0,002;0,01;0;0,001
"meirelles";0,012;0;0,021;0,009;0;0,001
"envolvido";0,453;0,001;0,361;0,897;0,011;0,004
"efeito";0,424;0;0;0,011;0,239;0,891
"dificuldade";0,026;0,004;0;0,018;0,332;0,025
"criminal";0;0,001;0,907;0,055;0,067;0,001
"controlar";0,016;0;0,315;0,193;0,014;0,013
"comum";0,169;0,001;0;0,126;0,365;0,054
"aumento";0,577;0,046;0,84;0,521;0,614;0,043
"atenção";0,089;0,01;0,123;0;0,578;0,464
"aguardar";0,001;0,264;0,647;0,494;0,307;0,487
"vice_presidente";0,193;0,447;0,441;0,026;0,299;0,027
"possuir";0,114;0,149;0,641;0,435;0,105;0
"mina";0,015;0,139;0,768;0,459;0,023;0,057
"maria";0,93;0,001;0,271;0,592;0,973;0,024
"julho";0,294;0,108;0,087;0,228;0,89;0,001
"gostar";0,061;0,123;0,013;0;0,135;0,449
"global";0,008;0,076;0;0,019;0,007;0
"debate";0,882;0;0;0,479;0,031;0,003
"comércio";0,026;0,091;0,514;0,793;0,483;0
"carta";0,244;0,498;0,001;0,088;0,224;0,862
"argumento";0;0,004;0,123;0,013;0,176;0,01
"argumentar";0;0,028;0,966;0,126;0,307;0,765
"alckmin";0,002;0,218;0,306;0,2;0;0,001
"pauta";0,161;0,001;0,042;0,269;0;0,002
"novembro";0,032;0,042;0,027;0,091;0,814;0,767
"guarujá";0;0,007;0,034;0,039;0,043;0,023
"emprego";0,26;0,012;0,209;0;0,524;0,303
"duque";0,148;0;0,013;0,046;0,006;0,002
"comunicação";0,087;0,183;0,498;0,007;0,191;0,001
"colaboração";0,327;0;0,017;0,021;0,003;0,003
"brf";0,031;0;0,022;0,026;0,029;0,014
"avanço";0,285;0,108;0,467;0,105;0,262;0
"avaliação";0,438;0,13;0,001;0,073;0,056;0,031
"apreensão";0,294;0;0,237;0,26;0,281;0,179
"vieira";0,558;0;0,002;0,002;0,003;0,001
"via";0,023;0;0,431;0,153;0,307;0,137
"suspender";0;0,044;0,02;0,024;0,191;0
"sessão";0,039;0;0,014;0,126;0;0,002
"produzir";0,785;0,158;0,146;0,038;0,02;0,527
"modo";0,103;0,066;0;0,126;0,021;0,487
"material";0,894;0,008;0,724;0,199;0,082;0,732
"mantega";0,003;0;0,002;0,002;0,003;0,001
"justificar";0,002;0,33;0,025;0,749;0,162;0,025
"iniciativa";0,93;0,119;0,083;0,592;0,602;0,997
"doria";0,021;0;0,226;0,077;0;0,002
"assessor";0,006;0,018;0,21;0,046;0,841;0,006
"adotar";0,244;0,006;0,544;0,035;0,402;0
"acidente";0,046;0,028;0,034;0;0,39;0,902
"universidade";0,125;0,001;0;0,101;0,269;0,133
"time";0,003;0;0;0,647;0,01;0,162
"site";0,016;0,111;0,037;0;0,139;0,159
"simples";0,332;0,011;0;0,064;0,791;0,023
"recente";0,983;0;0,789;0,177;0;0,044
"putin";0,002;0;0,011;0,001;0,002;0
"presença";0,289;0,078;0,147;0,471;0,523;0,005
"pedro";0;0;0,023;0,003;0,92;0,001
"exercer";0;0,076;0,342;0,019;0,74;0,301
"educação";0,26;0,012;0;0,058;0,524;0,013
"década";0,165;0,74;0,876;0,956;0,016;0
"crescer";0,046;0,028;0,893;0,427;0,001;0,679
"andar";0,021;0,024;0,142;0;0,235;0,009
"teixeira";0;0,231;0,067;0,847;0,281;0,05
"suspeita";0,332;0;0,105;0,018;0,147;0,275
"silêncio";0,096;0;0,135;0,073;0,004;0,031
"promover";0,556;0,031;0,005;0,841;0,523;0,522
"limite";0,061;0,009;0,226;0,003;0,532;0,978
"golpe";0,308;0,024;0;0,607;0,284;0,251
"força_tarefa";0;0,055;0,96;0,083;0,034;0,004
"fogo";0,013;0,003;0,415;0,237;0,041;0
"ex_governador";0;0,046;0,002;0,008;0,565;0,001
"corrupto";0,554;0,345;0,697;0,001;0,135;0,007
"compromisso";0,013;0,078;0;0,035;0,767;0,128
"completar";0,327;0,019;0,017;0;0,788;0,548
"coletivo";0,597;0,004;0,014;0,459;0,292;0,109
"causar";0,207;0,203;0,049;0,61;0,981;0,254
"trabalhista";0,019;0;0,003;0,014;0;0,018
"seul";0,003;0;0,001;0,002;0,002;0
"repassar";0,006;0;0,013;0,005;0,019;0,002
"passo";0,105;0,002;0;0,342;0,392;0,044
"observar";0,966;0,494;0,596;0,019;0,023;0
"obama";0,019;0;0,006;0,105;0,05;0
"irregularidade";0,29;0;0,006;0,181;0,031;0,003
"inteligência";0,021;0,007;0;0,369;0,02;0
"general";0,01;0,02;0,451;0,652;0,208;0
"fundamental";0,454;0,016;0;0,035;0,224;0,09
"exportação";0,093;0;0,075;0,083;0,312;0,998
"evento";0,111;0,131;0,405;0,698;0,875;0,713
"europa";0,008;0,005;0;0,043;0,025;0,808
"emenda";0,006;0;0,369;0,004;0;0,002
"dívida";0,13;0,001;0,262;0,11;0,018;0,065
"diferença";0,026;0,091;0;0,199;0,856;0,732
"construtor";0,755;0;0,016;0,019;0,022;0,01
"cassar";0;0,057;0,034;0,042;0,123;0,002
"autorização";0;0,027;0,018;0,439;0,024;0,115
"alves";0,289;0;0,009;0,01;0,115;0,005
"temer";0,015;0,147;0,361;0,292;0,441;0,206
"sucesso";0,004;0,013;0,291;0,146;0,038;0
"preço";0,046;0,814;0,486;0,172;0,043;0,137
"pressão";0,013;0;0,949;0,318;0,268;0
"perigoso";0,026;0,076;0,596;0,512;0,592;0,001
"nível";0,016;0,015;0,01;0,077;0,318;0,089
"mônica";0,055;0;0,003;0,004;0,005;0,002
"mar";0,008;0;0,018;0,891;0,007;0
"liderança";0,021;0;0;0,005;0,532;0,017
"direção";0,073;0,004;0,171;0,292;0,592;0
"coreano";0,003;0;0,001;0,002;0,002;0
"comentário";0,785;0,024;0,621;0,038;0,409;0,043
"colega";0,045;0,001;0,928;0,041;0;0,822
"terminar";0,472;0,028;0,289;0,24;0,442;0,8
"positivo";0,161;0,001;0,647;0,153;0,048;0,198
"pertencer";0;0,592;0,395;0,435;0,184;0,107
"paz";0,018;0,001;0,799;0,231;0,046;0
"padilha";0,137;0,613;0,094;0,509;0;0,005
"lúcio";0,075;0;0,002;0,055;0,003;0,001
"institucional";0,055;0,057;0;0,042;0,328;0,002
"espaço";0,095;0,02;0,003;0,652;0,001;0,205
"custo";0,038;0;0,968;0,961;0,122;0,415
"comprovar";0;0;0,14;0,068;0,028;0,011
"aurélio";0,159;0,058;0,092;0,01;0,301;0,109
"assegurar";0,245;0,058;0;0,029;0,096;0,635
"âmbito";0,408;0;0,085;0,101;0,041;0,005
"transformar";0,069;0,007;0,002;0,397;0,623;0,208
"taxa";0,222;0,126;0,706;0,207;0,511;0,717
"origem";0,742;0;0,197;0,051;0,021;0,023
"mídia";0,742;0,028;0,966;0,494;0,307;0
"jogo";0,026;0,033;0,913;0,512;0,592;0
"indício";0,002;0;0,008;0,091;0,011;0,25
"gasto";0,125;0,556;0,085;0,795;0;0,017
"duro";0,006;0,008;0,257;0,655;0,577;0,001
"crescimento";0,159;0,228;0,484;0,145;0;0,502
"convocar";0,285;0,046;0,402;0,242;0,008;0,305
"assistir";0,365;0,33;0,128;0;0,175;0,003
"aeronave";0,088;0,631;0,174;0,203;0,024;0,001
"york";0,332;0,264;0;0,018;0,006;0,001
"voo";0,08;0,182;0,056;0,24;0,202;0
"viagem";0,482;0,008;0,623;0,16;0,285;0,082
"verdadeiro";0,693;0,295;0,027;0,279;0,023;0,817
"trf";0;0,001;0,003;0,012;0,004;0,001
"testemunha";0,004;0,003;0,157;0,403;0,074;0,035
"teoria";0,031;0,002;0;0,068;0,08;0,75
"sítio";0,847;0,048;0,084;0,265;0,348;0,591
"prefeitura";0,342;0,165;0,262;0,55;0;0,018
"posse";0,312;0,581;0,684;0,099;0,091;0,257
"moral";0;0,001;0,697;0,001;0,284;0,002
"iniciar";0,001;0,221;0,811;0,013;0,05;0,032
"impacto";0,312;0,313;0,087;0,099;0,005;0,008
"guido";0,005;0;0,003;0,013;0,005;0,001
"fórum";0,265;0,017;0,519;0,582;0;0,834
"embaixador";0,028;0,038;0,018;0,316;0,007;0
"conferir";0,245;0,131;0,07;0;0,034;0,713
"comercial";0,012;0,027;0,984;0,435;0,037;0
"atribuir";0,499;0,989;0,623;0,064;0,034;0,957
"administrativo";0,547;0;0,013;0,075;0,009;0,003
"zavascki";0,179;0,181;0,291;0;0,313;0,257
"versão";0,894;0,008;0,063;0,199;0,736;0,891
"transferência";0;0,493;0,033;0,039;0,292;0,019
"terreno";0,222;0,46;0,589;0,741;0,773;0,717
"rádio";0,049;0,09;0,033;0,459;0;0,143
"propriedade";0,282;0,603;0,374;0,515;0,544;0,931
"propor";0,217;0,631;0,011;0,093;0,445;0,102
"porta_aviões";0,006;0;0,003;0,004;0,005;0
"pior";0,028;0,001;0,006;0,001;0,402;0,33
"peça";0,408;0,846;0,205;0,001;0,115;0,128
"parar";0,031;0,597;0,057;0;0,028;0,466
"mãe";0,031;0,1;0,057;0;0,008;0,032
"mello";0,705;0,598;0,621;0,186;0,621;0,143
"mala";0,237;0;0,018;0,021;0,024;0,04
"japonês";0,016;0,002;0,003;0,012;0,014;0
"indicação";0,734;0;0,045;0,053;0,01;0,028
"habeas";0;0,001;0,003;0,004;0,005;0,002
"fraco";0,01;0;0,154;0,075;0,009;0,003
"formar";0,807;0,714;0,623;0,006;0,875;0,103
"estratégico";0,007;0,011;0,042;0,018;0,147;0
"afastar";0,562;0,119;0,027;0,014;0,134;0,997
"áudio";0,933;0;0,006;0,942;0,008;0,003
"rejeitar";0;0,013;0,094;0,039;0,006;0,556
"proteger";0,006;0,024;0,665;0,923;0,841;0
"prerrogativa";0,001;0,004;0,684;0,267;0,001;0,016
"preocupado";0,023;0,968;0,011;0,314;0,791;0,137
"pec";0,031;0;0,02;0,068;0;0,003
"morador";0,046;0,028;0,003;0;0,15;0,232
"modelo";0,054;0,221;0;0,411;0,605;0,604
"matéria";0,966;0,494;0,046;0,001;0,039;0,025
"marqueteiro";0,006;0;0,003;0,004;0,005;0,002
"jovem";0,01;0,007;0,906;0;0,418;0,205
"indústria";0,682;0,528;0,266;0,705;0,712;0,998
"entidade";0,101;0,178;0,423;0,043;0,048;0,977
"entendimento";0;0;0,966;0,051;0,87;0,059
"determinado";0;0,221;0,01;0,013;0,318;0,064
"criação";0,435;0,786;0,052;0,017;0,007;0,091
"construção";0,038;0,005;0,968;0,294;0,898;0,764
"constitucional";0,026;0,001;0;0,006;0,003;0,008
"cenário";0,026;0,001;0,002;0,53;0,001;0,865
"américa";0,01;0,114;0,001;0,181;0,009;0
"ambiente";0,088;0,003;0;0,793;0,736;0,115
"vara";0;0,69;0,042;0,005;0,006;0,002
"punição";0,007;0,014;0,272;0,467;0,201;0,57
"multa";0;0;0,501;0,021;0,025;0,003
"léo";0,019;0,042;0,173;0,183;0,686;0,143
"juízo";0;0,264;0,014;0,126;0,021;0,002
"hospital";0,45;0,524;0,423;0,001;0,429;0,094
"escândalo";0,06;0,012;0;0,135;0,346;0,024
"escola";0,056;0,121;0;0,005;0,184;0,107
"droga";0,265;0,196;0,202;0,001;0,252;0,417
"divulgação";0,211;0,001;0,142;0,017;0,857;0,22
"dirigir";0,556;0,078;0,057;0,012;0,269;0,511
"correr";0,15;0,003;0,392;0,001;0,856;0,891
"corpus";0;0,001;0,004;0,005;0,006;0,002
"ciro";0,087;0,017;0,14;0,007;0;0,003
"bernardo";0,916;0;0,054;0,209;0,065;0,038
"atitude";0,073;0,001;0,002;0,131;0,919;0,331
"regional";0,097;0,809;0,934;0,015;0,377;0,055
"perda";0,45;0,033;0,423;0,789;0,006;0,977
"oportunidade";0,894;0,033;0,392;0;0,856;0,04
"mensalão";0;0,291;0,669;0,745;0,814;0,004
"expor";0,686;0,119;0;0,592;0,346;0,177
"encaminhar";0,009;0,105;0,429;0,851;0,045;0,129
"derrubar";0,062;0,343;0,005;0,054;0,978;0,059
"comunidade";0,031;0,004;0,75;0,344;0,1;0
"completo";0,289;0,171;0,018;0,237;0,269;0,511
"carl";0,006;0;0,012;0,014;0,005;0
"bandido";0,125;0,078;0,928;0;0,012;0,005
"ativo";0;0,327;0,415;0,035;0,041;0,284
"terça";0,35;0,222;0,034;0,039;0;0,51
"relato";0,045;0;0,205;0,795;0,269;0,051
"rei";0,511;0;0,392;0,803;0,024;0,011
"procuradoria_geral";0,342;0;0,262;0,11;0,667;0,018
"máximo";0,907;0,011;0,928;0,509;0,767;0,053
"matar";0,045;0,003;0,415;0,841;0,269;0
"ligado";0,518;0,008;0,514;0,267;0,616;0,163
"indevido";0,153;0;0,006;0,007;0,008;0,003
"identificar";0,472;0,219;0,016;0,093;0,797;0,827
"franco";0,028;0,018;0,02;0,479;0;0,045
"execução";0;0,001;0,229;0,005;0,021;0,002
"eunício";0,012;0,068;0,008;0,091;0;0,004
"desviar";0,856;0;0,382;0,032;0,247;0,25
"criança";0,553;0,003;0,429;0;0,026;0,058
"crer";0,76;0,007;0;0,372;0,208;0,036
"conter";0,245;0,437;0,351;0,198;0,226;0,001
