"";"classe 1";"classe 2";"classe 3";"classe 4"
"manancial";-3,18;33,384;-4,609;-4,666
"luta";0,042;-3,551;-0,068;4,01
"lago";1,337;2,508;-1,764;-1,786
"internacional";-0,729;0,039;-1,057;2,534
"ideal";0,153;-0,04;2,401;-2,863
"histórico";1,337;0,346;-0,094;-1,786
"graça";5,943;-1,644;1,021;-3,583
"governador";-2,688;21,523;-3,895;-1,686
"geração";0,702;0,016;1,021;-3,583
"figura";0,364;-1,18;2,579;-1,07
"festa";1,651;-3,155;-0,763;2,339
"familiar";0,702;-3,948;3,005;-0,204
"experiência";0,076;-0,02;1,198;-1,428
"exigir";1,651;-0,04;-2,828;0,524
"entregar";1,996;-1,995;-3,895;4,574
"distrito";-1,706;0,748;-0,503;1
"discutir";0,001;0,346;-1,764;0,489
"devido";-0,582;-0,333;6,034;-1,374
"deus";-0,768;-4,346;24,219;-3,944
"delegado";-1,706;-0,671;-2,473;12,831
"defesa";-2,934;0,158;-1,965;6,42
"dedicar";2,434;-0,671;1,035;-2,504
"dan";58,169;-5,541;-4,966;-5,028
"conhecimento";-1,379;-0,318;2,079;0,039
"comunicado";-2,442;-3,948;-3,539;28,248
"começo";11,668;-1,968;-0,094;-1,786
"cobrir";-2,688;0,366;2,172;-0,373
"central";1,651;1,89;-0,763;-2,863
"característica";-0,582;13,344;-1,342;-3,583
"básico";-2,934;2,842;1,537;-2,006
"buscar";-1,217;2,508;-0,094;-0,102
"bruno";-0,582;-3,948;-0,189;9,938
"aumentar";-1,951;4,676;-0,004;-0,786
"atender";-2,934;5,428;-4,252;1,481
"ar";1,651;-3,155;5,557;-2,863
"alimentar";-0,768;-1,995;12,548;-1,686
"alexandre";-0,964;-4,744;-4,252;26,701
"zona";-1,168;-1,061;1,053;1,007
"warmbier";-2,442;-3,948;-3,539;28,248
"verde";8,513;-0,395;-0,274;-2,145
"van";-2,196;-3,551;-3,183;25,407
"usuário";-2,442;8,691;-0,189;-1,374
"unidade";-2,934;8,843;-1,965;-0,01
"técnica";-3,18;-1,061;5,269;0,137
"século";9,443;-3,155;0,55;-2,863
"supermercado";-2,442;-0,333;-0,189;5,913
"stulbach";53,982;-5,142;-4,609;-4,666
"solo";-2,688;21,523;-3,895;-1,686
"significativo";-1,951;13,973;-0,763;-2,863
"seguida";-0,253;-0,977;-0,763;5,451
"rádio";31,787;-1,644;-3,539;-3,583
"reportagem";-2,196;-3,551;-0,068;12,401
"questionar";-2,196;-3,551;1,595;4,01
"queda";-0,768;-1,995;-1,649;12,346
"proprietário";-3,18;0,684;-2,287;5,148
"promover";-2,442;2,365;0,083;-0,204
"preparar";-0,031;-0,395;5,168;-2,145
"peça";0,364;0,039;0,083;-1,07
"pena";0,702;-1,644;-3,539;5,913
"pagamento";-3,18;15,376;-0,77;-2,333
"pacto";-0,408;-0,159;-0,068;1,545
"observar";-0,031;-0,395;1,799;-0,286
"notícia";0,076;-1,574;-0,002;1,167
"normal";-0,964;-2,353;15,062;-2,006
"milhar";0,042;1,182;0,251;-3,223
"marido";-2,688;-4,346;2,172;4,574
"língua";-0,408;-1,303;12,592;-3,223
"km";-1,217;2,508;-1,764;0,489
"investir";-2,442;8,691;-0,189;-1,374
"iniciar";-0,408;3,349;-3,183;0,234
"impacto";-0,031;4,405;-0,274;-2,145
"gênero";-1,217;-1,968;14,258;-1,786
"grosso";-3,18;26,616;-2,287;-4,666
"financeiro";-2,688;15,736;-0,354;-3,944
"esposo";-0,964;-4,744;3,61;1,481
"enorme";-0,031;-2,363;0,167;1,752
"enfrentar";-2,934;-0,792;1,537;1,481
"economia";-2,688;15,736;-0,354;-3,944
"diário";-1,706;-0,671;13,012;-2,504
"desenvolvimento";-0,582;18,992;-3,539;-3,583
"delegacia";-3,18;-5,142;-4,609;36,789
"custo";-0,964;0,158;6,555;-4,305
"consumo";-2,688;28,214;-3,895;-3,944
"certeza";9,443;-0,977;-0,763;-0,786
"cantar";15,597;-2,363;-0,274;-2,145
"broadcast";-3,18;33,384;-4,609;-4,666
"bridge";-2,688;-4,346;-3,895;31,091
"atacar";-2,688;-4,346;0,615;7,987
"assistir";11,579;-4,744;-1,965;0,312
"assassino";1,097;-3,551;-1,045;4,01
"aprovar";-0,768;1,632;0,009;-0,373
"anunciar";-0,408;-0,159;-0,068;1,545
"aeronave";-0,964;-2,353;-4,252;20,33
"aceitar";-0,582;-1,644;-3,539;15,002
"órgão";-2,196;-0,159;-1,045;7,629
"volume";-0,582;18,992;-3,539;-3,583
"visual";-0,973;-0,02;-0,002;1,167
"violento";-1,217;-0,166;3,008;-0,102
"verdadeiro";-0,123;-0,671;3,537;-0,521
"trocar";0,042;-1,303;0,251;0,234
"transporte";-2,442;-1,644;0,083;5,913
"tragédia";-0,253;-3,155;-0,763;9,86
"trabalhador";0,702;-3,948;1,021;0,073
"televisão";15,737;-3,155;-2,828;-0,007
"superar";3,557;-2,363;1,799;-2,145
"subterrâneo";-2,442;25,634;-3,539;-3,583
"subir";0,73;-2,363;1,799;-0,286
"sexta_feira";-1,217;-1,968;-0,094;7,479
"senhor";-1,951;0,345;-0,763;2,339
"saneamento";-2,688;21,523;-1,649;-3,944
"retirar";-1,951;0,345;-0,004;0,524
"respeito";7,472;-0,159;-1,045;-1,073
"redução";-1,462;4,405;-2,118;0,155
"programação";-0,729;0,039;2,579;-1,07
"prioridade";15,737;-0,977;-0,763;-2,863
"preço";-1,951;8,704;-0,004;-2,863
"preocupação";-2,442;5,031;0,083;-1,374
"preferir";-1,951;1,89;2,401;-2,863
"prazo";-2,442;8,691;-0,189;-1,374
"porta";2,682;-3,948;0,083;0,073
"origem";11,668;-1,968;-0,094;-1,786
"oportunidade";-1,951;4,676;0,55;-2,863
"ocupar";1,337;0,346;-1,764;-0,102
"municipal";-2,688;15,736;-1,649;-1,686
"mudo";7,472;0,118;-1,045;-3,223
"metrô";-1,462;-2,363;-0,274;10,128
"mato";-2,934;24,065;-1,965;-4,305
"massa";-1,217;-0,166;3,008;-0,102
"mariana";0,702;2,365;-3,539;-0,204
"marco";2,434;2,912;-2,473;-2,504
"madrugada";-0,768;-4,346;2,172;2,106
"luz";-0,582;0,694;1,021;-1,374
"london";-2,934;-4,744;-4,252;33,938
"limite";-1,706;0,001;7,529;-2,504
"instrumento";-0,768;3,801;-0,354;-0,373
"influenciar";-2,196;0,118;-0,068;1,545
"impedir";-2,442;5,031;0,083;-1,374
"imaginar";5,943;-3,948;0,083;-0,204
"igreja";-1,951;-3,155;15,783;-0,786
"grave";-0,964;-0,792;-1,965;10,19
"gestão";-0,408;10,995;-1,045;-3,223
"feliz";2,434;-2,759;1,035;-0,521
"fator";0,422;-1,995;4,68;-1,686
"fantasia";23,629;-3,155;-0,763;-2,863
"etapa";-0,408;10,995;-1,045;-3,223
"estrangeiro";2,682;-1,644;0,083;-0,204
"empatia";-1,951;-3,155;22,854;-2,863
"elemento";-1,462;1,416;-0,274;0,155
"educação";-0,582;0,016;3,005;-1,374
"dono";-1,951;0,345;-0,004;0,524
"dezembro";-0,063;-0,792;-1,965;6,42
"demonstrar";-0,253;1,89;-0,004;-0,786
"declarar";-2,688;-4,346;-0,354;17,649
"dano";-2,442;-3,948;-0,189;15,002
"cérebro";-2,442;-1,644;15,227;-1,374
"crédito";-1,951;13,973;-0,763;-2,863
"costa";-2,442;0,016;6,034;-1,374
"conter";-1,217;6,652;-0,094;-1,786
"conjunto";0,702;0,694;-0,189;-1,374
"conferir";-0,253;-0,04;-0,004;0,524
"concluir";-2,442;2,365;-0,189;0,073
"conceito";-0,729;0,039;2,579;-1,07
"comportamento";-2,196;-1,303;7,766;-0,076
"comentar";0,422;1,632;-1,649;-0,373
"citar";-0,031;0,079;-0,274;0,155
"chão";2,434;-2,759;-0,503;1
"campanha";-2,196;16,474;-1,045;-3,223
"britânico";1,097;-3,551;-3,183;7,629
"bitcoins";-2,688;28,214;-3,895;-3,944
"benefício";-2,196;-0,159;0,251;1,545
"base";-2,688;10,854;-1,649;-0,373
"ato";-2,688;-4,346;0,615;7,987
"ana";-0,768;15,736;-1,649;-3,944
"aluguel";-2,196;-0,159;7,766;-1,073
"acusar";-0,964;-4,744;-4,252;26,701
"visitar";1,337;-1,968;-1,764;2,948
"vilarejo";-1,217;12,778;-1,764;-1,786
"vila";0,153;-0,977;-2,828;5,451
"versão";0,042;3,349;-1,045;-1,073
"verificar";-2,442;5,031;-1,342;0,073
"tiro";-2,442;-3,948;-3,539;28,248
"tema";2,434;2,912;-2,473;-2,504
"sábado";-0,582;-3,948;-1,342;15,002
"sustentável";-2,688;28,214;-3,895;-3,944
"significar";-0,123;0,001;3,537;-2,504
"reunião";0,076;-0,02;-1,41;1,167
"reino";-2,196;-3,551;-0,068;12,401
"reginaldo";-2,688;-4,346;24,219;-1,686
"recuperar";-0,408;-1,303;-0,068;4,01
"quadrado";-0,729;7,658;-1,057;-1,07
"pé";5,943;-3,948;0,083;-0,204
"produtividade";-2,196;23,056;-3,183;-3,223
"processamento";-1,217;12,778;-1,764;-1,786
"privado";-2,196;10,995;-3,183;-0,076
"preconceito";15,597;-2,363;-0,274;-2,145
"poço";-1,951;13,973;-0,763;-2,863
"popular";5,226;-1,968;0,509;-1,786
"ponte";-2,196;-3,551;-1,045;18,327
"pm";-2,688;-4,346;-3,895;31,091
"plataforma";-0,253;4,676;-0,004;-2,863
"passageiro";-0,582;-3,948;10,108;-0,204
"outorga";-2,442;25,634;-3,539;-3,583
"oliveira";-0,582;-1,644;1,021;0,98
"moeda";-2,442;13,344;-0,189;-3,583
"mensagem";3,574;-1,303;-0,068;-0,076
"mecanismo";-2,196;10,995;-1,045;-1,073
"manifestação";16,52;-1,574;-1,41;-1,428
"luiz";0,001;0,346;0,509;-1,786
"jatobá";-2,442;-3,948;-3,539;28,248
"interno";-1,706;0,748;3,537;-2,504
"interior";0,042;-0,159;-3,183;4,01
"guarda";-0,408;-3,551;-1,045;12,401
"gritar";0,001;-3,948;-0,189;5,913
"físico";-1,706;-2,759;0,024;7,405
"formação";6,327;0,748;-2,473;-2,504
"falha";-1,951;1,89;-0,763;0,524
"estrutura";-0,253;-0,977;5,557;-0,786
"estilo";3,557;-2,363;1,799;-2,145
"enviar";0,042;-3,551;1,595;0,234
"enigma";-2,442;18,992;-1,342;-3,583
"emoção";0,364;-1,18;2,579;-1,07
"disputa";2,368;-1,574;-0,002;-0,003
"definir";-1,217;2,508;-0,094;-0,102
"decisão";-0,973;-0,02;-1,41;4,918
"david";0,366;-2,759;-2,473;7,405
"criativo";-0,729;-1,18;8,544;-1,07
"cortar";-1,951;-0,04;5,557;-0,786
"contexto";0,076;-0,02;-0,002;-0,003
"comum";-1,462;0,079;1,799;-0,286
"compreender";0,153;-3,155;10,017;-2,863
"complexo";-1,951;1,89;0,55;-0,786
"completar";-1,951;4,676;-2,828;0,524
"compartilhar";2,682;-1,644;3,005;-3,583
"cometer";-2,196;-3,551;-3,183;25,407
"captação";-2,442;25,634;-3,539;-3,583
"camada";0,364;2,199;-1,057;-1,07
"bar";2,368;-1,574;-1,41;1,167
"atitude";6,327;-2,759;-0,503;0,019
"assegurar";-2,196;16,474;-1,045;-3,223
"analisar";1,097;-0,159;-3,183;1,545
"alegre";-0,582;-1,644;-1,342;9,938
"adotar";-0,123;11,494;-2,473;-2,504
"adorar";23,629;-3,155;-0,763;-2,863
"índice";-2,196;10,995;-1,045;-1,073
"visita";0,001;0,346;-0,094;-0,102
"urbano";0,076;0,943;-0,002;-1,428
"terminar";0,366;-0,671;-2,473;3,462
"tamanho";-0,253;8,704;-0,763;-2,863
"suspeita";-2,442;-3,948;-3,539;28,248
"surgir";1,651;-3,155;2,401;-0,786
"suicídio";-2,196;-3,551;-0,068;12,401
"suficiente";-2,196;-0,159;12,592;-3,223
"sede";-1,462;1,416;-0,274;0,155
"sambalanço";37,282;-3,551;-3,183;-3,223
"ruim";1,097;0,118;0,251;-3,223
"roubar";-0,408;-1,303;-3,183;12,401
"renda";-0,582;2,365;1,021;-3,583
"relato";-2,442;-3,948;1,021;5,913
"regular";-2,196;16,474;-1,045;-3,223
"realidade";0,364;0,039;0,083;-1,07
"quadro";-0,973;0,943;-1,41;1,167
"psicológico";-0,408;-3,551;1,595;1,545
"proteína";-0,729;0,039;0,083;0,078
"propor";-0,031;1,416;-0,274;-0,286
"princípio";-0,123;-0,671;0,024;1
"prevenção";-1,951;-0,04;-0,763;5,451
"prestar";1,097;0,118;-3,183;0,234
"pressão";5,226;-0,166;-1,764;-0,102
"preparação";1,337;0,346;-0,094;-1,786
"pinheiro";-1,462;-2,363;-0,274;10,128
"percorrer";-1,217;12,778;-1,764;-1,786
"passo";2,434;-0,671;0,024;-0,521
"passagem";-1,217;-1,968;-0,094;7,479
"paris";-1,217;-1,968;-1,764;14,081
"ouvido";0,366;-0,671;0,024;0,019
"organização";-1,217;6,652;-1,764;-0,102
"negar";-0,408;-0,159;-3,183;7,629
"moral";-0,408;-3,551;0,251;4,01
"mensal";-2,442;13,344;-0,189;-3,583
"market";-1,462;-2,363;-2,118;16,908
"marcar";-1,706;-0,671;3,537;0,019
"malandro";4,249;-1,18;-1,057;0,078
"maio";-0,031;-2,363;-0,274;5,076
"livros_razões";-2,442;25,634;-3,539;-3,583
"livro_razão";-2,196;23,056;-3,183;-3,223
"king";-1,951;-3,155;-2,828;22,571
"josé";-1,217;6,652;-1,764;-0,102
"jeito";6,327;-2,759;-0,503;0,019
"investigar";2,682;-3,948;-1,342;2,927
"interpretar";19,591;-2,759;-2,473;-0,521
"instituição";-0,253;8,704;-2,828;-0,786
"independente";0,001;-1,644;6,034;-1,374
"incrível";12,047;0,001;-2,473;-2,504
"incidente";-1,951;-3,155;-0,763;15,567
"impossível";0,001;2,508;-0,094;-1,786
"horário";-0,973;-1,574;-0,002;4,918
"hash";-1,462;15,343;-2,118;-2,145
"gravar";7,472;-3,551;-1,045;0,234
"fé";-0,729;2,199;-1,057;0,078
"frio";-1,462;-2,363;10,275;-0,286
"formar";-2,442;-0,333;3,005;0,073
"fiscal";-1,462;9,048;-2,118;-0,286
"ferido";-2,442;-3,948;-3,539;28,248
"ferida";-2,442;-3,948;-1,342;21,105
"fechar";-0,031;1,416;-2,118;0,155
"fallon";-2,442;-3,948;10,108;0,073
"expor";-1,951;-0,977;2,401;0,524
"executivo";-0,973;0,943;-1,41;1,167
"etc";-0,729;-1,18;8,544;-1,07
"esquecer";-0,031;-2,363;5,168;-0,286
"esperança";-0,253;-0,977;2,401;-0,007
"escolher";-0,253;-0,04;5,557;-2,863
"escolha";-2,196;0,118;7,766;-3,223
"erro";-0,031;-0,395;-2,118;5,076
"envolvido";-2,196;1,182;-3,183;4,01
"el";-1,217;-1,968;14,258;-1,786
"digno";0,001;13,344;-3,539;-3,583
"digital";-1,462;9,048;-0,274;-2,145
"descartar";-0,582;0,016;-1,342;2,927
"câmera";-0,123;-2,759;-2,473;12,831
"cozinha";-1,951;20,482;-2,828;-2,863
"coordenador";-2,196;10,995;-3,183;-0,076
"convencer";-0,031;0,079;-0,274;0,155
"consumir";-1,706;0,748;3,537;-2,504
"completo";0,076;-0,02;-1,41;1,167
"combater";-1,217;0,346;0,509;-0,102
"colega";0,076;-1,574;1,198;-0,003
"chave";-0,031;-0,395;5,168;-2,145
"capaz";-1,951;13,973;-0,763;-2,863
"cabeçalho";-1,217;12,778;-1,764;-1,786
"burger";-0,253;-3,155;-2,828;15,567
"aéreo";-1,706;-2,759;1,035;3,462
"avaliação";-1,706;6,494;-2,473;0,019
"audiência";1,337;-1,968;-1,764;2,948
"atuação";-1,217;12,778;-1,764;-1,786
"assumir";-1,217;-0,166;-0,094;2,948
"artigo";-2,196;3,349;-0,068;-0,076
"anterior";-1,951;4,676;0,55;-2,863
"alerta";-1,951;-3,155;0,55;5,451
"abastecimento";-2,442;25,634;-3,539;-3,583
"ônibus";-1,706;-2,759;7,529;0,019
"ótimo";-0,973;4,341;-1,41;-0,003
"voz";7,85;-1,574;-1,41;-0,003
"visão";0,364;0,039;0,083;-1,07
"viajar";0,042;-1,303;4,1;-1,073
"trajetória";4,249;0,039;-1,057;-1,07
"tradicional";11,668;-0,166;-1,764;-1,786
"teto";-0,253;-0,04;5,557;-2,863
"terreno";-1,951;0,345;2,401;-0,786
"terra";7,85;-1,574;-0,002;-1,428
"termo";0,076;0,943;-1,41;-0,003
"tarefa";-2,196;-1,303;4,1;0,234
"sustentar";-1,951;-3,155;15,783;-0,786
"suspeito";-1,951;-3,155;-2,828;22,571
"substituir";0,364;-1,18;2,579;-1,07
"som";23,629;-3,155;-0,763;-2,863
"sobreviver";-2,196;-3,551;7,766;0,234
"semelhante";-0,973;-1,574;11,399;-1,428
"saída";-0,031;-0,395;-2,118;5,076
"saudável";-2,196;-3,551;25,726;-3,223
"roupa";2,434;-2,759;3,537;-2,504
"rodar";0,364;2,199;-1,057;-1,07
"revista";2,368;-1,574;-0,002;-0,003
"resposta";5,226;-1,968;-0,094;-0,102
"respeitar";1,337;-0,166;-1,764;0,489
"repetir";0,153;-0,977;0,55;-0,007
"reintegração";-2,196;-1,303;-3,183;18,327
"registro";-1,951;8,704;-2,828;-0,007
"rapaz";0,042;-3,551;4,1;-0,076
"psicopatia";-1,706;-2,759;19,985;-2,504
"prático";-1,217;0,346;-0,094;0,489
"prova";-0,253;4,676;-0,763;-0,786
"proteger";4,748;0,345;-2,828;-0,786
"presença";-0,973;-0,02;-0,002;1,167
"presa";-0,031;-2,363;-2,118;10,128
"potencial";-1,462;15,343;-2,118;-2,145
"posto";-0,973;-0,02;4,997;-1,428
"posse";-1,706;-0,671;-2,473;12,831
"pleno";0,366;-0,671;3,537;-2,504
"papa";-1,951;-3,155;2,401;2,339
"original";-0,253;1,89;0,55;-2,863
"ordem";-1,462;4,405;-2,118;0,155
"optar";-0,031;1,416;0,167;-2,145
"opinião";6,327;-2,759;-2,473;1
"obrigar";0,042;3,349;-1,045;-1,073
"mundial";-1,462;4,405;0,167;-2,145
"mineração";-2,196;23,056;-3,183;-3,223
"maria";8,513;-2,363;-2,118;0,155
"lutar";4,748;-3,155;0,55;-0,786
"legítimo";-0,729;-1,18;-1,057;8,439
"lageado";-2,196;23,056;-3,183;-3,223
"junho";1,337;-0,166;-1,764;0,489
"julho";-0,973;-0,02;-0,002;1,167
"jornada";0,076;-1,574;-1,41;4,918
"invadir";-0,973;-0,02;-1,41;4,918
"intenção";-0,253;-0,977;0,55;0,524
"inteiro";-1,217;6,652;-0,094;-1,786
"integrar";-0,973;4,341;-1,41;-0,003
"inglês";11,668;-1,968;-1,764;-0,102
"indústria";-0,973;-0,02;4,997;-1,428
"império";33,119;-3,155;-2,828;-2,863
"imposto";-1,462;15,343;-2,118;-2,145
"humor";28,962;-2,759;-2,473;-2,504
"hectare";-2,196;16,474;-1,045;-3,223
"grau";0,366;-0,671;3,537;-2,504
"gratuito";1,337;0,346;-0,094;-1,786
"fugir";-0,973;-1,574;1,198;1,167
"frequência";-1,462;-2,363;17,119;-2,145
"fotógrafo";-1,951;-3,155;-2,828;22,571
"fase";3,557;0,079;-2,118;-0,286
"fama";28,962;-2,759;-2,473;-2,504
"exército";-1,462;-2,363;1,799;1,752
"explorar";1,337;-1,968;0,509;-0,102
"estratégia";-1,217;-0,166;3,008;-0,102
"emocionar";12,382;-1,18;-1,057;-1,07
"eliminar";-1,462;0,079;0,167;0,155
"efeito";-0,973;-0,02;1,198;-0,003
"dúvida";-0,973;0,943;-0,002;-0,003
"documento";-1,951;-3,155;-0,004;9,86
"distribuição";-2,196;23,056;-3,183;-3,223
"diminuir";-1,462;0,079;1,799;-0,286
"determinar";-1,951;-0,04;-2,828;9,86
"deputado";-1,706;-0,671;-0,503;7,405
"departamento";-0,729;0,039;0,083;0,078
"custar";0,364;0,039;-1,057;0,078
"cuidado";-1,462;-0,395;10,275;-2,145
"costumar";-1,217;-1,968;7,591;-0,102
"continuidade";0,076;-0,02;1,198;-1,428
"conflito";0,001;6,652;-1,764;-1,786
"comandar";0,076;-1,574;4,997;-1,428
"chuva";-1,462;4,405;-0,274;-0,286
"chirikova";-1,217;-1,968;7,591;-0,102
"cheio";-0,253;-0,977;5,557;-0,786
"cena";2,368;-1,574;-0,002;-0,003
"categoria";-1,706;6,494;-0,503;-0,521
"cardíaco";-1,462;-2,363;10,275;-0,286
"cardeal";-1,706;-2,759;-2,473;19,737
"brasília";-1,217;-0,166;-0,094;2,948
"bossa";24,809;-2,363;-2,118;-2,145
"bomba";-0,253;-0,977;-0,004;2,339
"beleza";12,047;-2,759;0,024;-2,504
"auxiliar";-2,196;0,118;1,595;-0,076
"atenção";1,337;-1,968;3,008;-1,786
"atendimento";-1,706;-0,671;0,024;3,462
"aproveitar";-0,729;0,039;2,579;-1,07
"aplicativo";-0,729;2,199;0,083;-1,07
"amplo";-1,217;6,652;-0,094;-1,786
"amar";-0,973;-1,574;-0,002;4,918
"agredir";-1,951;-3,155;-2,828;22,571
"afetar";-1,951;13,973;-0,763;-2,863
"acusação";-1,706;0,001;-2,473;7,405
"vontade";20,662;-1,968;-1,764;-1,786
"tráfico";-0,729;-1,18;-1,057;8,439
"triste";-1,706;-2,759;-0,503;12,831
"tlp";-1,706;17,911;-2,473;-2,504
"tio";-1,706;-2,759;0,024;7,405
"território";-0,123;11,494;-2,473;-2,504
"temer";-1,217;0,346;0,509;-0,102
"surpresa";0,73;-2,363;-0,274;1,752
"sexual";0,366;-2,759;3,537;-0,521
"setembro";-0,123;6,494;-0,503;-2,504
"segunda_feira";0,001;-1,968;-0,094;2,948
"sambar";16,52;-1,574;-1,41;-1,428
"salvar";-1,951;-0,977;10,017;-0,786
"rir";19,591;-2,759;-0,503;-2,504
"rico";3,557;-2,363;1,799;-2,145
"revolução";0,73;4,405;-2,118;-2,145
"resto";0,73;-0,395;1,799;-2,145
"residência";-1,706;2,912;-2,473;1
"relatório";-1,706;0,748;-0,503;1
"refeição";-1,462;-2,363;17,119;-2,145
"reação";-0,729;-1,18;2,579;0,078
"racional";-0,253;13,973;-2,828;-2,863
"racial";-1,462;-2,363;0,167;5,076
"quinta_feira";-1,706;-0,671;-2,473;12,831
"página";2,368;0,943;-1,41;-1,428
"profundo";-0,123;0,748;-0,503;0,019
"preventivo";-1,706;0,001;-0,503;3,462
"pretender";0,366;0,001;0,024;-0,521
"prefeitura";-1,951;13,973;-2,828;-0,786
"pobre";-0,973;-1,574;4,997;-0,003
"pescoço";0,366;-2,759;-0,503;3,462
"perigoso";-0,973;-1,574;11,399;-1,428
"pedra";2,368;0,943;-1,41;-1,428
"paz";-0,729;-1,18;8,544;-1,07
"participante";-0,031;1,416;0,167;-2,145
"ocorrência";-1,951;-0,977;-0,763;9,86
"máximo";-1,462;1,416;-0,274;0,155
"modesto";-1,706;-0,671;-0,503;7,405
"metade";-0,729;2,199;0,083;-1,07
"membro";-1,462;-0,395;5,168;-0,286
"marinho";4,249;-1,18;0,083;-1,07
"maravilhoso";2,368;-1,574;-0,002;-0,003
"madrasta";-1,951;-3,155;-2,828;22,571
"machista";15,597;-2,363;-0,274;-2,145
"luis";0,364;-1,18;0,083;0,078
"limpo";-0,973;4,341;-1,41;-0,003
"limpar";0,73;-0,395;1,799;-2,145
"lamentar";-0,123;-2,759;-2,473;12,831
"interesse";-0,973;4,341;-1,41;-0,003
"importar";23,629;-3,155;-2,828;-0,786
"greve";-0,123;-2,759;-2,473;12,831
"gasto";-1,951;-0,04;5,557;-0,786
"fã";3,557;-2,363;-2,118;1,752
"forçar";-1,462;-2,363;0,167;5,076
"fernando";-0,973;-0,02;1,198;-0,003
"facebook";0,001;-0,166;3,008;-1,786
"europa";3,557;-0,395;-2,118;0,155
"estabelecer";-1,217;6,652;-0,094;-1,786
"espetáculo";12,382;-1,18;-1,057;-1,07
"espalhar";-1,217;2,508;-0,094;-0,102
"esfaquear";-1,706;-2,759;-2,473;19,737
"esconder";-1,217;-1,968;0,509;2,948
"entusiasmo";-1,462;1,416;1,799;-2,145
"débora";-1,951;-3,155;-2,828;22,571
"dividir";-1,706;0,001;3,537;-0,521
"divertir";20,662;-1,968;-1,764;-1,786
"disponível";-1,217;2,508;0,509;-1,786
"direção";-0,973;-1,574;-1,41;11,258
"direto";0,366;0,001;-2,473;1
"diferença";0,076;-0,02;-0,002;-0,003
"depoimento";-1,706;-2,759;-0,503;12,831
"democrático";4,249;-1,18;0,083;-1,07
"coragem";-0,973;-1,574;4,997;-0,003
"convidar";1,337;-1,968;3,008;-1,786
"conversa";12,382;-1,18;-1,057;-1,07
"controlar";0,076;0,943;-0,002;-1,428
"contrato";-1,706;0,748;0,024;0,019
"contido";-0,253;1,89;-2,828;0,524
"contato";0,001;-0,166;0,509;-0,102
"constante";0,364;-1,18;0,083;0,078
"conservação";-1,462;15,343;-2,118;-2,145
"conquistar";2,368;-1,574;-0,002;-0,003
"concentrar";-1,217;0,346;0,509;-0,102
"comunicação";-1,462;0,079;-0,274;1,752
"comprovar";-0,123;0,748;-2,473;1
"complicado";-0,031;0,079;1,799;-2,145
"complementar";-1,706;11,494;-0,503;-2,504
"comemorar";0,364;-1,18;0,083;0,078
"comando";-0,729;0,039;-1,057;2,534
"classe";0,366;0,001;1,035;-2,504
"ciência";-1,706;0,001;7,529;-2,504
"chefe";-0,123;-2,759;1,035;1
"celular";0,001;-1,968;-1,764;7,479
"casamento";0,153;-3,155;-2,828;9,86
"carta";0,364;-1,18;0,083;0,078
"cadeia";-1,706;0,001;-2,473;7,405
"borges";-0,253;-3,155;-2,828;15,567
"bolsa";4,748;-0,04;-0,004;-2,863
"avião";0,73;-2,363;1,799;-0,286
"autorização";-1,706;0,748;-0,503;1
"aumento";-1,462;9,048;-0,274;-2,145
"atropelar";-1,951;-3,155;-2,828;22,571
"assembleia";-1,462;4,405;-0,274;-0,286
"aposentadoria";-1,951;-0,977;2,401;0,524
"aplicar";0,001;-1,968;0,509;0,489
"animal";-0,729;7,658;-1,057;-1,07
"amor";-0,031;-2,363;10,275;-2,145
"alternativo";-1,706;0,001;7,529;-2,504
"agir";-0,729;0,039;-1,057;2,534
"adquirir";0,73;1,416;-0,274;-2,145
"adolescente";-1,951;-0,977;-0,763;9,86
"administração";0,153;0,345;-2,828;0,524
"acrescentar";-1,951;8,704;-0,004;-2,863
"acre";-1,217;-1,968;-0,094;7,479
"absurdo";5,226;-1,968;-1,764;0,489
"abandonar";0,366;-0,671;1,035;-0,521
"urgente";-1,462;-0,395;-0,274;5,076
"tutelar";-1,706;-2,759;-2,473;19,737
"turma";12,047;0,001;-2,473;-2,504
"tribunal";-1,706;-0,671;-2,473;12,831
"tendência";-1,462;1,416;-0,274;0,155
"temporada";1,337;-1,968;-0,094;0,489
"sólido";-1,462;0,079;5,168;-2,145
"sério";1,337;-1,968;0,509;-0,102
"superficial";-1,706;17,911;-2,473;-2,504
"suicidar";-1,706;-2,759;-2,473;19,737
"sugerir";5,226;-1,968;-0,094;-0,102
"subsídio";-0,973;0,943;1,198;-1,428
"startups";-1,462;15,343;-2,118;-2,145
"separado";-1,217;0,346;3,008;-1,786
"secretaria";-0,031;9,048;-2,118;-2,145
"sapato";15,597;-2,363;-0,274;-2,145
"sanitário";-1,462;15,343;-2,118;-2,145
"sabão";0,73;4,405;-2,118;-2,145
"sabor";-0,973;-0,02;4,997;-1,428
"rosto";-1,217;-1,968;0,509;2,948
"roma";-0,973;-1,574;1,198;1,167
"retorno";1,337;2,508;-1,764;-1,786
"retornar";-1,217;-1,968;3,008;0,489
"representante";-1,462;4,405;-2,118;0,155
"religioso";-1,462;-2,363;10,275;-0,286
"reconhecer";-1,217;-0,166;7,591;-1,786
"racista";2,368;-1,574;-1,41;1,167
"próstata";-1,462;-2,363;17,119;-2,145
"provar";0,001;-1,968;0,509;0,489
