"";"classe 1";"classe 2";"classe 3";"classe 4"
"trocar";0,838;0,254;0,616;0,629
"transporte";0,118;0,2;0,774;0,015
"tragédia";0,615;0,076;0,382;0,002
"trabalhador";0,402;0,047;0,312;0,788
"televisão";0;0,076;0,093;0,935
"superar";0,059;0,124;0,18;0,143
"subterrâneo";0,118;0;0,06;0,058
"subir";0,393;0,124;0,18;0,593
"sexta_feira";0,27;0,161;0,759;0,006
"senhor";0,162;0,557;0,382;0,126
"saneamento";0,101;0;0,199;0,047
"retirar";0,162;0,557;0,947;0,469
"respeito";0,006;0,69;0,307;0,3
"redução";0,227;0,036;0,146;0,693
"programação";0,393;0,843;0,108;0,301
"prioridade";0;0,323;0,382;0,091
"preço";0,162;0,003;0,947;0,091
"preocupação";0,118;0,025;0,774;0,241
"preferir";0,162;0,169;0,121;0,091
"prazo";0,118;0,003;0,663;0,241
"porta";0,101;0,047;0,774;0,788
"origem";0,001;0,161;0,759;0,181
"oportunidade";0,162;0,031;0,458;0,091
"ocupar";0,248;0,556;0,184;0,75
"municipal";0,101;0;0,199;0,194
"mudo";0,006;0,731;0,307;0,073
"metrô";0,227;0,124;0,601;0,001
"mato";0,087;0;0,161;0,038
"massa";0,27;0,684;0,083;0,75
"mariana";0,402;0,124;0,06;0,652
"marco";0,119;0,088;0,116;0,114
"madrugada";0,381;0,037;0,141;0,147
"luz";0,446;0,405;0,312;0,241
"london";0,087;0,029;0,039;0
"limite";0,191;0,982;0,006;0,114
"instrumento";0,381;0,051;0,552;0,541
"influenciar";0,138;0,731;0,794;0,214
"impedir";0,118;0,025;0,774;0,241
"imaginar";0,015;0,047;0,774;0,652
"igreja";0,162;0,076;0;0,375
"grave";0,326;0,373;0,161;0,001
"gestão";0,523;0,001;0,307;0,073
"feliz";0,119;0,097;0,309;0,471
"fator";0,516;0,158;0,031;0,194
"fantasia";0;0,076;0,382;0,091
"etapa";0,523;0,001;0,307;0,073
"estrangeiro";0,101;0,2;0,774;0,652
"empatia";0,162;0,076;0;0,091
"elemento";0,227;0,234;0,601;0,693
"educação";0,446;0,898;0,083;0,241
"dono";0,162;0,557;0,947;0,469
"dezembro";0,802;0,373;0,161;0,011
"demonstrar";0,615;0,169;0,947;0,375
"declarar";0,101;0,037;0,552;0
"dano";0,118;0,047;0,663;0
"cérebro";0,118;0,2;0;0,241
"crédito";0,162;0;0,382;0,091
"costa";0,118;0,898;0,014;0,241
"conter";0,27;0,01;0,759;0,181
"conjunto";0,402;0,405;0,663;0,241
"conferir";0,615;0,841;0,947;0,469
"concluir";0,118;0,124;0,663;0,788
"conceito";0,393;0,843;0,108;0,301
"comportamento";0,138;0,254;0,005;0,782
"comentar";0,516;0,201;0,199;0,541
"citar";0,859;0,779;0,601;0,693
"chão";0,119;0,097;0,478;0,317
"campanha";0,138;0;0,307;0,073
"britânico";0,295;0,059;0,074;0,006
"bitcoins";0,101;0;0,048;0,047
"benefício";0,138;0,69;0,616;0,214
"base";0,101;0,001;0,199;0,541
"ato";0,101;0,037;0,433;0,005
"ana";0,381;0;0,199;0,047
"aluguel";0,138;0,69;0,005;0,3
"acusar";0,326;0,029;0,039;0
"visitar";0,248;0,161;0,184;0,086
"vilarejo";0,27;0;0,184;0,181
"vila";0,696;0,323;0,093;0,02
"versão";0,838;0,067;0,307;0,3
"verificar";0,118;0,025;0,247;0,788
"tiro";0,118;0,047;0,06;0
"tema";0,119;0,088;0,116;0,114
"sábado";0,446;0,047;0,247;0
"sustentável";0,101;0;0,048;0,047
"significar";0,726;0,982;0,06;0,114
"reunião";0,782;0,887;0,235;0,28
"reino";0,138;0,059;0,794;0
"reginaldo";0,101;0,037;0;0,194
"recuperar";0,523;0,254;0,794;0,045
"quadrado";0,393;0,006;0,304;0,301
"pé";0,015;0,047;0,774;0,652
"produtividade";0,138;0;0,074;0,073
"processamento";0,27;0;0,184;0,181
"privado";0,138;0,001;0,074;0,782
"preconceito";0;0,124;0,601;0,143
"poço";0,162;0;0,382;0,091
"popular";0,022;0,161;0,476;0,181
"ponte";0,138;0,059;0,307;0
"pm";0,101;0,037;0,048;0
"plataforma";0,615;0,031;0,947;0,091
"passageiro";0,446;0,047;0,001;0,652
"outorga";0,118;0;0,06;0,058
"oliveira";0,446;0,2;0,312;0,322
"moeda";0,118;0;0,663;0,058
"mensagem";0,059;0,254;0,794;0,782
"mecanismo";0,138;0,001;0,307;0,3
"manifestação";0;0,21;0,235;0,232
"luiz";0,979;0,556;0,476;0,181
"jatobá";0,118;0,047;0,06;0
"interno";0,191;0,387;0,06;0,114
"interior";0,838;0,69;0,074;0,045
"guarda";0,523;0,059;0,307;0
"gritar";0,97;0,047;0,663;0,015
"físico";0,191;0,097;0,878;0,007
"formação";0,012;0,387;0,116;0,114
"falha";0,162;0,169;0,382;0,469
"estrutura";0,615;0,323;0,018;0,375
"estilo";0,059;0,124;0,18;0,143
"enviar";0,838;0,059;0,207;0,629
"enigma";0,118;0;0,247;0,058
"emoção";0,546;0,277;0,108;0,301
"disputa";0,124;0,21;0,963;0,954
"definir";0,27;0,113;0,759;0,75
"decisão";0,324;0,887;0,235;0,027
"david";0,545;0,097;0,116;0,007
"criativo";0,393;0,277;0,003;0,301
"cortar";0,162;0,841;0,018;0,375
"contexto";0,782;0,887;0,963;0,954
"comum";0,227;0,779;0,18;0,593
"compreender";0,696;0,076;0,002;0,091
"complexo";0,162;0,169;0,458;0,375
"completar";0,162;0,031;0,093;0,469
"compartilhar";0,101;0,2;0,083;0,058
"cometer";0,138;0,059;0,074;0
"captação";0,118;0;0,06;0,058
"camada";0,546;0,138;0,304;0,301
"bar";0,124;0,21;0,235;0,28
"atitude";0,012;0,097;0,478;0,889
"assegurar";0,138;0;0,307;0,073
"analisar";0,295;0,69;0,074;0,214
"alegre";0,446;0,2;0,247;0,002
"adotar";0,726;0,001;0,116;0,114
"adorar";0;0,076;0,382;0,091
"índice";0,138;0,001;0,307;0,3
"visita";0,979;0,556;0,759;0,75
"urbano";0,782;0,332;0,963;0,232
"terminar";0,545;0,413;0,116;0,063
"tamanho";0,615;0,003;0,382;0,091
"suspeita";0,118;0,047;0,06;0
"surgir";0,199;0,076;0,121;0,375
"suicídio";0,138;0,059;0,794;0
"suficiente";0,138;0,69;0;0,073
"sede";0,227;0,234;0,601;0,693
"sambalanço";0;0,059;0,074;0,073
"ruim";0,295;0,731;0,616;0,073
"roubar";0,523;0,254;0,074;0
"renda";0,446;0,124;0,312;0,058
"relato";0,118;0,047;0,312;0,015
"regular";0,138;0;0,307;0,073
"realidade";0,546;0,843;0,773;0,301
"quadro";0,324;0,332;0,235;0,28
"psicológico";0,523;0,059;0,207;0,214
"proteína";0,393;0,843;0,773;0,781
"propor";0,859;0,234;0,601;0,593
"princípio";0,726;0,413;0,878;0,317
"prevenção";0,162;0,841;0,382;0,02
"prestar";0,295;0,731;0,074;0,629
"pressão";0,022;0,684;0,184;0,75
"preparação";0,248;0,556;0,759;0,181
"pinheiro";0,227;0,124;0,601;0,001
"percorrer";0,27;0;0,184;0,181
"passo";0,119;0,413;0,878;0,471
"passagem";0,27;0,161;0,759;0,006
"paris";0,27;0,161;0,184;0
"ouvido";0,545;0,413;0,878;0,889
"organização";0,27;0,01;0,184;0,75
"negar";0,523;0,69;0,074;0,006
"moral";0,523;0,059;0,616;0,045
"mensal";0,118;0;0,663;0,058
"market";0,227;0,124;0,146;0
"marcar";0,191;0,413;0,06;0,889
"malandro";0,039;0,277;0,304;0,781
"maio";0,859;0,124;0,601;0,024
"livros_razões";0,118;0;0,06;0,058
"livro_razão";0,138;0;0,074;0,073
"king";0,162;0,076;0,093;0
"josé";0,27;0,01;0,184;0,75
"jeito";0,012;0,097;0,478;0,889
"investigar";0,101;0,047;0,247;0,087
"interpretar";0;0,097;0,116;0,471
"instituição";0,615;0,003;0,093;0,375
"independente";0,97;0,2;0,014;0,241
"incrível";0,001;0,982;0,116;0,114
"incidente";0,162;0,076;0,382;0
"impossível";0,979;0,113;0,759;0,181
"horário";0,324;0,21;0,963;0,027
"hash";0,227;0;0,146;0,143
"gravar";0,006;0,059;0,307;0,629
"fé";0,393;0,138;0,304;0,781
"frio";0,227;0,124;0,001;0,593
"formar";0,118;0,564;0,083;0,788
"fiscal";0,227;0,003;0,146;0,593
"ferido";0,118;0,047;0,06;0
"ferida";0,118;0,047;0,247;0
"fechar";0,859;0,234;0,146;0,693
"fallon";0,118;0,047;0,001;0,788
"expor";0,162;0,323;0,121;0,469
"executivo";0,324;0,332;0,235;0,28
"etc";0,393;0,277;0,003;0,301
"esquecer";0,859;0,124;0,023;0,593
"esperança";0,615;0,323;0,121;0,935
"escolher";0,615;0,841;0,018;0,091
"escolha";0,138;0,731;0,005;0,073
"erro";0,859;0,53;0,146;0,024
"envolvido";0,138;0,277;0,074;0,045
"el";0,27;0,161;0;0,181
"digno";0,97;0;0,06;0,058
"digital";0,227;0,003;0,601;0,143
"descartar";0,446;0,898;0,247;0,087
"câmera";0,726;0,097;0,116;0
"cozinha";0,162;0;0,093;0,091
"coordenador";0,138;0,001;0,074;0,782
"convencer";0,859;0,779;0,601;0,693
"consumir";0,191;0,387;0,06;0,114
"completo";0,782;0,887;0,235;0,28
"combater";0,27;0,556;0,476;0,75
"colega";0,782;0,21;0,274;0,954
"chave";0,859;0,53;0,023;0,143
"capaz";0,162;0;0,382;0,091
"cabeçalho";0,27;0;0,184;0,181
"burger";0,615;0,076;0,093;0
"aéreo";0,191;0,097;0,309;0,063
"avaliação";0,191;0,011;0,116;0,889
"audiência";0,248;0,161;0,184;0,086
"atuação";0,27;0;0,184;0,181
"assumir";0,27;0,684;0,759;0,086
"artigo";0,138;0,067;0,794;0,782
"anterior";0,162;0,031;0,458;0,091
"alerta";0,162;0,076;0,458;0,02
"abastecimento";0,118;0;0,06;0,058
"ônibus";0,191;0,097;0,006;0,889
"ótimo";0,324;0,037;0,235;0,954
"voz";0,005;0,21;0,235;0,954
"visão";0,546;0,843;0,773;0,301
"viajar";0,838;0,254;0,043;0,3
"trajetória";0,039;0,843;0,304;0,301
"tradicional";0,001;0,684;0,184;0,181
"teto";0,615;0,841;0,018;0,091
"terreno";0,162;0,557;0,121;0,375
"terra";0,005;0,21;0,963;0,232
"termo";0,782;0,332;0,235;0,954
"tarefa";0,138;0,254;0,043;0,629
"sustentar";0,162;0,076;0;0,375
"suspeito";0,162;0,076;0,093;0
"substituir";0,546;0,277;0,108;0,301
"som";0;0,076;0,382;0,091
"sobreviver";0,138;0,059;0,005;0,629
"semelhante";0,324;0,21;0,001;0,232
"saída";0,859;0,53;0,146;0,024
"saudável";0,138;0,059;0;0,073
"roupa";0,119;0,097;0,06;0,114
"rodar";0,546;0,138;0,304;0,301
"revista";0,124;0,21;0,963;0,954
"resposta";0,022;0,161;0,759;0,75
"respeitar";0,248;0,684;0,184;0,484
"repetir";0,696;0,323;0,458;0,935
"reintegração";0,138;0,254;0,074;0
"registro";0,162;0,003;0,093;0,935
"rapaz";0,838;0,059;0,043;0,782
"psicopatia";0,191;0,097;0;0,114
"prático";0,27;0,556;0,759;0,484
"prova";0,615;0,031;0,382;0,375
"proteger";0,029;0,557;0,093;0,375
"presença";0,324;0,887;0,963;0,28
"presa";0,859;0,124;0,146;0,001
"potencial";0,227;0;0,146;0,143
"posto";0,324;0,887;0,025;0,232
"posse";0,191;0,413;0,116;0
"pleno";0,545;0,413;0,06;0,114
"papa";0,162;0,076;0,121;0,126
"original";0,615;0,169;0,458;0,091
"ordem";0,227;0,036;0,146;0,693
"optar";0,859;0,234;0,683;0,143
"opinião";0,012;0,097;0,116;0,317
"obrigar";0,838;0,067;0,307;0,3
"mundial";0,227;0,036;0,683;0,143
"mineração";0,138;0;0,074;0,073
"maria";0,004;0,124;0,146;0,693
"lutar";0,029;0,076;0,458;0,375
"legítimo";0,393;0,277;0,304;0,004
"lageado";0,138;0;0,074;0,073
"junho";0,248;0,684;0,184;0,484
"julho";0,324;0,887;0,963;0,28
"jornada";0,782;0,21;0,235;0,027
"invadir";0,324;0,887;0,235;0,027
"intenção";0,615;0,323;0,458;0,469
"inteiro";0,27;0,01;0,759;0,181
"integrar";0,324;0,037;0,235;0,954
"inglês";0,001;0,161;0,184;0,75
"indústria";0,324;0,887;0,025;0,232
"império";0;0,076;0,093;0,091
"imposto";0,227;0;0,146;0,143
"humor";0;0,097;0,116;0,114
"hectare";0,138;0;0,307;0,073
"grau";0,545;0,413;0,06;0,114
"gratuito";0,248;0,556;0,759;0,181
"fugir";0,324;0,21;0,274;0,28
"frequência";0,227;0,124;0;0,143
"fotógrafo";0,162;0,076;0,093;0
"fase";0,059;0,779;0,146;0,593
"fama";0;0,097;0,116;0,114
"exército";0,227;0,124;0,18;0,186
"explorar";0,248;0,161;0,476;0,75
"estratégia";0,27;0,684;0,083;0,75
"emocionar";0;0,277;0,304;0,301
"eliminar";0,227;0,779;0,683;0,693
"efeito";0,324;0,887;0,274;0,954
"dúvida";0,324;0,332;0,963;0,954
"documento";0,162;0,076;0,947;0,002
"distribuição";0,138;0;0,074;0,073
"diminuir";0,227;0,779;0,18;0,593
"determinar";0,162;0,841;0,093;0,002
"deputado";0,191;0,413;0,478;0,007
"departamento";0,393;0,843;0,773;0,781
"custar";0,546;0,843;0,304;0,781
"cuidado";0,227;0,53;0,001;0,143
"costumar";0,27;0,161;0,006;0,75
"continuidade";0,782;0,887;0,274;0,232
"conflito";0,979;0,01;0,184;0,181
"comandar";0,782;0,21;0,025;0,232
"chuva";0,227;0,036;0,601;0,593
"chirikova";0,27;0,161;0,006;0,75
"cheio";0,615;0,323;0,018;0,375
"cena";0,124;0,21;0,963;0,954
"categoria";0,191;0,011;0,478;0,471
"cardíaco";0,227;0,124;0,001;0,593
"cardeal";0,191;0,097;0,116;0
"brasília";0,27;0,684;0,759;0,086
"bossa";0;0,124;0,146;0,143
"bomba";0,615;0,323;0,947;0,126
"beleza";0,001;0,097;0,878;0,114
"auxiliar";0,138;0,731;0,207;0,782
"atenção";0,248;0,161;0,083;0,181
"atendimento";0,191;0,413;0,878;0,063
"aproveitar";0,393;0,843;0,108;0,301
"aplicativo";0,393;0,138;0,773;0,301
"amplo";0,27;0,01;0,759;0,181
"amar";0,324;0,21;0,963;0,027
"agredir";0,162;0,076;0,093;0
"afetar";0,162;0;0,382;0,091
"acusação";0,191;0,982;0,116;0,007
"vontade";0;0,161;0,184;0,181
"tráfico";0,393;0,277;0,304;0,004
"triste";0,191;0,097;0,478;0
"tlp";0,191;0;0,116;0,114
"tio";0,191;0,097;0,878;0,007
"território";0,726;0,001;0,116;0,114
"temer";0,27;0,556;0,476;0,75
"surpresa";0,393;0,124;0,601;0,186
"sexual";0,545;0,097;0,06;0,471
"setembro";0,726;0,011;0,478;0,114
"segunda_feira";0,979;0,161;0,759;0,086
"sambar";0;0,21;0,235;0,232
"salvar";0,162;0,323;0,002;0,375
"rir";0;0,097;0,478;0,114
"rico";0,059;0,124;0,18;0,143
"revolução";0,393;0,036;0,146;0,143
"resto";0,393;0,53;0,18;0,143
"residência";0,191;0,088;0,116;0,317
"relatório";0,191;0,387;0,478;0,317
"refeição";0,227;0,124;0;0,143
"reação";0,393;0,277;0,108;0,781
"racional";0,615;0;0,093;0,091
"racial";0,227;0,124;0,683;0,024
"quinta_feira";0,191;0,413;0,116;0
"página";0,124;0,332;0,235;0,232
"profundo";0,726;0,387;0,478;0,889
"preventivo";0,191;0,982;0,478;0,063
"pretender";0,545;0,982;0,878;0,471
"prefeitura";0,162;0;0,093;0,375
"pobre";0,324;0,21;0,025;0,954
"pescoço";0,545;0,097;0,478;0,063
"perigoso";0,324;0,21;0,001;0,232
"pedra";0,124;0,332;0,235;0,232
"paz";0,393;0,277;0,003;0,301
"participante";0,859;0,234;0,683;0,143
"ocorrência";0,162;0,323;0,382;0,002
"máximo";0,227;0,234;0,601;0,693
"modesto";0,191;0,413;0,478;0,007
"metade";0,393;0,138;0,773;0,301
"membro";0,227;0,53;0,023;0,593
"marinho";0,039;0,277;0,773;0,301
"maravilhoso";0,124;0,21;0,963;0,954
"madrasta";0,162;0,076;0,093;0
"machista";0;0,124;0,601;0,143
"luis";0,546;0,277;0,773;0,781
"limpo";0,324;0,037;0,235;0,954
"limpar";0,393;0,53;0,18;0,143
"lamentar";0,726;0,097;0,116;0
"interesse";0,324;0,037;0,235;0,954
"importar";0;0,076;0,093;0,375
"greve";0,726;0,097;0,116;0
"gasto";0,162;0,841;0,018;0,375
"fã";0,059;0,124;0,146;0,186
"forçar";0,227;0,124;0,683;0,024
"fernando";0,324;0,887;0,274;0,954
"facebook";0,979;0,684;0,083;0,181
"europa";0,059;0,53;0,146;0,693
"estabelecer";0,27;0,01;0,759;0,181
"espetáculo";0;0,277;0,304;0,301
"espalhar";0,27;0,113;0,759;0,75
"esfaquear";0,191;0,097;0,116;0
"esconder";0,27;0,161;0,476;0,086
"entusiasmo";0,227;0,234;0,18;0,143
"débora";0,162;0,076;0,093;0
"dividir";0,191;0,982;0,06;0,471
"divertir";0;0,161;0,184;0,181
"disponível";0,27;0,113;0,476;0,181
"direção";0,324;0,21;0,235;0,001
"direto";0,545;0,982;0,116;0,317
"diferença";0,782;0,887;0,963;0,954
"depoimento";0,191;0,097;0,478;0
"democrático";0,039;0,277;0,773;0,301
"coragem";0,324;0,21;0,025;0,954
"convidar";0,248;0,161;0,083;0,181
"conversa";0;0,277;0,304;0,301
"controlar";0,782;0,332;0,963;0,232
"contrato";0,191;0,387;0,878;0,889
"contido";0,615;0,169;0,093;0,469
"contato";0,979;0,684;0,476;0,75
"constante";0,546;0,277;0,773;0,781
"conservação";0,227;0;0,146;0,143
"conquistar";0,124;0,21;0,963;0,954
"concentrar";0,27;0,556;0,476;0,75
"comunicação";0,227;0,779;0,601;0,186
"comprovar";0,726;0,387;0,116;0,317
"complicado";0,859;0,779;0,18;0,143
"complementar";0,191;0,001;0,478;0,114
"comemorar";0,546;0,277;0,773;0,781
"comando";0,393;0,843;0,304;0,111
"classe";0,545;0,982;0,309;0,114
"ciência";0,191;0,982;0,006;0,114
"chefe";0,726;0,097;0,309;0,317
"celular";0,979;0,161;0,184;0,006
"casamento";0,696;0,076;0,093;0,002
"carta";0,546;0,277;0,773;0,781
"cadeia";0,191;0,982;0,116;0,007
"borges";0,615;0,076;0,093;0
"bolsa";0,029;0,841;0,947;0,091
"avião";0,393;0,124;0,18;0,593
"autorização";0,191;0,387;0,478;0,317
"aumento";0,227;0,003;0,601;0,143
"atropelar";0,162;0,076;0,093;0
"assembleia";0,227;0,036;0,601;0,593
"aposentadoria";0,162;0,323;0,121;0,469
"aplicar";0,979;0,161;0,476;0,484
"animal";0,393;0,006;0,304;0,301
"amor";0,859;0,124;0,001;0,143
"alternativo";0,191;0,982;0,006;0,114
"agir";0,393;0,843;0,304;0,111
"adquirir";0,393;0,234;0,601;0,143
"adolescente";0,162;0,323;0,382;0,002
"administração";0,696;0,557;0,093;0,469
"acrescentar";0,162;0,003;0,947;0,091
"acre";0,27;0,161;0,759;0,006
"absurdo";0,022;0,161;0,184;0,484
"abandonar";0,545;0,413;0,309;0,471
"urgente";0,227;0,53;0,601;0,024
"tutelar";0,191;0,097;0,116;0
"turma";0,001;0,982;0,116;0,114
"tribunal";0,191;0,413;0,116;0
"tendência";0,227;0,234;0,601;0,693
"temporada";0,248;0,161;0,759;0,484
"sólido";0,227;0,779;0,023;0,143
"sério";0,248;0,161;0,476;0,75
"superficial";0,191;0;0,116;0,114
"suicidar";0,191;0,097;0,116;0
"sugerir";0,022;0,161;0,759;0,75
"subsídio";0,324;0,332;0,274;0,232
"startups";0,227;0;0,146;0,143
"separado";0,27;0,556;0,083;0,181
"secretaria";0,859;0,003;0,146;0,143
"sapato";0;0,124;0,601;0,143
"sanitário";0,227;0;0,146;0,143
"sabão";0,393;0,036;0,146;0,143
"sabor";0,324;0,887;0,025;0,232
"rosto";0,27;0,161;0,476;0,086
"roma";0,324;0,21;0,274;0,28
"retorno";0,248;0,113;0,184;0,181
"retornar";0,27;0,161;0,083;0,484
"representante";0,227;0,036;0,146;0,693
"religioso";0,227;0,124;0,001;0,593
"reconhecer";0,27;0,684;0,006;0,181
"racista";0,124;0,21;0,235;0,28
"próstata";0,227;0,124;0;0,143
"provar";0,979;0,161;0,476;0,484
"procedimento";0,324;0,001;0,235;0,232
"prisional";0,324;0,037;0,963;0,232
"possibilitar";0,227;0;0,146;0,143
"posição";0,979;0,684;0,759;0,484
"positivo";0,27;0,01;0,759;0,181
"policiamento";0,393;0,843;0,773;0,781
"piada";0;0,124;0,146;0,143
"pertencer";0,324;0,21;0,963;0,027
"perdido";0,27;0,161;0,759;0,006
"pedro";0,393;0,277;0,773;0,111
"pedestre";0,191;0,097;0,116;0
"parede";0,248;0,161;0,759;0,484
"paciente";0,191;0,097;0,878;0,007
"orçamento";0,979;0,161;0,006;0,181
"orientação";0,546;0,277;0,773;0,781
"ong";0,227;0,124;0;0,143
"onda";0,005;0,21;0,235;0,954
"obter";0,979;0,556;0,476;0,181
"norma";0,726;0,001;0,116;0,114
"nodar";0,191;0;0,116;0,114
"negócio";0,782;0,887;0,963;0,954
"natureza";0,324;0,887;0,025;0,232
"natal";0,859;0,124;0,18;0,693
"mágico";0,001;0,161;0,759;0,181
"musical";0;0,21;0,235;0,232
"moradia";0,191;0,387;0,06;0,114
"misturar";0;0,21;0,235;0,232
"mediação";0,324;0,037;0,963;0,232
"mau";0,324;0,21;0,963;0,027
"material";0,227;0,779;0,601;0,186
"mata";0,227;0,53;0,601;0,024
"marino";0,227;0,036;0,601;0,593
"manchar";0,27;0,161;0,476;0,086
"leste";0,546;0,277;0,304;0,111
"leitor";0,124;0,21;0,963;0,954
"itapetininga";0,227;0,124;0,146;0
"islâmico";0,859;0,124;0,146;0,001
"infância";0,27;0,161;0,083;0,484
"incorporar";0,27;0,01;0,759;0,181
"incentivo";0,726;0,001;0,116;0,114
"importância";0,859;0,003;0,146;0,143
"ilegal";0,227;0,53;0,601;0,024
"homenagem";0,005;0,21;0,963;0,232
"guarani";0,227;0;0,146;0,143
"garoto";0,012;0,097;0,116;0,317
"fraude";0,324;0,001;0,235;0,232
"fome";0,227;0,124;0,001;0,593
"floresta";0,27;0,684;0,006;0,181
"fevereiro";0,546;0,843;0,304;0,781
"ferimento";0,859;0,124;0,146;0,001
"fenômeno";0,27;0,556;0,083;0,181
"fazenda";0,191;0,001;0,116;0,471
"favela";0,227;0,124;0,18;0,186
"faca";0,191;0,097;0,478;0
"explosão";0,227;0,124;0,146;0
"executar";0,191;0;0,116;0,114
"ex_presidente";0,227;0,124;0,146;0
"estresse";0,191;0,097;0,878;0,007
"específico";0,324;0,332;0,274;0,232
"especializado";0,393;0,138;0,304;0,781
"esforço";0,393;0,234;0,601;0,143
"escondido";0,324;0,21;0,025;0,954
"equilíbrio";0,191;0,011;0,878;0,114
"epi";0,227;0,124;0,146;0
"entrada";0,859;0,53;0,146;0,024
"engenheiro";0,393;0,843;0,773;0,781
"emocional";0,191;0,097;0;0,114
"elevado";0,324;0,332;0,963;0,954
"edição";0;0,21;0,235;0,232
"edifício";0,191;0,413;0,116;0
"dormir";0,227;0,124;0,001;0,593
"domingo";0,324;0,21;0,963;0,027
"diversão";0;0,124;0,146;0,143
"desfilar";0,004;0,124;0,683;0,143
"demanda";0,191;0,001;0,116;0,471
"cão";0,393;0,277;0,304;0,004
"cumprir";0,248;0,161;0,759;0,484
"culto";0,979;0,161;0,006;0,181
"crise";0,191;0,982;0,06;0,471
"criminoso";0,27;0,161;0,083;0,484
"criminal";0,191;0,097;0,478;0
"criador";0,324;0,887;0,025;0,232
"crer";0,393;0,138;0,773;0,301
"coração";0,782;0,21;0,274;0,954
"contribuir";0,726;0,088;0,878;0,114
"conexão";0,859;0,234;0,601;0,593
"conceder";0,726;0,413;0,309;0,889
"compositor";0;0,097;0,116;0,114
"comparação";0,039;0,277;0,773;0,301
"circuito";0,124;0,21;0,274;0,232
"chorar";0,859;0,124;0,683;0,186
"cerebral";0,324;0,21;0,001;0,232
"cemitério";0,324;0,21;0,963;0,027
"captar";0,324;0,332;0,274;0,232
"camila";0,191;0,097;0;0,114
"bruxelas";0,191;0,097;0,878;0,007
"braço";0,227;0,53;0,18;0,693
"bob";0,324;0,001;0,235;0,232
"bento";0,227;0,234;0,683;0,593
"belga";0,227;0,124;0,146;0
"bateria";0;0,161;0,184;0,181
"bastar";0,979;0,684;0,759;0,484
"basear";0,27;0;0,184;0,181
"baseado";0,27;0,684;0,006;0,181
"barra";0,191;0,088;0,116;0,317
"banho";0,227;0,124;0;0,143
"aula";0,012;0,982;0,478;0,114
"atriz";0,324;0,21;0,274;0,28
"atrair";0,227;0,003;0,601;0,143
"associar";0,27;0,556;0,759;0,484
"arma";0,27;0,161;0,184;0
"aqüífero";0,27;0;0,184;0,181
"amostra";0,27;0;0,184;0,181
"alíquota";0,27;0;0,184;0,181
"alternativa";0,27;0,01;0,759;0,181
"alterar";0,324;0,887;0,235;0,027
"alice";0,191;0;0,116;0,114
"alcançar";0,393;0,843;0,108;0,301
"aguardar";0,227;0,124;0,146;0
"agressão";0,324;0,21;0,235;0,001
"agenda";0,059;0,779;0,601;0,143
"aeroporto";0,859;0,124;0,601;0,024
"aeronáutica";0,191;0,097;0,116;0
"acolhimento";0,859;0,53;0,18;0,593
"acolher";0,782;0,887;0,274;0,232
"acionar";0,191;0,097;0,116;0
"abrigo";0,191;0,097;0,116;0
"árvore";0,27;0,01;0,759;0,181
"votação";0,324;0,001;0,235;0,232
"voar";0,859;0,124;0,146;0,001
"vermelho";0,324;0,21;0,963;0,027
"tsunami";0,324;0,21;0,001;0,232
"troca";0,393;0,843;0,108;0,301
"transferir";0,227;0,779;0,146;0,024
"terça_feira";0,859;0,53;0,146;0,024
"terça";0,27;0,684;0,759;0,086
"temporário";0,324;0,332;0,235;0,28
"temperatura";0,393;0,138;0,773;0,301
"suspenso";0,324;0,001;0,235;0,232
"surpreender";0,546;0,277;0,773;0,781
"sonhar";0,324;0,887;0,025;0,232
"solucionar";0,227;0;0,146;0,143
"soares";0,782;0,21;0,274;0,954
"serra";0,324;0,887;0,235;0,027
"sequência";0,022;0,556;0,184;0,181
"sensação";0,248;0,161;0,476;0,75
"secretário";0,27;0,113;0,184;0,484
"rs";0,324;0,001;0,235;0,232
"roda";0,005;0,21;0,963;0,232
"riso";0;0,161;0,184;0,181
"responsabilidade";0,324;0,887;0,235;0,027
"respiração";0,227;0,124;0;0,143
"reservatório";0,324;0,001;0,235;0,232
"relembrar";0,022;0,161;0,759;0,75
"relacionar";0,859;0,124;0,601;0,024
"relacionamento";0,979;0,161;0,006;0,181
"reforçar";0,022;0,161;0,759;0,75
"rafaela";0,227;0,124;0;0,143
"pão";0,039;0,277;0,773;0,301
"profissão";0,979;0,161;0,759;0,086
"primo";0,324;0,21;0,235;0,001
"prejudicar";0,248;0,684;0,476;0,181
"prazer";0,546;0,277;0,108;0,301
"prato";0,324;0,21;0,001;0,232
"pousar";0,393;0,277;0,003;0,301
"plateia";0,039;0,277;0,773;0,301
"planeta";0,393;0,006;0,304;0,301
"pior";0,546;0,277;0,773;0,781
"perna";0,27;0,161;0,759;0,006
"perguntar";0,227;0,124;0,023;0,693
"performance";0,324;0,332;0,274;0,232
"perfeito";0,546;0,277;0,773;0,781
"pensamento";0,27;0,161;0,083;0,484
"pedaço";0,227;0,53;0,001;0,143
"partido";0,782;0,887;0,235;0,28
"parecido";0,393;0,138;0,304;0,781
"parceiro";0,393;0,843;0,108;0,301
"palco";0,546;0,277;0,108;0,301
"orientar";0,859;0,779;0,683;0,593
"opção";0,393;0,006;0,304;0,301
"ocupado";0,27;0,684;0,476;0,484
"noção";0,248;0,161;0,476;0,75
