"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7"
"sanção";0;0,007;0;0,001;0;0,009;0
"obter";0;0,826;0,001;0,085;0;0,007;0,226
"membro";0,556;0,003;0,382;0,302;0,012;0,442;0,066
"liberdade";0,04;0;0,837;0,976;0,003;0,001;0,002
"japão";0;0,001;0;0,012;0;0,009;0
"carlos";0,004;0,61;0,001;0,018;0,001;0,047;0
"bndes";0;0,01;0,336;0;0;0,001;0,001
"troca";0,01;0,035;0,123;0,02;0;0,044;0,278
"trazer";0;0,168;0,235;0,411;0,308;0,798;0,141
"imposto";0,019;0,269;0,032;0;0,315;0,016;0,137
"impedir";0,672;0,027;0,005;0,043;0,001;0,175;0,919
"gestão";0,447;0,046;0,426;0;0,002;0,868;0,081
"fundo";0,008;0,021;0,007;0;0,001;0,403;0,017
"edson";0;0,241;0;0;0;0,002;0
"desembargador";0,003;0;0,002;0,001;0,013;0,003;0,001
"conversar";0,409;0,178;0,044;0,192;0,938;0,212;0,372
"benefício";0;0,042;0;0,321;0;0,009;0,015
"volta";0;0,598;0,089;0,067;0,017;0,783;0,506
"mão";0;0,313;0,016;0,495;0,002;0,9;0,821
"mensagem";0,011;0,003;0,017;0,002;0;0,868;0,202
"manifestação";0;0,354;0,438;0,025;0,015;0,514;0,009
"funaro";0;0,005;0;0,001;0;0,045;0,001
"estatal";0,001;0,022;0,474;0;0,197;0,064;0,006
"aumentar";0,027;0,329;0,002;0;0,002;0,55;0
"abrir";0,085;0,91;0,03;0,47;0,091;0,093;0,124
"quarto";0,245;0,387;0,048;0,035;0,264;0;0,154
"procurador_geral";0;0,168;0;0;0,001;0,008;0,001
"henrique";0;0,043;0;0;0,824;0;0,001
"branco";0,428;0,385;0,001;0,659;0,008;0,004;0
"solicitar";0,001;0,93;0,07;0,219;0;0,01;0,002
"quinto";0,003;0,495;0,044;0,054;0,005;0,029;0
"listar";0,001;0,014;0;0,805;0,288;0,858;0,457
"irmão";0,03;0,043;0;0,001;0,938;0,009;0,001
"especial";0,023;0,601;0;0,281;0,003;0,04;0,099
"cair";0,567;0,237;0,003;0,016;0,009;0,278;0
"respeito";0;0,799;0,909;0,776;0,231;0,403;0,017
"investimento";0;0,001;0,007;0;0,002;0,06;0,04
"função";0,018;0;0,397;0,549;0,133;0,008;0,001
"cidadão";0;0,347;0,018;0;0;0,403;0,006
"campo";0;0,011;0,001;0,284;0;0,707;0,009
"avião";0;0,002;0,082;0,143;0,001;0,002;0,001
"amigo";0;0,266;0,225;0,003;0,006;0,169;0,003
"abril";0,003;0,764;0,659;0,302;0,106;0,064;0
"pretender";0,118;0,132;0,173;0,382;0,017;0,804;0,169
"f";0;0,001;0;0,001;0,001;0,012;0,532
"exército";0,065;0,001;0,003;0,382;0,001;0,423;0
"assessoria";0,013;0,064;0;0,041;0,037;0,294;0,001
"aceitar";0,704;0,636;0,801;0,132;0,394;0,919;0,017
"solução";0,09;0,026;0,003;0,016;0,009;0,74;0,001
"seguinte";0,526;0,028;0,001;0,018;0,471;0,031;0,371
"recorrer";0;0;0,162;0,013;0,016;0,001;0,169
"reconhecer";0,726;0,19;0,553;0,453;0,144;0,464;0,009
"médico";0,008;0,278;0,001;0;0,004;0,011;0,002
"mendes";0;0;0,185;0,002;0;0,278;0,001
"difícil";0,007;0,003;0,008;0,009;0,003;0,652;0,001
"sede";0,025;0,574;0,758;0,08;0;0,15;0,106
"ressaltar";0,002;0,831;0,048;0,418;0,02;0,278;0,352
"ilícito";0;0,001;0,526;0,08;0;0,004;0,003
"especialista";0,466;0,001;0;0,36;0;0,169;0
"criticar";0,163;0,003;0,052;0,007;0,003;0;0,012
"agricultura";0,004;0,005;0;0;0,239;0,006;0,004
"abuso";0,265;0;0,985;0,002;0,009;0,014;0,021
"trabalhador";0;0,048;0,104;0,345;0,421;0,694;0,044
"registrar";0,827;0,04;0,521;0;0,624;0,019;0,033
"produto";0,004;0,015;0,29;0;0,075;0,002;0,076
"neto";0,002;0;0,004;0,007;0,076;0,004;0,009
"negociar";0,012;0,026;0,985;0,865;0,001;0,707;0,069
"eventual";0,006;0;0,47;0,284;0,023;0,004;0,023
"domingo";0,336;0,012;0;0,049;0,001;0,326;0
"contrário";0,001;0,269;0,013;0,108;0,005;0;0,004
"contato";0,178;0,134;0;0,163;0;0,078;0,001
"administração";0;0,656;0,211;0;0,25;0,294;0,403
"sofrer";0;0,764;0,826;0,79;0,004;0,765;0,12
"saída";0,733;0,11;0,2;0,282;0,003;0;0,019
"presidencial";0,114;0,069;0,001;0,003;0,962;0;0,872
"fechar";0,003;0,032;0;0,521;0,012;0,179;0,128
"fazenda";0,017;0,004;0,623;0,009;0;0;0,001
"conjunto";0,251;0,518;0,353;0,805;0,069;0,586;0
"caber";0,001;0;0,861;0,322;0,058;0,023;0,01
"vítima";0,067;0,143;0,006;0,555;0,001;0,005;0,054
"vista";0;0;0,005;0,77;0,03;0,344;0,011
"trf_4";0;0;0,005;0,001;0;0,006;0,001
"trecho";0,021;0,172;0;0,004;0,089;0,202;0,001
"tirar";0;0,04;0,162;0,894;0,002;0,817;0,156
"referência";0,039;0,013;0,897;0;0,712;0,016;0,002
"privado";0,166;0,134;0,01;0;0,031;0,072;0,002
"morto";0;0,09;0,082;0,594;0,002;0,382;0
"jurídico";0,487;0;0,006;0,175;0,323;0,036;0,001
"grave";0,919;0,034;0,861;0;0,005;0,535;0,01
"funcionário";0,068;0,04;0,29;0,641;0,001;0,048;0,156
"exigir";0,137;0,297;0,256;0,003;0,367;0,827;0,041
"dúvida";0,078;0,656;0,694;0,041;0,179;0,736;0,061
"aberto";0,212;0,032;0,005;0,735;0,344;0,41;0,199
"participação";0,007;0,654;0,12;0,489;0;0,138;0,362
"fevereiro";0,039;0,744;0,642;0,053;0,023;0,002;0,939
"definir";0,989;0,248;0,005;0,933;0,918;0;0,012
"conhecer";0;0,024;0,335;0,195;0,031;0,029;0,051
"bbc";0,168;0,002;0,002;0,264;0,001;0;0
"tv";0,236;0,052;0,001;0,016;0,303;0,429;0,576
"resolver";0,19;0,017;0,089;0,626;0,658;0,402;0
"pesquisa";0,872;0,006;0,001;0;0,007;0;0,014
"legislativo";0,522;0,625;0,35;0,079;0,02;0;0,002
"estudo";0,251;0,002;0,001;0;0,006;0,006;0,002
"alcance";0;0,543;0,002;0,011;0;0,048;0
"washington";0,001;0,002;0,001;0,002;0;0,002;0
"sigilo";0,001;0,233;0;0,016;0,174;0,003;0,006
"secretaria";0,058;0,163;0,003;0,646;0,001;0,001;0,003
"pinheiro";0,001;0,134;0,01;0,001;0;0,01;0,002
"maio";0,165;0,543;0;0,894;0,036;0,549;0,729
"magistrado";0,001;0;0,706;0,062;0,015;0,048;0,001
"apoiar";0,008;0,008;0,056;0,043;0,01;0;0
"ricardo";0;0,035;0;0,005;0,987;0,13;0,002
"porto";0,028;0;0,5;0,135;0,275;0,02;0,035
"necessidade";0,872;0,871;0,725;0,011;0,039;0,783;0,305
"marisa";0;0,021;0,001;0,001;0;0,003;0,002
"marcar";0,08;0;0,35;0,036;0,183;0,715;0,093
"frigorífico";0;0,002;0;0,641;0,634;0,002;0,001
"ex_deputado";0;0,025;0;0,001;0,069;0,101;0,001
"enfrentar";0,453;0,006;0,001;0;0;0,227;0,064
"candidatura";0,004;0,659;0,004;0,05;0,001;0;0,002
"atender";0,321;0,346;0,329;0,815;0;0,24;0,015
"agente";0,305;0,049;0,005;0,579;0,225;0,011;0,055
"abertura";0,006;0,049;0;0,532;0,097;0,059;0,559
"termo";0,006;0,906;0,011;0;0,316;0,255;0,342
"santana";0;0,007;0,052;0,001;0;0,003;0,002
"perguntar";0,003;0,002;0;0,004;0,006;0,107;0,004
"opinião";0,125;0,807;0,473;0,033;0,015;0,817;0,481
"ocasião";0;0,565;0,002;0,435;0,059;0,24;0,644
"luta";0;0,03;0,033;0,127;0,002;0,088;0,114
"esquerdo";0;0,047;0,002;0,201;0,01;0,055;0,004
"bolsonaro";0,151;0,685;0,001;0,007;0;0;0,002
"vender";0,473;0,003;0,139;0;0,592;0,167;0,122
"venda";0,003;0,002;0,022;0,006;0;0,025;0,044
"gilmar";0,006;0;0,329;0,002;0;0,122;0,002
"direto";0,765;0,417;0,051;0,562;0,806;0,614;0,002
"comentar";0,113;0,103;0,151;0,002;0,059;0;0,532
"cara";0;0,035;0,186;0,03;0,095;0,041;0,16
"agosto";0,28;0,716;0,65;0,1;0,013;0,517;0,075
"afastado";0,007;0,502;0;0,002;0,003;0,729;0,006
"tucano";0,003;0,654;0;0,001;0,338;0;0,002
"real";0,003;0,125;0,883;0,034;0,006;0,027;0,037
"pergunta";0,111;0,685;0,049;0,007;0,807;0,401;0,214
"oposição";0,051;0,009;0,262;0,366;0;0;0,738
"oferecer";0,257;0,056;0,008;0;0,362;0,285;0,107
"mouro";0;0,11;0,35;0,001;0;0,008;0,002
"lúcia";0,06;0;0,014;0,005;0,019;0,008;0,002
"ilegal";0,046;0,001;0,65;0,046;0;0,01;0,645
"funcionar";0,236;0,007;0,008;0;0,001;0,063;0,587
"estratégia";0,125;0,11;0,35;0,02;0,047;0,001;0,381
"cármen";0,06;0;0,002;0,014;0;0,022;0,002
"chinês";0,001;0,003;0,001;0,389;0;0,004;0
"caminho";0,348;0,049;0,556;0;0,003;0,255;0,002
"beneficiar";0,029;0,836;0,187;0,435;0;0,957;0,038
"agenda";0,222;0,052;0,372;0,737;0,001;0;0,201
"prédio";0;0,022;0,011;0,271;0,04;0,026;0,006
"nação";0,348;0,007;0,008;0,335;0,003;0,023;0
"conhecimento";0,019;0,976;0,049;0,181;0;0,009;0,019
"antonio";0,007;0,654;0,586;0,016;0;0,468;0,017
"saud";0;0,009;0;0,001;0,059;0,011;0,002
"ocupar";0,001;0,163;0,133;0,127;0,286;0,514;0,025
"mal";0;0,011;0,033;0,917;0,002;0,795;0,274
"financiamento";0,017;0,012;0,002;0;0,012;0,1;0,01
"disputa";0,051;0,065;0,066;0,05;0,004;0;0,277
"dado";0,183;0,026;0,139;0;0,059;0,003;0,055
"crítica";0,87;0,716;0,419;0,019;0,004;0;0,775
"comunicado";0,001;0,009;0,96;0,008;0,413;0,077;0
"atuação";0,726;0,208;0;0,225;0,929;0,012;0,059
"apurar";0,003;0,021;0;0,016;0,007;0,063;0,002
"aprovação";0,027;0,069;0,072;0,366;0,929;0;0,059
"tarde";0,455;0,965;0,131;0,006;0,255;0,027;0,651
"série";0,124;0,03;0,033;0,335;0,043;0,15;0,114
"popular";0;0,013;0,006;0,017;0,003;0;0,457
"equipa";0,967;0,069;0,999;0,107;0,441;0,832;0,446
"devido";0,681;0,049;0,759;0,62;0,592;0,077;0,242
"destinar";0,004;0,026;0,028;0,838;0;0,167;0,242
"controlo";0,012;0,781;0,471;0;0,146;0,177;0,701
"construir";0,023;0,06;0,003;0,343;0,005;0,904;0,931
"aparecer";0,179;0,032;0,406;0,065;0,005;0,482;0,027
"sr";0,003;0,086;0,602;0,278;0,186;0,019;0,029
"protesto";0;0,324;0,213;0,408;0,014;0,196;0,971
"interno";0,137;0,08;0,791;0;0,039;0,058;0,027
"homicídio";0,135;0,05;0,002;0;0,001;0,021;0,043
"dito";0,413;0,952;0,307;0,008;0,888;0,184;0,676
"dezembro";0,064;0,879;0,033;0,544;0,043;0,003;0,14
"consequência";0,609;0,049;0,011;0,366;0,012;0,825;0
"atacar";0,064;0,074;0,161;0,009;0,005;0,795;0
"anterior";0,2;0,1;0,012;0,021;0,073;0,321;0,254
"reforçar";0,017;0,3;0,829;0,718;0,331;0,1;0
"mínimo";0,071;0,849;0,005;0;0,087;0,007;0,027
"morrer";0;0,013;0,098;0,033;0,201;0,005;0,171
"lima";0,004;0,015;0;0,002;0,093;0,006;0,004
"junho";0,005;0;0;0,009;0,705;0,357;0,741
"garantia";0,017;0,885;0,005;0;0,043;0,45;0,592
"estabelecer";0,101;0,006;0,004;0,058;0,247;0,004;0,242
"escrever";0,002;0,016;0,471;0,023;0,441;0,033;0,996
"companhia";0,008;0,004;0,868;0;0,103;0,005;0,011
"combate";0;0,011;0,791;0,76;0,002;0,929;0,101
"capaz";0,509;0,152;0,001;0,877;0,002;0,177;0
"aeroporto";0,282;0,047;0,124;0;0,437;0,006;0,004
"utilizar";0,314;0,728;0,387;0,115;0,21;0,005;0,153
"teori";0,64;0;0;0,004;0,007;0,015;0,003
"representante";0,342;0,996;0,948;0,562;0,546;0,753;0,136
"pai";0;0,372;0,2;0,077;0,825;0,107;0,079
"livre";0;0,035;0,039;0,071;0,043;0,041;0,882
"legal";0;0,189;0,438;0;0,159;0,088;0,025
"gravar";0,015;0,032;0;0,01;0,006;0,004;0,003
"departamento";0,007;0,086;0,559;0,469;0;0,015;0,037
"concordar";0,031;0,879;0,161;0,917;0,705;0,357;0
"ética";0,08;0,001;0,208;0,47;0,043;0,12;0,01
"vereador";0,183;0,011;0,052;0,404;0,156;0;0,009
"procuradoria";0,001;0,534;0;0,001;0,514;0,013;0,003
"outubro";0;0,354;0,68;0,06;0,319;0;0,274
"médio";0,151;0,012;0,005;0;0,002;0,399;0,013
"menor";0,08;0,185;0,829;0;0,007;0,1;0,53
"ligar";0;0,032;0,528;0,01;0,476;0,378;0,15
"intenção";0,019;0,197;0,363;0,131;0,629;0,044;0,328
"humano";0;0,035;0,005;0,03;0,001;0,004;0,81
"estadual";0,864;0,101;0,935;0,828;0,109;0,002;0,007
"discussão";0,979;0,683;0,007;0,203;0,009;0;0,091
"bancada";0,003;0,004;0,343;0,004;0,002;0;0,003
"tratado";0,672;0,62;0,2;0,499;0,002;0,107;0
"território";0,007;0,012;0,005;0,469;0,001;0,004;0
"reduzir";0,08;0,035;0,005;0;0,007;0,399;0,882
"praticar";0,184;0;0,215;0,083;0,108;0,047;0,034
"olhar";0;0,004;0,098;0,16;0,355;0,227;0,032
"linha";0,917;0,372;0,2;0,252;0,103;0,999;0,003
"integrante";0,602;0,003;0,376;0,073;0,047;0;0,023
"gabinete";0,156;0,086;0;0,004;0,186;0,657;0,029
"dirceu";0,263;0;0,186;0,004;0,03;0,399;0,003
"depender";0,373;0,717;0,124;0;0,063;0,002;0,098
"delegado";0,048;0,728;0;0,036;0,022;0,005;0,004
"apresentado";0,007;0;0,374;0,004;0;0,1;0,003
"alegar";0,007;0;0,559;0,004;0,069;0,1;0,53
"pessoal";0,004;0,394;0,106;0,173;0,05;0,962;0,085
"papel";0,07;0,197;0,043;0,025;0,201;0,686;0,846
"espécie";0,203;0,106;0,051;0,006;0;0,018;0,037
"esclarecer";0,829;0,197;0,001;0,499;0,009;0,044;0,011
"dificuldade";0,979;0,015;0,02;0;0,024;0,123;0,091
"democrático";0,004;0,211;0,106;0,227;0,001;0,094;0,805
"crédito";0;0,004;0,002;0;0;0,044;0,011
"costa";0,099;0,04;0,047;0,083;0;0,001;0,805
"zona";0,915;0,184;0,213;0;0,007;0,09;0,111
"sábado";0,726;0,225;0;0,015;0,003;0,257;0,022
"registro";0,04;0,823;0,589;0,124;0,001;0,579;0,005
"provisório";0,031;0;0,266;0,018;0,145;0,002;0,015
"preocupação";0,282;0,113;0,99;0,087;0,063;0,495;0,249
"investigador";0,004;0,106;0;0,005;0;0,006;0,004
"gerar";0,873;0,018;0,023;0;0,275;0,063;0,043
"fechado";0,915;0,01;0,11;0,152;0,119;0,033;0,068
"capacidade";0,211;0,04;0,018;0,636;0,008;0,242;0
"baixo";0,006;0,019;0,003;0;0,032;0,859;0,113
"antigo";0,135;0,766;0,002;0,755;0,025;0,421;0,846
"terceiro";0,354;0,051;0,047;0,319;0,587;0,445;0,805
"suficiente";0,161;0,391;0,694;0,829;0,255;0,055;0,453
"servidor";0,102;0,851;0,292;0,449;0,816;0;0,01
"relatório";0,001;0,001;0,019;0,047;0,011;0;0,005
"minuto";0,814;0,239;0,258;0,043;0,677;0,273;0
"geddel";0,008;0,007;0;0,003;0;0,009;0,006
"conhecido";0,499;0,015;0,148;0,091;0,546;0,361;0,766
"comércio";0,064;0,028;0,004;0;0,43;0,21;0
"assad";0;0,005;0,008;0,002;0,069;0,006;0
"artigo";0,432;0;0,033;0,026;0,005;0,641;0,058
"armado";0,006;0,063;0,003;0,061;0,005;0;0,002
"visita";0,035;0,13;0,065;0,02;0;0,023;0
"sp";0,15;0,072;0,285;0,02;0;0,808;0,005
"pequeno";0,005;0,05;0,002;0;0,011;0,14;0,105
"opção";0,011;0,184;0,004;0,338;0,24;0,09;0
"julho";0,061;0,391;0,124;0,366;0,677;0,886;0
"judicial";0,015;0;0,384;0,051;0,024;0,007;0,005
"jornalista";0,032;0,122;0;0,047;0,004;0,023;0,105
"influência";0,203;0,69;0,028;0,091;0,093;0,123;0,766
"escolher";0,058;0,272;0,015;0,96;0,001;0,054;0,046
"efeito";0,573;0,717;0,248;0,087;0,01;0,027;0,249
"doria";0,039;0,022;0,011;0,403;0,001;0;0,006
"desenvolver";0,532;0,015;0,051;0,834;0,057;0,018;0
"vantagem";0,011;0,113;0,124;0,043;0;0,055;0,04
"vaccari";0,001;0;0,014;0,003;0;0,01;0,007
"sindicato";0,009;0,242;0,434;0,765;0,215;0,261;0,066
"servir";0;0,172;0,036;0,174;0,221;0,009;0,269
"peemedebista";0,011;0,965;0;0,099;0,134;0,167;0,004
"mina";0,259;0,024;0,024;0,508;0,372;0,011;0,021
"debate";0;0,276;0,003;0,024;0,001;0;0,019
"conflito";0,225;0,026;0,004;0,01;0,002;0,03;0
"concluir";0,15;0;0,384;0,234;0,953;0,859;0,113
"colaboração";0,002;0,186;0;0,018;0,466;0,006;0,015
"cabral";0,001;0;0,233;0,079;0,022;0,01;0,007
"audiência";0,602;0;0,376;0,029;0,047;0,988;0,023
"agir";0,574;0,272;0,1;0,741;0,297;0,308;0,648
"universidade";0;0,105;0,006;0,942;0,003;0,12;0,06
"tender";0,819;0,493;0,065;0;0,953;0,55;0,113
"revista";0,558;0,067;0;0,067;0,099;0,183;0,006
"permanecer";0,757;0,276;0,01;0,024;0,581;0,934;0,131
"pauta";0,011;0,4;0,213;0,175;0,007;0;0,007
"pacífico";0,085;0,021;0,003;0,022;0,001;0,007;0
"novembro";0,095;0,55;0,029;0,137;0;0,348;0,274
"mp";0,085;0,062;0,035;0,446;0,39;0,473;0,005
"motivo";0,624;0,083;0,671;0,107;0,275;0,823;0,687
"meirelles";0;0,007;0,084;0,067;0,002;0;0,006
"livro";0;0,021;0,01;0,022;0,001;0,007;0,256
"iniciativa";0,269;0,493;0,065;0;0,075;0,55;0,961
"cultura";0;0,052;0,008;0,103;0,004;0,354;0,014
"chapa";0,002;0;0,026;0,002;0,246;0,55;0,005
"calheiros";0;0,072;0,001;0,007;0,032;0;0,005
"avanço";0,015;0,493;0,015;0,418;0,032;0,859;0
"aumento";0,035;0,493;0,009;0;0,012;0,55;0,961
"ajuda";0,166;0,058;0,881;0,252;0,007;0,579;0,031
"vice_presidente";0,057;0,172;0,469;0,073;0,645;0,002;0,018
"twitter";0,331;0,29;0,003;0,126;0,001;0,769;0
"stj";0,001;0;0,077;0,002;0,005;0,008;0,006
"significar";0,227;0,073;0,036;0,032;0,047;0,652;0,051
"referir";0,15;0,13;0,015;0,051;0;0,308;0,24
"produzir";0,976;0,15;0,328;0;0,091;0,026;0,497
"preventivo";0,001;0;0,589;0,007;0,001;0,024;0,609
"obstrução";0;0,886;0;0,002;0,004;0,007;0,005
"obama";0,503;0,03;0,004;0,087;0,002;0,035;0
"maria";0,001;0,581;0,183;0,905;0,17;0,183;0,021
"manifestante";0,02;0,185;0,52;0,137;0,118;0,029;0,734
"eleger";0,119;0,724;0,198;0,314;0,221;0;0,023
"cúpula";0,861;0,008;0,469;0,161;0,006;0,078;0
"conceder";0,478;0,131;0,01;0,403;0,091;0,073;0,019
"comum";0,37;0,009;0,009;0,026;0,012;0,808;0,443
"avaliação";0,076;0,493;0,285;0;0,499;0,001;0,016
"assessor";0,04;0,006;0;0,007;0,39;0,896;0,001
"vieira";0;0,899;0;0,003;0,004;0,009;0,006
"tensão";0,002;0,007;0,011;0,271;0,001;0,008;0
"sessão";0,003;0;0,091;0,073;0,002;0;0,007
"oliveira";0,003;0;0,593;0,026;0,099;0;0,006
"duque";0,011;0,142;0,028;0,007;0;0,018;0,014
"criminal";0,045;0;0,328;0,476;0,015;0,073;0,006
"conduzir";0,04;0,521;0;0,126;0,083;0,161;0,356
"argumento";0,605;0;0,629;0,314;0,047;0,196;0,063
"argumentar";0,204;0;0,892;0,786;0,005;0,369;0,838
"apreensão";0,011;0,372;0;0,003;0,24;0,09;0,024
"alckmin";0,248;0,009;0,213;0,003;0,119;0;0,007
"acidente";0;0,132;0,204;0,06;0,004;0,149;0,117
"sérgio";0,008;0,015;0;0,292;0,08;0,009;0,006
"provocar";0,165;0,308;0,077;0,271;0,015;0,934;0
"presente";0,454;0,065;0,615;0,038;0,2;0,239;0,188
"falso";0,757;0,15;0,077;0,745;0;0,026;0,792
"exportação";0;0,008;0,376;0;0,763;0,03;0,312
"crescer";0,035;0,01;0,016;0;0,002;0,285;0,656
"construtor";0;0,328;0,593;0,009;0;0,009;0,006
"confiança";0,697;0,03;0,095;0,021;0,13;0,744;0,712
"comunicação";0,808;0,024;0,002;0,149;0,811;0,369;0,144
"compromisso";0,864;0,008;0,054;0,828;0,287;0,186;0,063
"cassar";0,019;0;0;0,002;0,001;0,348;0,006
"brf";0,006;0,012;0;0;0,332;0,013;0,034
"autorização";0,014;0;0;0,39;0,773;0,038;0,029
"associação";0,005;0,065;0;0,719;0,008;0,104;0,009
"adotar";0,106;0,161;0,084;0,368;0,016;0,207;0
"trabalhista";0,002;0,013;0,006;0,05;0,011;0;0,1
"silêncio";0,072;0,084;0;0,034;0,057;0,011;0,175
"presença";0,03;0,091;0,248;0,444;0,063;0,865;0,194
"pedro";0,001;0;0,431;0,175;0,128;0,947;0,007
"modo";0,07;0,015;0,063;0,508;0,043;0,009;0,292
"justificar";0,915;0;0,213;0,152;0,43;0,21;0,024
"irregularidade";0,024;0,434;0;0,073;0,01;0,03;0,007
"guarujá";0;0,001;0,003;0,003;0;0,009;0,006
"exercer";0,454;0;0,047;0,39;0,143;0,239;0,378
"envolvido";0,009;0,613;0,02;0,541;0,763;0,009;0,023
"década";0,227;0,026;0,013;0,001;0,645;0,009;0,005
"destruir";0,269;0,01;0,459;0,038;0,283;0,038;0
"data";0,164;0;0,047;0,095;0,283;0,865;0,67
"crescimento";0,018;0,012;0,006;0;0,01;0,461;0,217
"citado";0,003;0,328;0;0,149;0,001;0,028;0,058
"carta";0,069;0,212;0,248;0,39;0,374;0,78;0,67
"andar";0;0,122;0,007;0,006;0,713;0,694;0,012
"suspender";0,004;0;0,979;0,872;0,02;0,708;0,004
"suspeita";0,028;0,184;0;0,576;0,007;0,09;0,163
"sugerir";0,421;0,032;0,402;0,152;0,453;0,09;0,333
"promover";0,068;0,534;0,067;0,296;0,037;0,94;0,114
"preparar";0,605;0,172;0,091;0,029;0,047;0,988;0
"positivo";0,144;0,212;0,005;0,047;0,008;0,285;0,03
"pertencer";0,102;0,004;0,138;0,016;0;0,044;0,034
"padilha";0,04;0,036;0;0,004;0,069;0;0,009
"observar";0,132;0,979;0,402;0,067;0,24;0,033;0
"material";0,203;0,474;0;0,045;0,526;0,044;0,429
"indício";0,001;0,724;0;0,029;0,068;0,009;0,312
"fonte";0,331;0,446;0,068;0,039;0,307;0,012;0,172
"ex_governador";0,001;0;0,395;0,012;0,667;0,574;0,008
"diferença";0,53;0,013;0,062;0,07;0,02;0,554;0,769
"controlar";0,148;0,03;0,004;0,057;0,261;0,035;0,036
"classe";0;0,02;0,037;0;0,006;0,075;0,356
"cadeia";0,331;0;0,16;0,014;0,156;0,818;0,403
"assegurar";0,072;0,395;0,107;0;0,13;0,035;0,423
"teoria";0;0,061;0,034;0,079;0,019;0,069;0,158
"teixeira";0,014;0,716;0,005;0,013;0;0,104;0,009
"taxa";0,003;0,014;0,067;0;0,093;0,138;0,25
"rápido";0,972;0,01;0,248;0,114;0,143;0,104;0
"preço";0,091;0,036;0,005;0;0;0,012;0,403
"passo";0,004;0,716;0,005;0,719;0,008;0,467;0,002
"globo";0,005;0,091;0;0,013;0,2;0,038;0,029
"educação";0,002;0,066;0,105;0;0,006;0,198;0,018
"comercial";0,148;0,03;0,043;0,766;0,057;0,035;0
"coletivo";0,53;0,808;0,149;0,026;0,011;0,291;0,05
"terminar";0,001;0,105;0,288;0,732;0,01;0,01;0,429
"pressão";0,056;0,036;0,005;0,041;0,009;0,822;0
"pegar";0;0,503;0,261;0,123;0,61;0,291;0,036
"origem";0,203;0,851;0,056;0,626;0;0,013;0,217
"liderança";0,586;0,038;0,006;0;0,003;0,461;0,006
"gasto";0,183;0,227;0,005;0,039;0,532;0;0,031
"fórum";0,173;0,114;0,006;0;0,003;0,084;0,233
"fundamental";0,458;0,68;0,015;0;0,057;0,44;0,175
"foto";0;0,041;0,874;0,123;0,186;0,291;0,769
"espaço";0,023;0,036;0,018;0,213;0,156;0,001;0,202
"duro";0,407;0,036;0,127;0,691;0,003;0,041;0
"aurélio";0,498;0;0,459;0,038;0,002;0,239;0,009
"alves";0,006;0,038;0;0,005;0,066;0,044;0,01
"aguardar";0,301;0;0,183;0,095;0,024;0,467;0,029
"administrativo";0,164;0,335;0,744;0,005;0,039;0,104;0,009
"via";0,016;0,052;0,08;0,916;0,003;0,354;0,126
"trf";0,021;0;0,006;0,005;0,011;0,014;0,011
"time";0;0,061;0,041;0,666;0,027;0,545;0,004
"testemunha";0,018;0,275;0,14;0,016;0;0,044;0,034
"nível";0,793;0,016;0,028;0;0,015;0,354;0,084
"multa";0,01;0;0,008;0,868;0;0,017;0,013
"km";0,311;0,035;0,021;0,375;0,044;0,128;0
"institucional";0,121;0,895;0,16;0,99;0,307;0,822;0,009
"europa";0;0,012;0,056;0;0,003;0,044;0,429
"entidade";0,31;0,019;0,676;0,769;0,6;0,028;0,784
"entendimento";0,331;0;0,49;0,041;0,027;0,258;0,202
"emprego";0,857;0,105;0,056;0;0,003;0,12;0,217
"detalhe";0,801;0,446;0,571;0,223;0;0,041;0,403
"custo";0,25;0,014;0,024;0;0;0,051;0,039
"completar";0,301;0,065;0,016;0,719;0,143;0,285;0,03
"admitir";0,301;0,065;0,359;0,719;0,283;0,78;0,656
"viagem";0,045;0,851;0,523;0,449;0,003;0,461;0,151
"simples";0;0,873;0,024;0,843;0,204;0,94;0,039
"recente";0,639;0,141;0,018;0,223;0,027;0,003;0,172
"propriedade";0,102;0,012;0,056;0,113;0;0,044;0,034
"peça";0,208;0,674;0,387;0,446;0,178;0,16;0,046
"mensalão";0,793;0;0,673;0,16;0,243;0,609;0,014
"mello";0,25;0;0,162;0,006;0,093;0,138;0,012
"estratégico";0,002;0,011;0,018;0,672;0,027;0,255;0
"direção";0,066;0,165;0,096;0,386;0,055;0,73;0
"constitucional";0,226;0,503;0,006;0;0,003;0,008;0,036
"comandar";0,855;0,243;0,528;0,045;0,301;0;0,01
"atribuir";0,634;0,484;0,121;0,776;0,916;0,047;0,544
"ambiente";0,006;0,036;0,018;0;0,003;0,498;0,086
"afastar";0,183;0,055;0,068;0,223;0,027;0,113;0,964
"versão";0,102;0,105;0,057;0,449;0;0,524;0,217
"transferência";0,006;0;0,006;0,016;0;0,12;0,034
"terça";0,058;0,763;0,001;0,134;0,012;0;0,25
"terreno";0,03;0,016;0,008;0,066;0;0,059;0,126
"sucesso";0,914;0,041;0,022;0,893;0,084;0,047;0
"repassar";0,001;0,114;0,486;0,261;0;0,014;0,011
"rejeitar";0,007;0;0,788;0,017;0,033;0,008;0,769
"propor";0,014;0,26;0,874;0,481;0,267;0,898;0,036
"prefeitura";0,176;0,057;0,031;0,002;0,05;0;0,015
