"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"mass";"chi.distance";"inertie"
"influência";0,230455504684865;-0,704914214623845;0,0338227831501825;0,222771489414177;0,18149561068722;0,241152698473945;0,277058602309288;-0,847463146166533;0,0406624829318521;0,267820712618037;0,218197956655597;0,289919000518855;0,131202001375447;0,746211698539612;0,00143781655401341;0,0495152845094382;0,0296603961668398;0,0419728028546478;1,81730770584942e-05;0,000170030500097123;3,91447008197419e-07;1,69814008099384e-05;1,12716254420782e-05;1,98993342857993e-05;0,000342179742959217;0,398739194633032;5,44041651676061e-05
"escolher";0,137510049979482;1,03230964663116;0,501615046866578;0,900776461502985;0,198755525199281;0,381120993931781;0,0900405287513378;0,675948459270034;0,328453695247968;0,5898215358993;0,130143597386979;0,249555111186224;0,0160344947426502;0,549325298669006;0,108554047312611;0,277890840280074;0,0122096503645799;0,0359856686310775;6,14128413295218e-06;0,000346106919950553;8,17205765647806e-05;0,000263526545501084;1,28300613177142e-05;4,7175450475982e-05;0,00032478077297824;0,68057951227239;0,000150434710141255
"efeito";-0,469790495575117;0,724246673208119;0,192436225569444;-0,0341597090686392;-0,28465549242814;-0,64907773535366;-0,414308006190916;0,63871278366312;0,169709412356201;-0,0301254305687135;-0,2510375382857;-0,572421334467571;0,310197425123533;0,448152664977854;0,0264802393198169;0,000662387055585181;0,0415094786712906;0,172997804851921;7,4240131098324e-05;0,000176442537766643;1,24567267483761e-05;3,92517120423701e-07;2,7256457705606e-05;0,000141717571677066;0,000336380086298891;0,528636569558826;9,40036428521873e-05
"doria";-0,0667741591600971;2,23547798690927;0,109494559913503;0,407731711148695;-1,78750079156329;0,0425142930017751;-0,0230708511022469;0,772370336475224;0,0378309921089959;0,14087362111176;-0,617591672078273;0,0146889296083773;0,00104161529741887;0,709666848782664;0,00142493183009759;0,0156853150953404;0,272057928003904;0,000123360990573096;1,39640983797529e-06;0,00156508107234271;3,75475088813151e-06;5,20648981981459e-05;0,0010006645844623;5,66064561254827e-07;0,000313181459657588;1,29666212171107;0,00052656221596491
"desenvolver";-1,92646492453525;-0,799634464343418;-0,0951426326326505;0,0432878130882082;0,235913989163083;0,0651986978194685;-0,916168959726649;-0,380282176970245;-0,0452469835575847;0,0205863860695168;0,112193620181612;0,03100654592567;0,899297942140396;0,0941862757496002;0,00111596410456406;0,000183386116215179;0,00491549414377947;0,000300937745445151;0,00126992042420088;0,000218794954979477;3,09745228107466e-06;6,41188297195397e-07;1,90441539848717e-05;1,45456167148371e-06;0,000342179742959217;1,27315528575824;0,000554647488270745
"vantagem";0,943205168528589;-1,53142955329179;-2,14283620639631;-0,474625680387858;-1,03792546387956;0,481330291286871;0,308281480241538;-0,500539421673156;-0,700374361448374;-0,155128822649344;-0,33924029369383;0,157320188262422;0,17099338398343;0,274021248180353;0,449017662298623;0,0174873178184662;0,0754705828496438;0,0130098048694825;0,000299255831070295;0,000788904303625591;0,00154457225462632;7,57761861228771e-05;0,000362378657130313;7,7932151324628e-05;0,000336380086298891;1,4295145808176;0,000687396721643549
"vaccari";1,29366356690542;-1,71489603464689;-0,990163617353587;-2,03431543107225;-0,73041168482286;0,41127557032062;0,400456583135792;-0,530850078827351;-0,306507463837222;-0,6297271001427;-0,226100645538242;0,127311314804818;0,284842889574206;0,304271664019855;0,0848975439816159;0,284480857992132;0,0330960770943554;0,00841096733783457;0,00049501134784752;0,000869857380016873;0,000289992248443765;0,0012240778715726;0,000157800321855508;5,00308966957623e-05;0,000295782489676611;1,51911526252883;0,00068258055852578
"sindicato";0,288882130149805;0,641994701382788;-1,15541561985475;-0,066185974276736;0,609733518028365;1,31078974770193;0,145816019133634;0,324052967942251;-0,58320708880356;-0,0334080037644074;0,307768826978451;0,661633666409064;0,0505026471413681;0,151620841879605;0,411024552676172;0,0010706770501232;0,0820033006456335;0,303777980607099;1,1615953944215e-05;5,73688855291943e-05;0,000185818946959262;6,09741083509594e-07;5,17480113683356e-05;0,000239155072984805;0,000139191759847817;0,805630088150669;9,03409973925191e-05
"servir";-0,626539554677265;0,663252734919102;-0,703540296107367;-0,289379295951033;1,10805942412417;1,03603594512873;-0,325180967642734;0,344235514777324;-0,365145205208463;-0,150191059400235;0,575095112595006;0,537714129354778;0,23000442005026;0,156682510728084;0,14754879189146;0,0198165423436642;0,262206651593569;0,18374108339296;0,000118386618486462;0,00013266724991671;0,000149273797782419;2,52546026081404e-05;0,000370281258666425;0,00032370937305211;0,000301582146336937;0,818752189046227;0,000202167144060777
"peemedebista";0,859136027997373;-0,157974893321973;1,10218231109055;1,63007089754571;0,134982896639769;-0,470550862413668;0,389126115796072;-0,0715511334974143;0,499208399644852;0,738303523730374;0,0611374317414801;-0,213125306597062;0,293387752849575;0,00603000244686356;0,245665120946668;0,426564667124189;0,00263969659178007;0,0257127600409224;0,000248287091396673;8,3947239442604e-06;0,000408636495610196;0,000893805999161817;6,12897379915337e-06;7,44806443352335e-05;0,000336380086298891;0,994060947131525;0,000332396392981821
"mina";0,319419398963586;0,759974279270383;0,0486452619700285;1,09568961785946;-0,382299499004509;0,411948103359144;0,215433518167752;0,512567280608042;0,032808965148638;0,738991651606775;-0,257843219076684;0,277839822807101;0,0979116990225864;0,336924837949973;0,00115534479764545;0,465308384078885;0,0511208275116176;0,0475789066392915;3,13617818808036e-05;0,000177531712366518;7,27376468142677e-07;0,00036902283991965;4,49247440482313e-05;5,21630730794055e-05;0,000307381802997263;0,639758501657522;0,000125808587223838
"debate";-0,0197414625745119;1,75242477440474;0,530859363303687;-0,529012080561054;-0,639655184596444;1,93963059442314;-0,00706659669575637;0,627292890464897;0,190024878272015;-0,189363630298318;-0,22896911496966;0,6943045429286;0,000115580684874375;0,553641468250276;0,0425210604577687;0,0335205833266667;0,0442279560700096;0,325973351210404;1,22054752281388e-07;0,0009617779419174;8,82581881570349e-05;8,76450157431385e-05;0,000128140936179302;0,00117824090331046;0,000313181459657588;1,15082361264518;0,000414775955323921
"conflito";-2,99588475355473;-1,50660364493078;0,513559354559671;-0,079576119081047;-0,252195438042281;0,441000704490286;-0,873122670466955;-0,439085581057941;0,149672084202966;-0,023191717743815;-0,0735000083303561;0,128525542354556;0,84898066866249;0,130517531938614;0,0126925064899562;0,000241917273863147;0,00219280723591134;0,00537456839916501;0,00270679791526845;0,000684547604926068;7,95402435513546e-05;1,90972633656597e-06;1,91813902148516e-05;5,86521847931162e-05;0,000301582146336937;2,0377376662672;0,00125228210353114
"concluir";0,535953774363887;-0,178582873049838;0,673245617249587;-0,660294998108024;0,0902743709754084;-0,0726118549675421;0,484870326083543;-0,161561574953703;0,609076449470973;-0,597360194774183;0,0816700353379997;-0,0656909895586237;0,400156543225667;0,0270071089177256;0,321248297419035;0,245304234082882;0,00413792490009419;0,00214589145459842;9,32921234994792e-05;1,03578572740288e-05;0,000147210023106781;0,000141601001794893;2,64678858558157e-06;1,71240061118135e-06;0,00032478077297824;0,530987678505393;9,1571261683841e-05
"colaboração";1,08427318494988;-1,15659368998;0,914907060452054;1,37669282979769;1,01900858236642;-0,233981629903401;0,430659928540024;-0,459384740663537;0,363389793959773;0,546805402855775;0,40473763379464;-0,0929346159367894;0,328886989666052;0,227485712463923;0,119135646710913;0,214139672526305;0,105877419882641;0,00447455875016369;0,000388646333209285;0,00044222040395182;0,000276713978147509;0,000626543517225749;0,000343267607661207;1,80984200490556e-05;0,000330580429638565;1,18491566670442;0,000464143233079448
"cabral";1,14605101827229;-1,02572995171291;0,836677014218527;-1,58294671617706;0,516167540400618;-0,306199738161333;0,47056759889043;-0,421163868616592;0,343538889063737;-0,649956610593015;0,211937964574793;-0,125725358880335;0,381183538331985;0,185616055036926;0,103361884715149;0,293705852929782;0,0281829221918467;0,00794974679431245;0,000388490463976188;0,000311199245034853;0,000207056150722655;0,000741148190617561;7,88050121672411e-05;2,77320573826933e-05;0,000295782489676611;1,16334614200887;0,000400304403983627
"audiência";0,676294365643306;0,147459558959368;1,66015128556831;-1,95843952878767;0,239366369832588;0,313171952953688;0,251584810316855;0,0548556768396417;0,617584394451803;-0,728549079214044;0,089045459802526;0,116501497547546;0,131754056599903;0,00380768968759641;0,403930176064456;0,446238013982943;0,00601585183092573;0,00825421183418045;0,000137935853408144;6,55769915720287e-06;0,000831191244436127;0,00115671391553229;1,72795287683572e-05;2,95781732825768e-05;0,000301582146336937;1,16768537959853;0,000411203983075817
"agir";-0,154671932967299;0,126540960796286;-0,0238689237163269;0,514166288009738;0,577747729457135;0,158101641862453;-0,189862095829041;0,155330909519847;-0,0292994585056582;0,6311467580017;0,709193922069834;0,194072114456371;0,0887087647540363;0,0360934993853684;0,00107480007567283;0,395917297558424;0,451126571163391;0,0270790670631067;7,76986256831459e-06;5,20058939891108e-06;1,85035894568312e-07;8,58613094269934e-05;0,00010840936631792;8,11826214991992e-06;0,00032478077297824;0,325462021965504;3,44025747781338e-05
"universidade";-0,988891503216412;1,12895355932642;-0,36812485954244;-0,232858603527542;0,957283702264084;1,92928854243115;-0,371629080648898;0,424264918834038;-0,138342682357766;-0,0875091235678144;0,359750752267027;0,725033762549415;0,299512542818328;0,237297469594734;0,0211167231405327;0,00670742885942517;0,102300430391344;0,333065405195634;0,000266561505598292;0,000347417984378293;3,69394508538118e-05;1,47803500332289e-05;0,000249793695025984;0,00101459919244384;0,000272583863035308;1,13243480640345;0,000349563887657396
"tender";0,000162281097641803;0,779063608256835;-0,88169987729937;-0,392701477871217;0,563291832854357;-0,769870939563147;0,000103708321884117;0,497873015572262;-0,563464359120743;-0,250962138309727;0,359980623530768;-0,491998294130808;2,36071112073077e-08;0,330731863684155;0,354541471672065;0,0558323385163323;0,103669806709273;0,15522449581106;8,55315188432234e-12;0,00019712247668404;0,000252482843010628;5,00858885099831e-05;0,000103052188684774;0,00019249797453194;0,00032478077297824;0,661939937627761;0,000142307398839443
"revista";0,846343346602314;-0,332164903479515;0,890121365549516;2,45832081094918;1,14798172535495;0,211416664470393;0,281725827485446;-0,110569112015908;0,296298398609313;0,818311465990386;0,382133448336497;0,0703751438246037;0,173830574552339;0,0162766008022527;0,0978250227075373;0,592330214677361;0,116568538933781;0,00316904832672725;0,000220176681888335;3,39145172626109e-05;0,00024354353458109;0,00185761311711785;0,000405086810494439;1,3739046297712e-05;0,000307381802997263;1,27220053158671;0,000497495663052617
"permanecer";0,521911138760913;-0,238915011124088;0,422507054441667;0,289198562798283;0,0208389098364914;0,531003926368341;0,558259486489896;-0,255554176792462;0,451932433959825;0,309339711631149;0,0222902295818949;0,567985538615427;0,529710866416071;0,0674770138411275;0,176616872173778;0,0656888691687477;0,000307803921676614;0,160198574478599;8,53078851272823e-05;1,78765175218233e-05;5,59067148242739e-05;2,61931846560108e-05;1,36002231773794e-07;8,83062634563871e-05;0,000313181459657588;0,449416689018608;6,32549381750579e-05
"pauta";0,36819369298164;1,6033943647031;1,24833306180477;0,190493776581303;-3,15299927149481;-0,948107332366738;0,0946223397192063;0,412057374074473;0,320809935934175;0,048955121137747;-0,810291359924702;-0,243654727942201;0,0212089291875039;0,244495002957509;0,124035358857354;0,00229288044437416;0,5668813902579;0,0410864382953589;4,00982251491925e-05;0,000760419361149516;0,000460928334181656;1,07333191709192e-05;0,00294049334610255;0,000265881102387523;0,000295782489676611;1,58448833037673;0,000742592485524647
"pacífico";-3,10324247529772;-1,6424877340087;0,48330270478367;-0,103735240332678;-0,146922004844395;0,240079294242541;-0,872460191097558;-0,461776729886745;0,135877996492386;-0,0291646135693977;-0,0413063437495904;0,0674970224211434;0,843419263988881;0,14362815890453;0,0104080424562539;0,000380643574889513;0,000689071349772047;0,00147481972567352;0,00307182446948832;0,00086053639632706;7,45080890410651e-05;3,43255582040965e-06;6,88555046230401e-06;1,83854551212118e-05;0,000318981116317914;2,11770774030495;0,00143053017001178
"novembro";0,552986697200616;-0,755797267545686;-0,441950061264131;0,395423513389575;-0,160400198260338;0,150931245938327;0,489309007232588;-0,66876547396893;-0,391058495291581;0,34988958640877;-0,141929746534578;0,133551165849598;0,367720866496056;0,417563732756015;0,119496122557274;0,0759394875960338;0,011276572476314;0,00800321811830666;9,57691012455671e-05;0,000178898491625263;6,11705578061868e-05;4,89689762842365e-05;8,05760262205736e-06;7,13434912788693e-06;0,000313181459657588;0,571514979251095;0,000102294263336035
"mp";0,762115386255059;-0,0664378266725074;0,34375141536213;0,0156756426246971;-0,133603516770008;-0,263232150002381;0,85702074297701;-0,0747112531823289;0,38655838565429;0,0176277124581813;-0,150241009788843;-0,296012148342817;0,866286746198446;0,00400197410869389;0,0896659822295142;0,000148021463102805;0,00970363378022134;0,0301936422200217;0,000185270567949754;1,40797780305026e-06;3,76924149537809e-05;7,83818809640603e-08;5,69378093033607e-06;2,21025730972381e-05;0,000318981116317914;0,513170834516922;8,40018605120732e-05
"motivo";-0,028976470011033;0,0209645954008857;0,533848938874945;-0,247068804031621;0,141971980861125;0,55348974909893;-0,0352998053726328;0,0255395545794737;0,650347113830527;-0,300984926481543;0,172953547856474;0,674274002716699;0,00313758173897325;0,000998390163873073;0,541825413310058;0,0921284350491996;0,0274528719600411;0,334457307777858;2,77567168231318e-07;1,452948130098e-07;9,42136669121499e-05;2,01796191583543e-05;6,66319347033482e-06;0,000101273612921536;0,000330580429638565;0,324205235769294;3,47469899162109e-05
"meirelles";0,202662645033632;2,30942731825769;1,21456652908716;1,19233203000906;-5,1765395057182;-1,40661608918136;0,0332966243651007;0,379429242630121;0,199548197344055;0,195895162204665;-0,850483775164384;-0,231101136273072;0,00274677142759409;0,216823791786646;0,0501922003706898;0,0383992996811128;0,653179552225042;0,0386583845089151;1,26248308105455e-05;0,00163940687219117;0,000453440984083876;0,000436991083019958;0,00823677531246141;0,000608176051966227;0,000307381802997263;2,42345252864501;0,00180529087833237
"livro";-0,554358983762161;1,77105074958388;-0,53479802327778;-0,0253046579321253;1,49666107266482;4,13198015511442;-0,115481836223859;0,368938176521617;-0,11140697552672;-0,00527136467273741;0,311778421453809;0,860757504667556;0,0376410674238941;0,23354199849156;0,017822878520579;3,16763014162983e-05;0,100001170610654;0,610961208651895;9,80273254203582e-05;0,0010005227907257;9,12314463972542e-05;2,04251810759539e-07;0,000714515903549745;0,00544604753470669;0,000318981116317914;1,79073860272795;0,00102289101796445
"iniciativa";-0,39631410669763;0,859664655267283;-0,673357431455759;-0,366167605188399;0,804400584158099;-1,68250725266252;-0,17792395751143;0,385943712355796;-0,302301676876082;-0,164389781556046;0,361133083428471;-0,755356278962323;0,080379886904119;0,22990567962779;0,118053305816569;0,0277128979203464;0,120695614459844;0,42325261527133;5,10116502655214e-05;0,000240020564961292;0,000147258925136959;4,35461887266669e-05;0,000210152744330591;0,000919399368386481;0,00032478077297824;0,87606818094045;0,000249267767994904
"cultura";-0,305900294472089;2,15169403000988;-0,813666465016708;-0,149975116783202;1,29823171238264;2,10814705758053;-0,0900579805564819;0,633465291207194;-0,239545891292439;-0,0441531322306394;0,38220337941594;0,620644929582159;0,0181114695822713;0,544726069004171;0,0651936421672255;0,00175827213149463;0,118898598362066;0,251311948752769;2,33362210411472e-05;0,00115460057502173;0,000165106272912064;5,60930632120707e-06;0,000420315268747657;0,00110833882002838;0,000249385236394005;1,42454154934439;0,000506082105216018
"chapa";1,10079409230898;-0,641870877930066;1,56285719952877;-2,96932137862911;-0,189794570198486;-0,0532749377007378;0,306225430035137;-0,178559448124285;0,434764885960953;-0,826023433843062;-0,0527981793174917;-0,0148203381735849;0,192959667484375;0,0398816332092831;0,197884358251212;0,567051555870342;0,00209074148188326;0,000132043702908658;0,000393552333115415;0,000133809101635178;0,000793284386527737;0,00286354967508408;1,1699246143822e-05;9,21798956485058e-07;0,00032478077297824;1,57052513098723;0,000801087751562996
"calheiros";0,747131535448406;0,563516400321763;1,625854659239;0,739035498009039;-2,03833717823346;-0,834032900794671;0,250217582484917;0,188724079615364;0,54450575702505;0,247506184531985;-0,682647936578666;-0,279321225578406;0,138364980336123;0,0478485079262802;0,333360393034742;0,0546784787273617;0,375372548479495;0,0503750914959971;0,000181294423923836;0,000103134372663721;0,000858526590766214;0,000177386640895573;0,00134940514847962;0,000225921039171151;0,00032478077297824;1,25879800529059;0,000514638654798173
"avanço";-0,729527326498233;-0,594126209307754;0,695448328030221;0,692032234604479;0,0477643301575304;-0,510922762648026;-0,502099249258681;-0,408909046752551;0,478644282015151;0,476293146036879;0,0328739355502373;-0,351644038868456;0,421262532082672;0,169844057834503;0,194768154683131;0,153100330445725;0,000658196389439795;0,0603667285645287;0,000172851614195407;0,000114643050531472;0,000157079693718749;0,000155540309753709;7,40965000129123e-07;8,47814450769375e-05;0,00032478077297824;0,704428986537832;0,000161162779173341
"aumento";-0,523009161096823;1,13635989148218;-0,859736789309155;-0,556876854897773;1,03973720341935;-2,62477390972115;-0,160757782712291;0,349283932493174;-0,264258047938739;-0,17116772534045;0,319584932460161;-0,806779049458617;0,0689597114715198;0,197893653342731;0,0948039375387779;0,031575406752012;0,0993350280081259;0,507432262886834;8,88400722933428e-05;0,000419393895085867;0,000240060846668273;0,000100718360351035;0,000351105375827962;0,00223755702408342;0,00032478077297824;1,24819847986614;0,000506008264092281
"ajuda";-0,23475519740649;-0,71891945001621;-0,600920225096278;0,293393849270538;-0,432269533405389;0,147576871337128;-0,211863246819215;-0,648814639951004;-0,542322007669046;0,264783801125441;-0,390117142708939;0,133186040020944;0,0832166575061577;0,47442059256356;0,277416307961639;0,05249713707562;0,102841285624348;0,00960801926867608;1,75790501845149e-05;0,00016486385108012;0,000115185713306366;2,74578787955162e-05;5,96038383466236e-05;6,94706834576994e-06;0,000318981116317914;0,510014065313798;8,29715647182811e-05
"vice_presidente";-0,384713728398101;-0,14838750430933;0,38602385619763;0,623399084616395;-1,19556706359225;-0,169217944023916;-0,261421062693606;-0,100832427344146;0,262311322063979;0,4236127778991;-0,812412942961937;-0,114987148854181;0,160262441822859;0,0144935334637679;0,0820924441590773;0,169958340462916;0,564134524030338;0,00905871606104084;4,46355608646959e-05;6,64049247568708e-06;4,49400878809898e-05;0,000117202789474952;0,000431075670349968;8,63571807952151e-06;0,000301582146336937;0,602273670480666;0,000109393969841908
"twitter";-1,74967257205681;-0,10344085648303;0,410847823585216;-0,250140876261268;-0,35197786116507;0,660591153928423;-0,890134572930982;-0,0526248648345087;0,20901616555419;-0,127257548423281;-0,179066453994318;0,336071465070077;0,913385914215804;0,0019406543367696;0,0256224841464523;0,00753986986544483;0,0134725512716198;0,0380385261639092;0,000976514151263359;3,41310138638966e-06;5,38427155034044e-05;1,99587945339484e-05;3,95180648359192e-05;0,000139197194100976;0,000318981116317914;1,14736527026861;0,000419921753862692
"stj";1,18561188648708;-0,627652331678292;3,12284818965614;-4,20776177445233;0,998199087567365;-0,308059944117438;0,215216167411798;-0,113933514694357;0,566869669954164;-0,763806750590776;0,18119638002005;-0,0559200538234231;0,0993518679256876;0,0169259272428983;0,350680164667142;0,505413699469705;0,0256686891965425;0,00195965149802918;0,000440231519106916;0,000123377037250641;0,00305420222268644;0,00554495890438269;0,000312054450625767;2,9721211520209e-05;0,000313181459657588;2,3573637310522;0,00174040065806349
"significar";-0,779726228447611;0,761741406876042;-0,400722985380787;-0,0367462438241167;0,16435070607357;-0,14018192289639;-0,659739989508878;0,644522717648511;-0,339058721543122;-0,031091639129903;0,139060004838658;-0,118610374983959;0,574356724283719;0,333223621577492;0,0771799408357212;0,000515201480702234;0,00930077158673419;0,00542374023562916;0,000183353799639929;0,000174993031650893;4,84277326395949e-05;4,07222281291669e-07;8,14608197535033e-06;5,92638216466579e-06;0,000301582146336937;0,644797521453013;0,000125386952343881
"referir";0,588200700397993;-0,858293897815716;-0,66937634924734;0,601724653002567;-0,269383289462568;0,376291986532675;0,405227165170079;-0,5913015793067;-0,461151236735797;0,414544177156188;-0,185585339594539;0,259237595051619;0,279963504018355;0,36236448385244;0,184463133845834;0,118331325820354;0,0214027735542254;0,0334747789087917;0,000112367672604316;0,000239255737261349;0,000145522798613737;0,000117594205271536;2,35684821830704e-05;4,59875476221849e-05;0,00032478077297824;0,696701744785516;0,000157646418053648
"produzir";-0,313465393647214;0,926930400572502;-0,959972047815967;-0,125021239561275;1,48135737293006;-1,46913326676281;-0,125412151717986;0,370849026350393;-0,384068425241274;-0,0500188632671688;0,592665791400075;-0,587775135243658;0,038897626049863;0,206757548464611;0,185600686172379;0,00249899431526868;0,316622655224085;0,249622489773792;3,07733834198125e-05;0,000269085499961125;0,000288611225582001;4,89512340763254e-06;0,000687251554203882;0,000675956003790047;0,000313181459657588;0,996093542622587;0,000310739378887733
"preventivo";0,432755718945476;-0,809620474120244;2,56155601738622;-2,37842028707135;0,833546853843615;-0,404621864928679;0,115991814596192;-0,217003135524752;0,686575630636224;-0,637489634202988;0,223416139626914;-0,108451078249727;0,0287684172355756;0,0612091757124373;0,512810090296729;0,350962982893085;0,0389017176475073;0,00734761621466934;5,97379899283214e-05;0,000209087436588339;0,00209301667784888;0,00180443887398153;0,000221628193670211;5,2223222676715e-05;0,000318981116317914;1,5990310706829;0,000815602932744353
"obstrução";1,27212676785157;-1,20704231359732;2,04911257363028;3,16130741945095;1,7516768231122;-0,500780180739276;0,280370562460713;-0,266026264779177;0,451614461178506;0,696736804618598;0,386061066048306;-0,110369520154167;0,163992323972978;0,0897492767076193;0,21647756004908;0,409025113489787;0,113331102284937;0,00742462349559652;0,000525594840365211;0,000473189719653901;0,00136370975622271;0,00324581506991737;0,000996548130116421;8,14487786363308e-05;0,00032478077297824;1,96875059307009;0,00125884342244684
"obama";-2,50863218834775;-0,84074566499203;0,250644341876527;-0,102726799645862;0,0987024482935029;0,780799408090368;-0,904468081541209;-0,303124396717666;0,0903678937467244;-0,0370373591753026;0,035586410182452;0,281511233884444;0,906700302533141;0,061907359767075;0,0046049413121655;0,000614060371103453;0,000511592345195303;0,0256617436713196;0,00182493024648958;0,000204975314690209;1,82174714989554e-05;3,06012949632332e-06;2,8250630130178e-06;0,000176787371733131;0,000289982833016285;1,65111446134837;0,000790545099427494
"maria";0,26398955327508;0,551053670064921;-0,814458611850218;-0,316132188567353;0,482484811297321;1,13754202213303;0,161758229762781;0,337655278658331;-0,499055290762447;-0,193708359134967;0,295640066035339;0,697022974955665;0,0636423296379614;0,168571291516232;0,308197517069765;0,0368607185289392;0,0774851157289305;0,345243027518172;2,14215866969443e-05;9,3339603573035e-05;0,00020389951521888;3,07196023428547e-05;7,15558996197074e-05;0,000397752622385982;0,000307381802997263;0,655821692804139;0,000132205556743155
"manifestante";-0,584640134255065;1,3537367736972;0,358519840295486;0,677246959501141;-1,0681676777851;1,91461047063087;-0,212514616025549;0,492078517716701;0,130320690855438;0,246176868675362;-0,388275163805922;0,695954118037164;0,107037769803571;0,34886024646325;0,0204788091694437;0,0580106461863612;0,130231808810133;0,33538071956724;2,57705025145174e-05;0,000138170105565243;9,6910765700338e-06;3,45811764835291e-05;8,60249642871204e-05;0,0002763799256788;7,53955365842342e-05;1,11993333230905;9,4564902186582e-05
"eleger";0,321757214148862;1,17710264909024;0,638895431992048;0,0643267216545464;-2,29083872879347;-0,512147485195623;0,118187222368045;0,432371012740308;0,234677804165217;0,0236283639405078;-0,84146634276856;-0,188120999487664;0,0329227502631115;0,267849860852606;0,0660416016262534;0,000531466791614729;0,608284796678888;0,0243695237875259;3,12221074360618e-05;0,000417863369471501;0,0001231020240631;1,24792494188e-06;0,00158268563674247;7,91035031248227e-05;0,000301582146336937;1,11135372711512;0,000372486252216508
"cúpula";-1,09210114041804;0,00607481895783027;0,474554812390359;0,923817477154705;-0,545273204784835;0,212005373635146;-0,675523785346691;0,0037576049926278;0,293537888897097;0,571431212770362;-0,337281049998149;0,131136821683963;0,672514279481431;1,26492768358661e-05;0,064605138553488;0,194357771822702;0,0611058105348556;0,00740435033068726;0,000359692472317799;1,11294142303944e-08;6,79169839353461e-05;0,00025738188429115;8,96672686431639e-05;1,35549951248623e-05;0,000301582146336937;0,834611138990357;0,000210074810774559
"conceder";0,431367350692125;0,353663779240146;0,371405962950763;0,132317884949225;1,19014076383724;0,0340672538683417;0,314255982342775;0,257648053766345;0,270573434794696;0,0963950722035857;0,867030975491676;0,02481837884332;0,217388285571227;0,0888272038738567;0,0819894265601766;0,00826099710536921;0,603137960951081;0,00039612593828825;5,82761142713875e-05;3,91721321411568e-05;4,3200998834447e-05;5,48318809783763e-06;0,000443601192631785;3,63471445106378e-07;0,000313181459657588;0,579830790135451;0,000105292779660671
"comum";-0,148615016783409;0,941254667723326;0,209323269739577;-1,06896218857961;0,446347003760369;-0,297226352496553;-0,0962900866507934;0,60985420906443;0,135623951182714;-0,692597989036081;0,289195483731265;-0,192577788276289;0,0193253206029231;0,471236403653043;0,0195053993942118;0,403812519406985;0,0635367465115725;0,022583610431263;7,17324560361575e-06;0,000287742887142237;1,42306694558194e-05;0,000371120545830759;6,47046598784861e-05;2,86922717175724e-05;0,00032478077297824;0,669994769416542;0,00014579181261628
"avaliação";0,202179430323076;1,03848908323392;-0,376202748402852;-0,0227797303303734;-0,490055533527891;-1,45668374777401;0,106212322100949;0,545556671272167;-0,197633198514683;-0,0119670336955451;-0,257444271611818;-0,765249774275043;0,0276914335514063;0,444118232345005;0,0487791176033669;0,000141978450979012;0,059298062592181;0,419971175457062;1,32759084266851e-05;0,000350262934717776;4,59657381961221e-05;1,68533976591274e-07;7,79975400913627e-05;0,000689161266979197;0,00032478077297824;0,761441109034678;0,000188305476624865
"assessor";-0,349636233793182;-0,997367520701277;0,157697429220283;1,32065050498488;-0,376826787058852;0,178407757823848;-0,199880215876128;-0,570175559846388;0,0901525446996599;0,754990136947423;-0,215424524878577;0,101992235647123;0,0812229562482587;0,401771935633374;0,00840646989490042;0,468031952425573;0,0343880751618441;0,00617861063604914;3,89940047728821e-05;0,000317303904469445;7,93257525082202e-06;0,000556340628899835;4,52948169018255e-05;1,01529545935908e-05;0,000318981116317914;0,768863259448939;0,000188565913939907
"vieira";1,30503790763849;-1,54728091193468;0,50063760944027;1,79430061576733;0,70175065745948;-0,139453074805595;0,459131871912332;-0,544356587124964;0,176131805387909;0,631261816740202;0,246886386279849;-0,0490616792850739;0,356940874826182;0,30500825603302;0,0267248627568822;0,272517387335456;0,0376178606566105;0,00119075839184642;0,00052350930751979;0,000735896079914533;7,70415652534544e-05;0,000989620233183199;0,000151371393877738;5,97770312633363e-06;0,000307381802997263;1,36897985099274;0,000576066029778203
"tensão";-3,15460660888326;-1,73263312459559;0,394986695932526;0,0396567807073215;-0,106752981598102;-0,429127384174729;-0,864788932308119;-0,474975848234566;0,108279784265183;0,0108713222593552;-0,0292647573605419;-0,117638951031048;0,835253613353012;0,153166715974761;0,00666210373333691;5,33109757271442e-05;0,000348631303598759;0,00451562465956367;0,00311663871774079;0,000940176236487245;4,88608456945638e-05;4,92528034541036e-07;3,56907826244938e-06;5,76724634611589e-05;0,000313181459657588;2,16325690375608;0,00146558914831468
